Date,Country,Cumulative number of case(s),Number of deaths,Number recovered
2003-04-26,Indonesia,1.0,0.0,1.0
2003-04-26,Italy,4.0,0.0,3.0
2003-04-26,Japan,2.0,0.0,0.0
2003-04-26,Kuwait,1.0,0.0,1.0
2003-04-26,Malaysia,5.0,2.0,2.0
2003-04-26,Mongolia,5.0,0.0,3.0
2003-04-26,Philippines,4.0,2.0,1.0
2003-04-26,Republic of Ireland,1.0,0.0,1.0
2003-04-26,Romania,1.0,0.0,1.0
2003-04-26,Singapore,198.0,21.0,126.0
2003-04-26,South Africa,1.0,0.0,0.0
2003-04-26,Spain,1.0,0.0,1.0
2003-04-26,Sweden,3.0,0.0,2.0
2003-04-26,Switzerland,1.0,0.0,1.0
2003-04-26,Thailand,7.0,2.0,5.0
2003-04-26,United Kingdom,6.0,0.0,6.0
2003-04-26,United States,41.0,0.0,0.0
2003-04-26,Viet Nam,63.0,5.0,53.0
2003-04-28,Brazil,2.0,0.0,2.0
2003-04-28,Bulgaria,1.0,0.0,0.0
2003-04-28,Canada,142.0,18.0,77.0
2003-04-28,China,2914.0,131.0,1299.0
2003-04-28,Hong Kong SAR, China,1557.0,138.0,710.0
2003-04-28,Taiwan, China,66.0,0.0,25.0
2003-04-28,France,5.0,0.0,1.0
2003-04-28,Germany,7.0,0.0,6.0
2003-04-28,India,1.0,0.0,1.0
2003-04-28,Indonesia,1.0,0.0,1.0
2003-04-28,Italy,8.0,0.0,3.0
2003-04-28,Japan,2.0,0.0,0.0
2003-04-28,Kuwait,1.0,0.0,1.0
2003-04-28,Malaysia,6.0,2.0,2.0
2003-04-28,Mongolia,5.0,0.0,3.0
2003-04-28,Philippines,4.0,2.0,1.0
2003-04-28,Republic of Ireland,1.0,0.0,1.0
2003-04-28,Romania,1.0,0.0,1.0
2003-04-28,Singapore,199.0,23.0,137.0
2003-04-28,South Africa,1.0,0.0,0.0
2003-04-28,Spain,1.0,0.0,1.0
2003-04-28,Sweden,3.0,0.0,2.0
2003-04-28,Switzerland,1.0,0.0,1.0
2003-04-28,Thailand,7.0,2.0,5.0
2003-04-28,United Kingdom,6.0,0.0,6.0
2003-04-28,United States,41.0,0.0,0.0
2003-04-28,Viet Nam,63.0,5.0,53.0
2003-04-29,Brazil,2.0,0.0,2.0
2003-04-29,Bulgaria,1.0,0.0,0.0
2003-04-29,Canada,146.0,20.0,86.0
2003-04-29,China,3303.0,148.0,1322.0
2003-04-29,Hong Kong SAR, China,1572.0,150.0,759.0
2003-04-29,Taiwan, China,66.0,0.0,25.0
2003-04-29,France,5.0,0.0,1.0
2003-04-29,Germany,7.0,0.0,6.0
2003-04-29,India,1.0,0.0,1.0
2003-04-29,Indonesia,1.0,0.0,1.0
2003-04-29,Italy,9.0,0.0,4.0
2003-04-29,Japan,2.0,0.0,0.0
2003-04-29,Kuwait,1.0,0.0,1.0
2003-04-29,Malaysia,6.0,2.0,3.0
2003-04-29,Mongolia,5.0,0.0,3.0
2003-04-29,Philippines,4.0,2.0,1.0
2003-04-29,Republic of Ireland,1.0,0.0,1.0
2003-04-29,Republic of Korea,1.0,0.0,0.0
2003-04-29,Romania,1.0,0.0,1.0
2003-04-29,Singapore,201.0,24.0,139.0
2003-04-29,South Africa,1.0,0.0,0.0
2003-04-29,Spain,1.0,0.0,1.0
2003-04-29,Sweden,3.0,0.0,2.0
2003-04-29,Switzerland,1.0,0.0,1.0
2003-04-29,Thailand,7.0,2.0,5.0
2003-04-29,United Kingdom,6.0,0.0,6.0
2003-04-29,United States,41.0,0.0,0.0
2003-04-29,Viet Nam,63.0,5.0,53.0
2003-04-30,Brazil,2.0,0.0,2.0
2003-04-30,Bulgaria,1.0,0.0,0.0
2003-04-30,Canada,148.0,20.0,87.0
2003-04-30,China,3460.0,159.0,1332.0
2003-04-30,Hong Kong SAR, China,1589.0,157.0,791.0
2003-04-30,Macao SAR, China,1.0,0.0,0.0
2003-04-30,Taiwan, China,78.0,1.0,25.0
2003-04-30,France,5.0,0.0,1.0
2003-04-30,Germany,7.0,0.0,7.0
2003-04-30,Indonesia,2.0,0.0,1.0
2003-04-30,Italy,9.0,0.0,4.0
2003-04-30,Japan,2.0,0.0,0.0
2003-04-30,Kuwait,1.0,0.0,1.0
2003-04-30,Malaysia,6.0,2.0,3.0
2003-04-30,Mongolia,6.0,0.0,3.0
2003-04-30,Philippines,4.0,2.0,1.0
2003-04-30,Republic of Ireland,1.0,0.0,1.0
2003-04-30,Republic of Korea,1.0,0.0,0.0
2003-04-30,Romania,1.0,0.0,1.0
2003-04-30,Singapore,201.0,24.0,139.0
2003-04-30,South Africa,1.0,0.0,0.0
2003-04-30,Spain,1.0,0.0,1.0
2003-04-30,Sweden,3.0,0.0,2.0
2003-04-30,Switzerland,1.0,0.0,1.0
2003-04-30,Thailand,7.0,2.0,5.0
2003-04-30,United Kingdom,6.0,0.0,6.0
2003-04-30,United States,52.0,0.0,0.0
2003-04-30,Viet Nam,63.0,5.0,53.0
2003-05-01,Brazil,2.0,0.0,2.0
2003-05-01,Bulgaria,1.0,0.0,0.0
2003-05-01,Canada,147.0,20.0,87.0
2003-05-01,China,3638.0,170.0,1351.0
2003-05-01,Hong Kong SAR, China,1600.0,162.0,834.0
2003-05-01,Macao SAR, China,1.0,0.0,0.0
2003-05-01,Taiwan, China,89.0,3.0,25.0
2003-05-01,France,5.0,0.0,1.0
2003-05-01,Germany,7.0,0.0,7.0
2003-05-01,Indonesia,2.0,0.0,1.0
2003-05-01,Italy,9.0,0.0,4.0
2003-05-01,Japan,2.0,0.0,0.0
2003-05-01,Kuwait,1.0,0.0,1.0
2003-05-01,Malaysia,6.0,2.0,3.0
2003-05-01,Mongolia,6.0,0.0,3.0
2003-05-01,Philippines,4.0,2.0,1.0
2003-05-01,Poland,1.0,0.0,0.0
2003-05-01,Republic of Ireland,1.0,0.0,1.0
2003-05-01,Republic of Korea,1.0,0.0,0.0
2003-05-01,Romania,1.0,0.0,1.0
2003-05-01,Singapore,201.0,25.0,143.0
2003-05-01,South Africa,1.0,0.0,0.0
2003-05-01,Spain,1.0,0.0,1.0
2003-05-01,Sweden,3.0,0.0,2.0
2003-05-01,Switzerland,1.0,0.0,1.0
2003-05-01,Thailand,7.0,2.0,5.0
2003-05-01,United Kingdom,6.0,0.0,6.0
2003-05-01,United States,54.0,0.0,23.0
2003-05-01,Viet Nam,63.0,5.0,56.0
2003-05-02,Brazil,2.0,0.0,2.0
2003-05-02,Bulgaria,1.0,0.0,0.0
2003-05-02,Canada,149.0,22.0,93.0
2003-05-02,China,3799.0,181.0,1372.0
2003-05-02,Hong Kong SAR, China,1611.0,170.0,878.0
2003-05-02,Macao SAR, China,1.0,0.0,0.0
2003-05-02,Taiwan, China,100.0,8.0,25.0
2003-05-02,France,5.0,0.0,4.0
2003-05-02,Germany,7.0,0.0,7.0
2003-05-02,Indonesia,2.0,0.0,1.0
2003-05-02,Italy,9.0,0.0,4.0
2003-05-02,Kuwait,1.0,0.0,1.0
2003-05-02,Malaysia,6.0,2.0,3.0
2003-05-02,Mongolia,8.0,0.0,4.0
2003-05-02,New Zealand,1.0,0.0,1.0
2003-05-02,Philippines,3.0,2.0,1.0
2003-05-02,Poland,1.0,0.0,0.0
2003-05-02,Republic of Ireland,1.0,0.0,1.0
2003-05-02,Republic of Korea,1.0,0.0,0.0
2003-05-02,Romania,1.0,0.0,1.0
2003-05-02,Singapore,203.0,25.0,146.0
2003-05-02,South Africa,1.0,0.0,0.0
2003-05-02,Spain,1.0,0.0,1.0
2003-05-02,Sweden,3.0,0.0,2.0
2003-05-02,Switzerland,1.0,0.0,1.0
2003-05-02,Thailand,7.0,2.0,5.0
2003-05-02,United Kingdom,6.0,0.0,6.0
2003-05-02,United States,56.0,0.0,24.0
2003-05-02,Viet Nam,63.0,5.0,56.0
2003-05-03,Brazil,2.0,0.0,2.0
2003-05-03,Bulgaria,1.0,0.0,0.0
2003-05-03,Canada,149.0,22.0,94.0
2003-05-03,China,3971.0,190.0,1406.0
2003-05-03,Hong Kong SAR, China,1621.0,179.0,898.0
2003-05-03,Macao SAR, China,1.0,0.0,0.0
2003-05-03,Taiwan, China,100.0,8.0,25.0
2003-05-03,France,5.0,0.0,4.0
2003-05-03,Germany,7.0,0.0,7.0
2003-05-03,Indonesia,2.0,0.0,1.0
2003-05-03,Italy,9.0,0.0,4.0
2003-05-03,Kuwait,1.0,0.0,1.0
2003-05-03,Malaysia,6.0,2.0,3.0
2003-05-03,Mongolia,8.0,0.0,4.0
2003-05-03,New Zealand,1.0,0.0,1.0
2003-05-03,Philippines,3.0,2.0,1.0
2003-05-03,Poland,1.0,0.0,0.0
2003-05-03,Republic of Ireland,1.0,0.0,1.0
2003-05-03,Republic of Korea,1.0,0.0,0.0
2003-05-03,Romania,1.0,0.0,1.0
2003-05-03,Singapore,203.0,25.0,147.0
2003-05-03,South Africa,1.0,0.0,1.0
2003-05-03,Spain,1.0,0.0,1.0
2003-05-03,Sweden,3.0,0.0,2.0
2003-05-03,Switzerland,1.0,0.0,1.0
2003-05-03,Thailand,7.0,2.0,5.0
2003-05-03,United Kingdom,6.0,0.0,6.0
2003-05-03,United States,54.0,0.0,24.0
2003-05-03,Viet Nam,63.0,5.0,58.0
2003-05-05,Brazil,2.0,0.0,2.0
2003-05-05,Bulgaria,1.0,0.0,0.0
2003-05-05,Canada,148.0,22.0,93.0
2003-05-05,China,4280.0,206.0,1433.0
2003-05-05,Hong Kong SAR, China,1637.0,187.0,930.0
2003-05-05,Macao SAR, China,1.0,0.0,0.0
2003-05-05,Taiwan, China,116.0,8.0,25.0
2003-05-05,France,5.0,0.0,4.0
2003-05-05,Germany,7.0,0.0,7.0
2003-05-05,Indonesia,2.0,0.0,1.0
2003-05-05,Italy,9.0,0.0,4.0
2003-05-05,Kuwait,1.0,0.0,1.0
2003-05-05,Malaysia,7.0,2.0,4.0
2003-05-05,Mongolia,8.0,0.0,4.0
2003-05-05,New Zealand,1.0,0.0,1.0
2003-05-05,Philippines,3.0,2.0,1.0
2003-05-05,Poland,1.0,0.0,0.0
2003-05-05,Republic of Ireland,1.0,0.0,1.0
2003-05-05,Republic of Korea,1.0,0.0,0.0
2003-05-05,Romania,1.0,0.0,1.0
2003-05-05,Singapore,204.0,26.0,149.0
2003-05-05,South Africa,1.0,1.0,0.0
2003-05-05,Spain,1.0,0.0,1.0
2003-05-05,Sweden,3.0,0.0,2.0
2003-05-05,Switzerland,1.0,0.0,1.0
2003-05-05,Thailand,7.0,2.0,5.0
2003-05-05,United Kingdom,6.0,0.0,6.0
2003-05-05,United States,61.0,0.0,26.0
2003-05-05,Viet Nam,63.0,5.0,58.0
2003-05-06,Brazil,2.0,0.0,2.0
2003-05-06,Bulgaria,1.0,0.0,0.0
2003-05-06,Canada,148.0,22.0,93.0
2003-05-06,China,4409.0,214.0,1460.0
2003-05-06,Hong Kong SAR, China,1646.0,193.0,958.0
2003-05-06,Macao SAR, China,1.0,0.0,0.0
2003-05-06,Taiwan, China,116.0,10.0,25.0
2003-05-06,Colombia,1.0,0.0,1.0
2003-05-06,France,5.0,0.0,4.0
2003-05-06,Germany,7.0,0.0,7.0
2003-05-06,India,1.0,0.0,0.0
2003-05-06,Indonesia,2.0,0.0,1.0
2003-05-06,Italy,9.0,0.0,4.0
2003-05-06,Kuwait,1.0,0.0,1.0
2003-05-06,Malaysia,7.0,2.0,4.0
2003-05-06,Mongolia,8.0,0.0,4.0
2003-05-06,New Zealand,1.0,0.0,1.0
2003-05-06,Philippines,3.0,2.0,1.0
2003-05-06,Poland,1.0,0.0,0.0
2003-05-06,Republic of Ireland,1.0,0.0,1.0
2003-05-06,Republic of Korea,1.0,0.0,0.0
2003-05-06,Romania,1.0,0.0,1.0
2003-05-06,Singapore,204.0,27.0,149.0
2003-05-06,South Africa,1.0,1.0,0.0
2003-05-06,Spain,1.0,0.0,1.0
2003-05-06,Sweden,3.0,0.0,2.0
2003-05-06,Switzerland,1.0,0.0,1.0
2003-05-06,Thailand,7.0,2.0,5.0
2003-05-06,United Kingdom,6.0,0.0,6.0
2003-05-06,United States,65.0,0.0,32.0
2003-05-06,Viet Nam,63.0,5.0,58.0
2003-05-07,Brazil,2.0,0.0,2.0
2003-05-07,Bulgaria,1.0,0.0,0.0
2003-05-07,Canada,146.0,22.0,93.0
2003-05-07,China,4560.0,219.0,1487.0
2003-05-07,Hong Kong SAR, China,1654.0,204.0,984.0
2003-05-07,Macao SAR, China,1.0,0.0,0.0
2003-05-07,Taiwan, China,125.0,11.0,26.0
2003-05-07,Colombia,1.0,0.0,1.0
2003-05-07,France,6.0,0.0,4.0
2003-05-07,Germany,8.0,0.0,7.0
2003-05-07,India,1.0,0.0,0.0
2003-05-07,Indonesia,2.0,0.0,1.0
2003-05-07,Italy,9.0,0.0,5.0
2003-05-07,Kuwait,1.0,0.0,1.0
2003-05-07,Malaysia,7.0,2.0,4.0
2003-05-07,Mongolia,9.0,0.0,6.0
2003-05-07,New Zealand,1.0,0.0,1.0
2003-05-07,Philippines,10.0,2.0,2.0
2003-05-07,Poland,1.0,0.0,0.0
2003-05-07,Republic of Ireland,1.0,0.0,1.0
2003-05-07,Republic of Korea,1.0,0.0,0.0
2003-05-07,Romania,1.0,0.0,1.0
2003-05-07,Singapore,204.0,27.0,150.0
2003-05-07,South Africa,1.0,1.0,0.0
2003-05-07,Spain,1.0,0.0,1.0
2003-05-07,Sweden,3.0,0.0,2.0
2003-05-07,Switzerland,1.0,0.0,1.0
2003-05-07,Thailand,7.0,2.0,5.0
2003-05-07,United Kingdom,6.0,0.0,6.0
2003-05-07,United States,65.0,0.0,32.0
2003-05-07,Viet Nam,63.0,5.0,58.0
2003-05-08,Brazil,2.0,0.0,2.0
2003-05-08,Bulgaria,1.0,0.0,0.0
2003-05-08,Canada,146.0,22.0,95.0
2003-05-08,China,4698.0,224.0,1529.0
2003-05-08,Hong Kong SAR, China,1661.0,208.0,1008.0
2003-05-08,Macao SAR, China,1.0,0.0,0.0
2003-05-08,Taiwan, China,131.0,13.0,26.0
2003-05-08,Colombia,1.0,0.0,1.0
2003-05-08,Finland,1.0,0.0,0.0
2003-05-08,France,6.0,0.0,4.0
2003-05-08,Germany,8.0,0.0,7.0
2003-05-08,India,1.0,0.0,0.0
2003-05-08,Indonesia,2.0,0.0,1.0
2003-05-08,Italy,9.0,0.0,6.0
2003-05-08,Kuwait,1.0,0.0,1.0
2003-05-08,Malaysia,7.0,2.0,4.0
2003-05-08,Mongolia,9.0,0.0,6.0
2003-05-08,New Zealand,1.0,0.0,1.0
2003-05-08,Philippines,10.0,2.0,2.0
2003-05-08,Poland,1.0,0.0,0.0
2003-05-08,Republic of Ireland,1.0,0.0,1.0
2003-05-08,Republic of Korea,1.0,0.0,1.0
2003-05-08,Romania,1.0,0.0,1.0
2003-05-08,Singapore,204.0,27.0,153.0
2003-05-08,South Africa,1.0,1.0,0.0
2003-05-08,Spain,1.0,0.0,1.0
2003-05-08,Sweden,3.0,0.0,2.0
2003-05-08,Switzerland,1.0,0.0,1.0
2003-05-08,Thailand,7.0,2.0,5.0
2003-05-08,United Kingdom,6.0,0.0,6.0
2003-05-08,United States,63.0,0.0,33.0
2003-05-08,Viet Nam,63.0,5.0,58.0
2003-05-09,Brazil,2.0,0.0,2.0
2003-05-09,Bulgaria,1.0,0.0,0.0
2003-05-09,Canada,145.0,22.0,94.0
2003-05-09,China,4805.0,230.0,1582.0
2003-05-09,Hong Kong SAR, China,1667.0,210.0,1015.0
2003-05-09,Macao SAR, China,1.0,0.0,0.0
2003-05-09,Taiwan, China,149.0,13.0,26.0
2003-05-09,Colombia,1.0,0.0,1.0
2003-05-09,Finland,1.0,0.0,0.0
2003-05-09,France,6.0,0.0,4.0
2003-05-09,Germany,9.0,0.0,9.0
2003-05-09,India,1.0,0.0,0.0
2003-05-09,Indonesia,2.0,0.0,1.0
2003-05-09,Italy,9.0,0.0,9.0
2003-05-09,Kuwait,1.0,0.0,1.0
2003-05-09,Malaysia,6.0,2.0,4.0
2003-05-09,Mongolia,9.0,0.0,6.0
2003-05-09,New Zealand,1.0,0.0,1.0
2003-05-09,Philippines,10.0,2.0,2.0
2003-05-09,Poland,1.0,0.0,0.0
2003-05-09,Republic of Ireland,1.0,0.0,1.0
2003-05-09,Republic of Korea,1.0,0.0,1.0
2003-05-09,Romania,1.0,0.0,1.0
2003-05-09,Singapore,204.0,27.0,153.0
2003-05-09,South Africa,1.0,1.0,0.0
2003-05-09,Spain,1.0,0.0,1.0
2003-05-09,Sweden,3.0,0.0,2.0
2003-05-09,Switzerland,1.0,0.0,1.0
2003-05-09,Thailand,7.0,2.0,5.0
2003-05-09,United Kingdom,6.0,0.0,6.0
2003-05-09,United States,63.0,0.0,33.0
2003-05-09,Viet Nam,63.0,5.0,58.0
2003-05-10,Brazil,2.0,0.0,2.0
2003-05-10,Bulgaria,1.0,0.0,0.0
2003-05-10,Canada,145.0,22.0,97.0
2003-05-10,China,4884.0,235.0,1620.0
2003-05-10,Hong Kong SAR, China,1674.0,212.0,1035.0
2003-05-10,Macao SAR, China,1.0,0.0,0.0
2003-05-10,Taiwan, China,172.0,18.0,26.0
2003-05-10,Colombia,1.0,0.0,1.0
2003-05-10,Finland,1.0,0.0,0.0
2003-05-10,France,7.0,0.0,4.0
2003-05-10,Germany,9.0,0.0,9.0
2003-05-10,India,1.0,0.0,0.0
2003-05-10,Indonesia,2.0,0.0,1.0
2003-05-10,Italy,9.0,0.0,9.0
2003-05-10,Kuwait,1.0,0.0,1.0
2003-05-10,Malaysia,7.0,2.0,4.0
2003-05-10,Mongolia,9.0,0.0,6.0
2003-05-10,New Zealand,1.0,0.0,1.0
2003-05-10,Philippines,10.0,2.0,2.0
2003-05-10,Poland,1.0,0.0,0.0
2003-05-10,Republic of Ireland,1.0,0.0,1.0
2003-05-10,Republic of Korea,1.0,0.0,1.0
2003-05-10,Romania,1.0,0.0,1.0
2003-05-10,Singapore,205.0,27.0,155.0
2003-05-10,South Africa,1.0,1.0,0.0
2003-05-10,Spain,1.0,0.0,1.0
2003-05-10,Sweden,3.0,0.0,2.0
2003-05-10,Switzerland,1.0,0.0,1.0
2003-05-10,Thailand,7.0,2.0,5.0
2003-05-10,United Kingdom,6.0,0.0,6.0
2003-05-10,United States,64.0,0.0,34.0
2003-05-10,Viet Nam,63.0,5.0,58.0
2003-05-12,Brazil,2.0,0.0,2.0
2003-05-12,Bulgaria,1.0,0.0,0.0
2003-05-12,Canada,143.0,22.0,98.0
2003-05-12,China,5013.0,252.0,1693.0
2003-05-12,Hong Kong SAR, China,1683.0,218.0,1066.0
2003-05-12,Macao SAR, China,1.0,0.0,0.0
2003-05-12,Taiwan, China,184.0,20.0,26.0
2003-05-12,Colombia,1.0,0.0,1.0
2003-05-12,Finland,1.0,0.0,0.0
2003-05-12,France,7.0,0.0,4.0
2003-05-12,Germany,9.0,0.0,9.0
2003-05-12,India,1.0,0.0,0.0
2003-05-12,Indonesia,2.0,0.0,1.0
2003-05-12,Italy,9.0,0.0,8.0
2003-05-12,Kuwait,1.0,0.0,1.0
2003-05-12,Malaysia,7.0,2.0,4.0
2003-05-12,Mongolia,9.0,0.0,6.0
2003-05-12,New Zealand,1.0,0.0,1.0
2003-05-12,Philippines,10.0,2.0,3.0
2003-05-12,Poland,1.0,0.0,0.0
2003-05-12,Republic of Ireland,1.0,0.0,1.0
2003-05-12,Republic of Korea,2.0,0.0,1.0
2003-05-12,Romania,1.0,0.0,1.0
2003-05-12,Singapore,205.0,28.0,156.0
2003-05-12,South Africa,1.0,1.0,0.0
2003-05-12,Spain,1.0,0.0,1.0
2003-05-12,Sweden,3.0,0.0,2.0
2003-05-12,Switzerland,1.0,0.0,1.0
2003-05-12,Thailand,7.0,2.0,5.0
2003-05-12,United Kingdom,6.0,0.0,6.0
2003-05-12,United States,64.0,0.0,34.0
2003-05-12,Viet Nam,63.0,5.0,58.0
2003-05-13,Brazil,2.0,0.0,2.0
2003-05-13,Bulgaria,1.0,0.0,0.0
2003-05-13,Canada,143.0,22.0,99.0
2003-05-13,China,5086.0,262.0,1765.0
2003-05-13,Hong Kong SAR, China,1689.0,225.0,1090.0
2003-05-13,Macao SAR, China,1.0,0.0,0.0
2003-05-13,Taiwan, China,207.0,24.0,30.0
2003-05-13,Colombia,1.0,0.0,1.0
2003-05-13,Finland,1.0,0.0,0.0
2003-05-13,France,7.0,0.0,4.0
2003-05-13,Germany,9.0,0.0,9.0
2003-05-13,India,3.0,0.0,0.0
2003-05-13,Indonesia,2.0,0.0,1.0
2003-05-13,Italy,9.0,0.0,9.0
2003-05-13,Kuwait,1.0,0.0,1.0
2003-05-13,Malaysia,7.0,2.0,4.0
2003-05-13,Mongolia,9.0,0.0,6.0
2003-05-13,New Zealand,1.0,0.0,1.0
2003-05-13,Philippines,10.0,2.0,3.0
2003-05-13,Republic of Ireland,1.0,0.0,1.0
2003-05-13,Republic of Korea,2.0,0.0,1.0
2003-05-13,Romania,1.0,0.0,1.0
2003-05-13,Singapore,205.0,28.0,157.0
2003-05-13,South Africa,1.0,1.0,0.0
2003-05-13,Spain,1.0,0.0,1.0
2003-05-13,Sweden,3.0,0.0,3.0
2003-05-13,Switzerland,1.0,0.0,1.0
2003-05-13,Thailand,7.0,2.0,5.0
2003-05-13,United Kingdom,4.0,0.0,4.0
2003-05-13,United States,64.0,0.0,35.0
2003-05-13,Viet Nam,63.0,5.0,58.0
2003-05-14,Brazil,2.0,0.0,2.0
2003-05-14,Bulgaria,1.0,0.0,0.0
2003-05-14,Canada,143.0,23.0,104.0
2003-05-14,China,5124.0,267.0,1811.0
2003-05-14,Hong Kong SAR, China,1698.0,227.0,1128.0
2003-05-14,Macao SAR, China,1.0,0.0,0.0
2003-05-14,Taiwan, China,238.0,30.0,38.0
2003-05-14,Colombia,1.0,0.0,1.0
2003-05-14,Finland,1.0,0.0,0.0
2003-05-14,France,7.0,0.0,4.0
2003-05-14,Germany,9.0,0.0,9.0
2003-05-14,India,3.0,0.0,0.0
2003-05-14,Indonesia,2.0,0.0,2.0
2003-05-14,Italy,9.0,0.0,9.0
2003-05-14,Kuwait,1.0,0.0,1.0
2003-05-14,Malaysia,7.0,2.0,5.0
2003-05-14,Mongolia,9.0,0.0,6.0
2003-05-14,New Zealand,1.0,0.0,1.0
2003-05-14,Philippines,10.0,2.0,3.0
2003-05-14,Republic of Ireland,1.0,0.0,1.0
2003-05-14,Republic of Korea,3.0,0.0,1.0
2003-05-14,Romania,1.0,0.0,1.0
2003-05-14,Singapore,205.0,28.0,157.0
2003-05-14,South Africa,1.0,1.0,0.0
2003-05-14,Spain,1.0,0.0,1.0
2003-05-14,Sweden,3.0,0.0,3.0
2003-05-14,Switzerland,1.0,0.0,1.0
2003-05-14,Thailand,8.0,2.0,5.0
2003-05-14,United Kingdom,4.0,0.0,4.0
2003-05-14,United States,64.0,0.0,35.0
2003-05-14,Viet Nam,63.0,5.0,58.0
2003-05-15,Brazil,2.0,0.0,2.0
2003-05-15,Bulgaria,1.0,0.0,0.0
2003-05-15,Canada,142.0,23.0,107.0
2003-05-15,China,5163.0,271.0,1858.0
2003-05-15,Hong Kong SAR, China,1703.0,234.0,1160.0
2003-05-15,Macao SAR, China,1.0,0.0,0.0
2003-05-15,Taiwan, China,264.0,30.0,38.0
2003-05-15,Colombia,1.0,0.0,1.0
2003-05-15,Finland,1.0,0.0,0.0
2003-05-15,France,7.0,0.0,4.0
2003-05-15,Germany,9.0,0.0,9.0
2003-05-15,India,3.0,0.0,3.0
2003-05-15,Indonesia,2.0,0.0,2.0
2003-05-15,Italy,9.0,0.0,9.0
2003-05-15,Kuwait,1.0,0.0,1.0
2003-05-15,Malaysia,7.0,2.0,5.0
2003-05-15,Mongolia,9.0,0.0,7.0
2003-05-15,New Zealand,1.0,0.0,1.0
2003-05-15,Philippines,12.0,2.0,4.0
2003-05-15,Republic of Ireland,1.0,0.0,1.0
2003-05-15,Republic of Korea,3.0,0.0,1.0
2003-05-15,Romania,1.0,0.0,1.0
2003-05-15,Singapore,205.0,28.0,157.0
2003-05-15,South Africa,1.0,1.0,0.0
2003-05-15,Spain,1.0,0.0,1.0
2003-05-15,Sweden,3.0,0.0,3.0
2003-05-15,Switzerland,1.0,0.0,1.0
2003-05-15,Thailand,8.0,2.0,5.0
2003-05-15,United Kingdom,4.0,0.0,4.0
2003-05-15,United States,64.0,0.0,35.0
2003-05-15,Viet Nam,63.0,5.0,58.0
2003-05-16,Brazil,2.0,0.0,2.0
2003-05-16,Bulgaria,1.0,0.0,0.0
2003-05-16,Canada,140.0,23.0,106.0
2003-05-16,China,5191.0,275.0,1947.0
2003-05-16,Hong Kong SAR, China,1706.0,238.0,1171.0
2003-05-16,Macao SAR, China,1.0,0.0,0.0
2003-05-16,Taiwan, China,274.0,35.0,46.0
2003-05-16,Colombia,1.0,0.0,1.0
2003-05-16,Finland,1.0,0.0,0.0
2003-05-16,France,7.0,0.0,4.0
2003-05-16,Germany,9.0,0.0,9.0
2003-05-16,India,3.0,0.0,3.0
2003-05-16,Indonesia,2.0,0.0,2.0
2003-05-16,Italy,9.0,0.0,9.0
2003-05-16,Kuwait,1.0,0.0,1.0
2003-05-16,Malaysia,7.0,2.0,5.0
2003-05-16,Mongolia,9.0,0.0,7.0
2003-05-16,New Zealand,1.0,0.0,1.0
2003-05-16,Philippines,12.0,2.0,4.0
2003-05-16,Republic of Ireland,1.0,0.0,1.0
2003-05-16,Republic of Korea,3.0,0.0,1.0
2003-05-16,Romania,1.0,0.0,1.0
2003-05-16,Singapore,205.0,28.0,157.0
2003-05-16,South Africa,1.0,1.0,0.0
2003-05-16,Spain,1.0,0.0,1.0
2003-05-16,Sweden,3.0,0.0,3.0
2003-05-16,Switzerland,1.0,0.0,1.0
2003-05-16,Thailand,8.0,2.0,5.0
2003-05-16,United Kingdom,4.0,0.0,4.0
2003-05-16,United States,65.0,0.0,34.0
2003-05-16,Viet Nam,63.0,5.0,58.0
2003-05-17,Brazil,2.0,0.0,2.0
2003-05-17,Canada,140.0,23.0,106.0
2003-05-17,China,5209.0,282.0,2009.0
2003-05-17,Hong Kong SAR, China,1710.0,243.0,1191.0
2003-05-17,Macao SAR, China,1.0,0.0,0.0
2003-05-17,Taiwan, China,274.0,35.0,46.0
2003-05-17,Colombia,1.0,0.0,1.0
2003-05-17,Finland,1.0,0.0,0.0
2003-05-17,France,7.0,0.0,6.0
2003-05-17,Germany,9.0,0.0,9.0
2003-05-17,India,3.0,0.0,3.0
2003-05-17,Indonesia,2.0,0.0,2.0
2003-05-17,Italy,9.0,0.0,9.0
2003-05-17,Kuwait,1.0,0.0,1.0
2003-05-17,Malaysia,7.0,2.0,5.0
2003-05-17,Mongolia,9.0,0.0,7.0
2003-05-17,New Zealand,1.0,0.0,1.0
2003-05-17,Philippines,12.0,2.0,4.0
2003-05-17,Republic of Ireland,1.0,0.0,1.0
2003-05-17,Republic of Korea,3.0,0.0,1.0
2003-05-17,Romania,1.0,0.0,1.0
2003-05-17,Singapore,205.0,28.0,157.0
2003-05-17,South Africa,1.0,1.0,0.0
2003-05-17,Spain,1.0,0.0,1.0
2003-05-17,Sweden,3.0,0.0,3.0
2003-05-17,Switzerland,1.0,0.0,1.0
2003-05-17,Thailand,8.0,2.0,5.0
2003-05-17,United Kingdom,4.0,0.0,4.0
2003-05-17,United States,66.0,0.0,34.0
2003-05-17,Viet Nam,63.0,5.0,58.0
2003-05-19,Brazil,2.0,0.0,2.0
2003-05-19,Canada,140.0,23.0,106.0
2003-05-19,China,5236.0,289.0,2148.0
2003-05-19,Hong Kong SAR, China,1714.0,251.0,1213.0
2003-05-19,Macao SAR, China,1.0,0.0,0.0
