Region,Year,StatisticalArea,Section,LocationCode,LocationName,SpawnNumber,StartDate,EndDate,Longitude,Latitude,Length,Width,Method,Surface,Macrocystis,Understory
A27,1954,27,272,1311,Klaskish Inlt,1,1954-02-26,,-127.777778,50.238889,640.0,5.0,Surface,210.05915884416,,
A27,1954,27,272,1312,Klaskino Inlt,1,1954-03-01,,-127.795833,50.321667,823.0,6.0,Surface,233.047250614728,,
A27,1954,27,273,1318,Winter Hrbr,1,1954-03-06,,-128.020206,50.518014,1609.0,9.0,Surface,310.64814943038,,
A27,1954,27,273,1318,Winter Hrbr,2,1954-03-15,,-128.020206,50.518014,1810.0,9.0,Surface,618.7462430748001,,
A27,1954,27,273,1318,Winter Hrbr,3,1954-03-22,,-128.020206,50.518014,2413.0,5.0,Surface,465.87568960566,,
A27,1954,27,273,1318,Winter Hrbr,4,1954-03-31,,-128.020206,50.518014,923.0,7.0,Surface,315.5263990928401,,
A27,1954,27,273,1319,Forward Inlt,1,1954-03-25,,-128.033611,50.486944,1188.0,9.0,Surface,282.88481575226393,,
A27,1954,27,273,1326,Quashtin Cr,1,1954-03-25,,-128.018889,50.51,137.0,5.0,Surface,46.83327917196001,,
A27,1954,27,274,1323,Apple Bay,1,1954-04-19,,-127.656111,50.604167,1012.0,11.0,Surface,162.8215906482,,
A27,1955,27,271,1322,Koprino Hrbr,1,1955-03-31,,-127.854167,50.498333,823.0,5.0,Surface,61.359021776000006,,
A27,1955,27,272,1311,Klaskish Inlt,1,1955-02-28,,-127.777778,50.238889,462.0,4.0,Surface,70.26689045376,,
A27,1955,27,273,1318,Winter Hrbr,1,1955-03-19,,-128.020206,50.518014,1417.0,5.0,Surface,126.7738525248,,
A27,1955,27,273,1318,Winter Hrbr,2,1955-03-25,,-128.020206,50.518014,1837.0,5.0,Surface,164.3497297728,,
A27,1955,27,273,1318,Winter Hrbr,3,1955-02-28,,-128.020206,50.518014,640.0,5.0,Surface,25.350399782400004,,
A27,1955,27,273,1318,Winter Hrbr,4,1955-04-02,,-128.020206,50.518014,1143.0,5.0,Surface,102.2600659392,,
A27,1955,27,273,1326,Quashtin Cr,1,1955-03-25,,-128.018889,50.51,274.0,4.0,Surface,24.5137865856,,
A27,1956,27,273,1319,Forward Inlt,1,1956-02-01,,-128.033611,50.486944,30.0,4.0,Surface,1.46556998742,,
A27,1957,27,273,1320,Leeson Hrbr,1,1957-03-22,,-128.0,50.533333,3656.0,4.0,Surface,154.468436007424,,
A27,1957,27,273,1321,Hazard Pt,1,1957-03-18,,-128.029576,50.503681,457.0,4.0,Surface,29.566224079546,,
A27,1958,27,273,1320,Leeson Hrbr,1,1958-03-11,,-128.0,50.533333,914.0,91.0,Surface,38.617109001856,,
A27,1959,27,273,1330,Greenwood Pt,1,1959-03-25,,-128.026111,50.509722,548.0,46.0,Surface,60.46734024448,,
A27,1960,27,272,1311,Klaskish Inlt,1,1960-02-29,,-127.777778,50.238889,206.0,3.0,Surface,31.33112431488,,
A27,1960,27,272,1311,Klaskish Inlt,2,1960-02-29,,-127.777778,50.238889,366.0,9.0,Surface,120.127581464004,,
A27,1960,27,273,1319,Forward Inlt,1,1960-03-01,,-128.033611,50.486944,183.0,14.0,Surface,20.19256070208,,
A27,1960,27,273,1320,Leeson Hrbr,1,1960-03-01,,-128.0,50.533333,548.0,14.0,Surface,52.296078049280005,,
A27,1961,27,273,1320,Leeson Hrbr,1,1961-03-16,,-128.0,50.533333,292.0,9.0,Surface,27.86579341312,,
A27,1961,27,273,1321,Hazard Pt,1,1961-03-16,,-128.029576,50.503681,914.0,5.0,Surface,133.56136812928003,,
A27,1961,27,274,1323,Apple Bay,1,1961-03-28,,-127.656111,50.604167,229.0,3.0,Surface,7.558908268449999,,
A27,1962,27,273,1320,Leeson Hrbr,1,1962-03-22,,-128.0,50.533333,457.0,6.0,Surface,43.61187530752001,,
A27,1962,27,273,1320,Leeson Hrbr,2,1962-03-08,,-128.0,50.533333,183.0,7.0,Surface,7.731871933631999,,
A27,1962,27,273,1320,Leeson Hrbr,3,1962-03-08,,-128.0,50.533333,274.0,7.0,Surface,26.148039024640003,,
A27,1962,27,274,1323,Apple Bay,1,1962-04-24,,-127.656111,50.604167,731.0,4.0,Surface,24.12909145955,,
A27,1963,27,273,1320,Leeson Hrbr,1,1963-02-18,,-128.0,50.533333,914.0,5.0,Surface,38.617109001856,,
A27,1963,27,273,1320,Leeson Hrbr,2,1963-02-28,,-128.0,50.533333,8226.0,5.0,Surface,347.55398101670403,,
A27,1963,27,274,1324,Holberg Nrws,1,1963-03-25,,-127.874628,50.619633,457.0,7.0,Surface,15.08480820385,,
A27,1963,27,274,1325,Coal Hrbr (Stephens Bay),1,1963-04-30,,-127.578293,50.596065,183.0,2.0,Surface,6.040524948149999,,
A27,1965,27,271,1322,Koprino Hrbr,1,1965-03-20,,-127.854167,50.498333,46.0,6.0,Surface,3.429544352,,
A27,1965,27,272,1311,Klaskish Inlt,1,1965-03-10,,-127.777778,50.238889,91.0,1.0,Surface,13.84044811968,,
A27,1965,27,272,1311,Klaskish Inlt,2,1965-03-10,,-127.777778,50.238889,457.0,2.0,Surface,149.99536811215796,,
A27,1965,27,272,1311,Klaskish Inlt,3,1965-03-14,,-127.777778,50.238889,1828.0,9.0,Surface,831.165221089872,,
A27,1965,27,272,1311,Klaskish Inlt,4,1965-03-10,,-127.777778,50.238889,366.0,2.0,Surface,120.127581464004,,
A27,1965,27,272,1313,McDougal Is,1,1965-03-13,,-127.776667,50.234167,183.0,9.0,Surface,12.322670894226,,
A27,1965,27,272,1313,McDougal Is,2,1965-03-13,,-127.776667,50.234167,274.0,2.0,Surface,18.450337841628,,
A27,1965,27,272,1313,McDougal Is,3,1965-03-13,,-127.776667,50.234167,183.0,2.0,Surface,12.322670894226,,
A27,1965,27,273,1320,Leeson Hrbr,1,1965-03-05,,-128.0,50.533333,1828.0,9.0,Surface,376.458963105024,,
A27,1965,27,273,1320,Leeson Hrbr,2,1965-03-08,,-128.0,50.533333,152.0,2.0,Surface,31.302933474815998,,
A27,1965,27,273,1320,Leeson Hrbr,3,1965-03-23,,-128.0,50.533333,152.0,3.0,Surface,31.302933474815998,,
A27,1965,27,273,1320,Leeson Hrbr,4,1965-03-10,,-128.0,50.533333,183.0,3.0,Surface,27.574838957568,,
A27,1965,27,273,1321,Hazard Pt,1,1965-03-18,,-128.029576,50.503681,320.0,5.0,Surface,46.76109168639999,,
A27,1965,27,273,1321,Hazard Pt,2,1965-03-07,,-128.029576,50.503681,2742.0,2.0,Surface,632.667386041824,,
A27,1965,27,273,1321,Hazard Pt,3,1965-03-22,,-128.029576,50.503681,274.0,9.0,Surface,119.698205028024,,
A27,1965,27,273,1321,Hazard Pt,4,1965-03-07,,-128.029576,50.503681,548.0,14.0,Surface,80.07836951296,,
A27,1965,27,274,1323,Apple Bay,1,1965-03-25,,-127.656111,50.604167,274.0,2.0,Surface,9.0442832557,,
A27,1966,27,272,1311,Klaskish Inlt,1,1966-03-12,,-127.777778,50.238889,366.0,2.0,Surface,55.665978151680015,,
A27,1966,27,272,1312,Klaskino Inlt,1,1966-03-12,,-127.795833,50.321667,229.0,2.0,Surface,13.303678552471998,,
A27,1966,27,273,1320,Leeson Hrbr,1,1966-03-14,,-128.0,50.533333,302.0,3.0,Surface,12.759701223807998,,
A27,1967,27,272,1311,Klaskish Inlt,1,1967-03-15,,-127.777778,50.238889,457.0,7.0,Surface,30.773008735854003,,
A27,1967,27,273,1320,Leeson Hrbr,1,1967-03-10,,-128.0,50.533333,366.0,5.0,Surface,15.463743867263998,,
A27,1968,27,271,2271,Unknown Sec 271,1,1968-02-15,,,,914.0,18.0,Surface,68.143555168,,
A27,1968,27,273,1318,Winter Hrbr,1,1968-02-15,,-128.020206,50.518014,274.0,14.0,Surface,24.5137865856,,
A27,1968,27,273,1318,Winter Hrbr,2,1968-03-19,,-128.020206,50.518014,548.0,14.0,Surface,49.0275731712,,
A27,1969,27,272,1311,Klaskish Inlt,1,1969-03-11,,-127.777778,50.238889,731.0,3.0,Surface,239.926945492314,,
A27,1969,27,272,1311,Klaskish Inlt,2,1969-03-11,,-127.777778,50.238889,457.0,4.0,Surface,149.99536811215796,,
A27,1969,27,272,1311,Klaskish Inlt,3,1969-03-11,,-127.777778,50.238889,137.0,9.0,Surface,62.291923024788005,,
A27,1969,27,272,1311,Klaskish Inlt,4,1969-03-11,,-127.777778,50.238889,366.0,3.0,Surface,212.69829416637603,,
A27,1969,27,272,1311,Klaskish Inlt,5,1969-03-11,,-127.777778,50.238889,229.0,183.0,Surface,75.161792773926,,
A27,1969,27,272,1311,Klaskish Inlt,6,1969-03-11,,-127.777778,50.238889,457.0,4.0,Surface,265.58229626785203,,
A27,1969,27,272,1311,Klaskish Inlt,7,1969-03-11,,-127.777778,50.238889,731.0,3.0,Surface,239.926945492314,,
A27,1969,27,272,1311,Klaskish Inlt,8,1969-03-11,,-127.777778,50.238889,548.0,3.0,Surface,179.86315476031197,,
A27,1969,27,272,1312,Klaskino Inlt,1,1969-03-11,,-127.795833,50.321667,46.0,3.0,Surface,23.063395874464007,,
A27,1969,27,272,1312,Klaskino Inlt,2,1969-03-11,,-127.795833,50.321667,69.0,69.0,Surface,19.538590877784,,
A27,1969,27,272,1312,Klaskino Inlt,3,1969-03-11,,-127.795833,50.321667,137.0,3.0,Surface,38.79401377183199,,
A27,1969,27,272,1314,Anchorage Is,1,1969-03-06,,-127.821944,50.304167,91.0,18.0,Surface,11.94077876992,,
A27,1969,27,273,1320,Leeson Hrbr,1,1969-03-03,,-128.0,50.533333,137.0,91.0,Surface,13.07401951232,,
A27,1969,27,273,1320,Leeson Hrbr,2,1969-03-26,,-128.0,50.533333,1828.0,8.0,Surface,666.5594886722561,,
A27,1970,27,272,1311,Klaskish Inlt,1,1970-03-01,,-127.777778,50.238889,457.0,5.0,Surface,265.58229626785203,,
A27,1970,27,272,1311,Klaskish Inlt,2,1970-03-01,,-127.777778,50.238889,823.0,3.0,Surface,270.122949576162,,
A27,1970,27,272,1311,Klaskish Inlt,3,1970-03-01,,-127.777778,50.238889,274.0,37.0,Surface,89.93157738015599,,
A27,1970,27,272,1311,Klaskish Inlt,4,1970-03-01,,-127.777778,50.238889,914.0,3.0,Surface,299.9907362243159,,
A27,1970,27,272,1311,Klaskish Inlt,5,1970-03-01,,-127.777778,50.238889,640.0,4.0,Surface,210.05915884416,,
A27,1970,27,272,1311,Klaskish Inlt,6,1970-03-01,,-127.777778,50.238889,320.0,3.0,Surface,105.02957942208,,
A27,1970,27,272,1311,Klaskish Inlt,7,1970-03-01,,-127.777778,50.238889,320.0,4.0,Surface,185.96572167552003,,
A27,1970,27,272,1311,Klaskish Inlt,8,1970-03-01,,-127.777778,50.238889,229.0,69.0,Surface,75.161792773926,,
A27,1970,27,272,1311,Klaskish Inlt,9,1970-03-01,,-127.777778,50.238889,183.0,46.0,Surface,60.063790732002,,
A27,1970,27,272,1312,Klaskino Inlt,1,1970-02-23,,-127.795833,50.321667,165.0,3.0,Surface,46.72271731644,,
A27,1970,27,272,1312,Klaskino Inlt,2,1970-02-23,,-127.795833,50.321667,229.0,5.0,Surface,114.81560120113602,,
A27,1970,27,272,1312,Klaskino Inlt,3,1970-02-23,,-127.795833,50.321667,274.0,5.0,Surface,77.58802754366398,,
A27,1970,27,272,1312,Klaskino Inlt,4,1970-02-23,,-127.795833,50.321667,183.0,14.0,Surface,51.819741023688,,
A27,1970,27,272,1312,Klaskino Inlt,5,1970-02-23,,-127.795833,50.321667,274.0,5.0,Surface,137.37761890441604,,
A27,1970,27,272,1312,Klaskino Inlt,6,1970-02-23,,-127.795833,50.321667,183.0,4.0,Surface,91.752205326672,,
A27,1970,27,273,1320,Leeson Hrbr,1,1970-03-01,,-128.0,50.533333,37.0,4.0,Surface,1.5632746532479995,,
A27,1970,27,273,1321,Hazard Pt,1,1970-03-12,,-128.029576,50.503681,640.0,3.0,Surface,201.82154477184,,
A27,1970,27,274,1331,Hathaway Cr,1,1970-04-07,,-127.766944,50.586389,274.0,5.0,Surface,44.0841065589,,
A27,1970,27,274,1331,Hathaway Cr,2,1970-03-31,,-127.766944,50.586389,366.0,5.0,Surface,104.2638696894,,
A27,1971,27,273,1320,Leeson Hrbr,1,1971-03-23,1971-04-02,-128.0,50.533333,366.0,9.0,Surface,104.417203730688,,
A27,1971,27,274,1331,Hathaway Cr,1,1971-05-02,1971-05-11,-127.766944,50.586389,183.0,5.0,Surface,29.44303467255,,
A27,1971,27,274,1331,Hathaway Cr,2,1971-05-02,1971-05-11,-127.766944,50.586389,457.0,11.0,Surface,73.52714123144999,,
A27,1971,27,274,1331,Hathaway Cr,3,1971-05-02,1971-05-11,-127.766944,50.586389,274.0,7.0,Surface,61.0705127694,,
A27,1971,27,274,1331,Hathaway Cr,4,1971-05-02,1971-05-11,-127.766944,50.586389,183.0,5.0,Surface,21.5428429356,,
A27,1972,27,273,1320,Leeson Hrbr,1,1972-03-10,1972-03-17,-128.0,50.533333,274.0,14.0,Surface,26.148039024640003,,
A27,1972,27,274,1331,Hathaway Cr,1,1972-04-29,1972-05-02,-127.766944,50.586389,457.0,9.0,Surface,130.18740013130002,,
A27,1972,27,274,1331,Hathaway Cr,2,1972-04-29,1972-05-02,-127.766944,50.586389,274.0,7.0,Surface,20.428155488,,
A27,1972,27,274,1331,Hathaway Cr,3,1972-04-29,1972-05-02,-127.766944,50.586389,183.0,7.0,Surface,29.44303467255,,
A27,1972,27,274,1331,Hathaway Cr,4,1972-04-29,1972-05-02,-127.766944,50.586389,274.0,7.0,Surface,44.0841065589,,
A27,1973,27,272,1311,Klaskish Inlt,1,1973-03-18,1973-03-26,-127.777778,50.238889,731.0,3.0,Surface,424.8154454525161,,
A27,1973,27,272,1311,Klaskish Inlt,2,1973-03-18,1973-03-26,-127.777778,50.238889,366.0,3.0,Surface,120.127581464004,,
A27,1973,27,272,1311,Klaskish Inlt,3,1973-03-18,1973-03-26,-127.777778,50.238889,183.0,3.0,Surface,106.34914708318802,,
A27,1973,27,272,1311,Klaskish Inlt,4,1973-03-18,1973-03-26,-127.777778,50.238889,14.0,9.0,Surface,4.595044099716,,
A27,1973,27,272,1312,Klaskino Inlt,1,1973-03-19,1973-03-25,-127.795833,50.321667,183.0,5.0,Surface,51.819741023688,,
A27,1973,27,272,1312,Klaskino Inlt,2,1973-03-19,1973-03-25,-127.795833,50.321667,183.0,5.0,Surface,91.752205326672,,
A27,1973,27,272,1312,Klaskino Inlt,3,1973-03-19,1973-03-25,-127.795833,50.321667,46.0,3.0,Surface,13.025727251855995,,
A27,1973,27,272,1314,Anchorage Is,1,1973-04-05,1973-04-10,-127.821944,50.304167,1097.0,9.0,Surface,310.635278158392,,
A27,1973,27,272,2272,Unknown Sec 272,1,1973-04-05,1973-04-10,,,640.0,46.0,Surface,83.9791034368,,
A27,1973,27,272,2272,Unknown Sec 272,2,1973-04-05,1973-04-10,,,1645.0,11.0,Surface,465.81133324572,,
A27,1973,27,273,1320,Leeson Hrbr,1,1973-03-17,1973-03-24,-128.0,50.533333,183.0,9.0,Surface,52.208601865344,,
A27,1973,27,273,1320,Leeson Hrbr,2,1973-03-15,1973-03-16,-128.0,50.533333,274.0,14.0,Surface,99.91099556684802,,
A27,1973,27,273,1320,Leeson Hrbr,3,1973-03-17,1973-03-24,-128.0,50.533333,183.0,5.0,Surface,37.687084380864,,
A27,1973,27,273,1320,Leeson Hrbr,4,1973-03-15,1973-03-16,-128.0,50.533333,183.0,5.0,Surface,37.687084380864,,
A27,1973,27,273,1320,Leeson Hrbr,5,1973-03-17,1973-03-24,-128.0,50.533333,91.0,5.0,Surface,8.68420274176,,
A27,1973,27,273,1321,Hazard Pt,1,1973-03-18,1973-03-24,-128.029576,50.503681,366.0,3.0,Surface,115.416695916396,,
A27,1973,27,273,1321,Hazard Pt,2,1973-03-18,1973-03-24,-128.029576,50.503681,548.0,3.0,Surface,172.80969771088797,,
A27,1973,27,273,1321,Hazard Pt,3,1973-03-18,1973-03-24,-128.029576,50.503681,366.0,4.0,Surface,204.35718459122407,,
A27,1973,27,274,1331,Hathaway Cr,1,1973-04-19,1973-04-30,-127.766944,50.586389,731.0,5.0,Surface,117.61124779034998,,
A27,1973,27,274,1331,Hathaway Cr,2,1973-04-19,1973-04-30,-127.766944,50.586389,366.0,5.0,Surface,58.886069345100005,,
A27,1975,27,273,1318,Winter Hrbr,1,1975-03-26,1975-03-29,-128.020206,50.518014,594.0,27.0,Surface,53.1430263936,,
A27,1975,27,273,1318,Winter Hrbr,2,1975-03-26,1975-03-29,-128.020206,50.518014,229.0,37.0,Surface,20.4877997376,,
A27,1975,27,273,1318,Winter Hrbr,3,1975-03-26,1975-03-29,-128.020206,50.518014,366.0,27.0,Surface,125.11664362728,,
A27,1975,27,273,1318,Winter Hrbr,4,1975-03-26,1975-03-29,-128.020206,50.518014,1097.0,91.0,Surface,211.79678056254,,
A27,1975,27,273,1320,Leeson Hrbr,1,1975-03-26,1975-03-29,-128.0,50.533333,366.0,23.0,Surface,75.374168761728,,
A27,1975,27,273,1320,Leeson Hrbr,2,1975-03-26,1975-03-29,-128.0,50.533333,914.0,9.0,Surface,188.229481552512,,
A27,1975,27,273,1320,Leeson Hrbr,3,1975-03-26,1975-03-29,-128.0,50.533333,914.0,32.0,Surface,333.27974433612803,,
A27,1975,27,273,1320,Leeson Hrbr,4,1975-03-26,1975-03-29,-128.0,50.533333,229.0,9.0,Surface,83.50225541900802,,
A27,1975,27,273,1321,Hazard Pt,1,1975-03-26,1975-03-29,-128.029576,50.503681,457.0,27.0,Surface,144.11319681364196,,
A27,1975,27,273,1321,Hazard Pt,2,1975-03-26,1975-03-29,-128.029576,50.503681,183.0,27.0,Surface,102.17859229561203,,
A27,1975,27,273,1321,Hazard Pt,3,1975-03-26,1975-03-29,-128.029576,50.503681,183.0,23.0,Surface,57.708347958198,,
A27,1975,27,273,1321,Hazard Pt,4,1975-03-26,1975-03-29,-128.029576,50.503681,297.0,27.0,Surface,93.657810620682,,
A27,1975,27,273,1321,Hazard Pt,5,1975-03-26,1975-03-29,-128.029576,50.503681,91.0,27.0,Surface,50.810119666124,,
A27,1975,27,273,1321,Hazard Pt,6,1975-03-26,1975-03-29,-128.029576,50.503681,457.0,32.0,Surface,66.78068406464001,,
A27,1976,27,273,1320,Leeson Hrbr,1,1976-03-19,1976-03-19,-128.0,50.533333,165.0,46.0,Surface,15.7460818944,,
A27,1976,27,273,1320,Leeson Hrbr,2,1976-02-23,1976-02-25,-128.0,50.533333,229.0,23.0,Surface,21.85365305344,,
A27,1976,27,273,1320,Leeson Hrbr,3,1976-03-19,1976-03-19,-128.0,50.533333,46.0,23.0,Surface,4.38981677056,,
A27,1976,27,273,1320,Leeson Hrbr,4,1976-03-19,1976-03-19,-128.0,50.533333,23.0,23.0,Surface,2.19490838528,,
A27,1976,27,273,1320,Leeson Hrbr,5,1976-03-19,1976-03-19,-128.0,50.533333,526.0,23.0,Surface,108.324625051008,,
A27,1976,27,274,1331,Hathaway Cr,1,1976-04-13,1976-04-14,-127.766944,50.586389,411.0,27.0,Surface,30.642233232,,
A27,1976,27,274,1331,Hathaway Cr,2,1976-04-13,1976-04-14,-127.766944,50.586389,366.0,27.0,Surface,27.287244192000003,,
A27,1977,27,271,1534,Ildstad Is,1,1977-03-08,,-127.699787,50.516206,183.0,18.0,Surface,13.643622096,,
A27,1977,27,273,1320,Leeson Hrbr,1,1977-03-12,,-128.0,50.533333,183.0,14.0,Surface,17.463836282880003,,
A27,1977,27,273,1320,Leeson Hrbr,2,1977-03-12,,-128.0,50.533333,366.0,9.0,Surface,75.374168761728,,
A27,1977,27,273,1320,Leeson Hrbr,3,1977-03-06,,-128.0,50.533333,274.0,18.0,Surface,11.576682567296,,
A27,1977,27,273,1320,Leeson Hrbr,4,1977-02-20,,-128.0,50.533333,457.0,14.0,Surface,19.308554500928,,
A27,1977,27,273,1321,Hazard Pt,1,1977-02-24,,-128.029576,50.503681,548.0,14.0,Surface,80.07836951296,,
A27,1977,27,273,1321,Hazard Pt,2,1977-02-20,,-128.029576,50.503681,183.0,27.0,Surface,26.741499308160005,,
A27,1977,27,273,1328,Browning Inlt,1,1977-03-18,,-128.071667,50.496111,366.0,18.0,Surface,12.081049896299998,,
A27,1977,27,273,1330,Greenwood Pt,1,1977-02-21,,-128.026111,50.509722,457.0,18.0,Surface,22.325516141698,,
A27,1977,27,273,1330,Greenwood Pt,2,1977-03-21,,-128.026111,50.509722,320.0,27.0,Surface,134.91630788224,,
A27,1977,27,273,1330,Greenwood Pt,3,1977-03-21,,-128.026111,50.509722,731.0,14.0,Surface,174.064646729718,,
A27,1977,27,274,1323,Apple Bay,1,1977-03-05,,-127.656111,50.604167,91.0,9.0,Surface,3.003758307549999,,
A27,1977,27,274,1323,Apple Bay,2,1977-03-05,,-127.656111,50.604167,137.0,14.0,Surface,4.52214162785,,
A27,1977,27,274,1325,Coal Hrbr (Stephens Bay),1,1977-03-07,,-127.578293,50.596065,183.0,18.0,Surface,13.643622096,,
A27,1977,27,274,1325,Coal Hrbr (Stephens Bay),2,1977-03-07,,-127.578293,50.596065,183.0,9.0,Surface,29.44303467255,,
A27,1978,27,272,1311,Klaskish Inlt,1,1978-03-14,,-127.777778,50.238889,274.0,114.0,Surface,65.80102452067199,,
A27,1978,27,272,1311,Klaskish Inlt,2,1978-03-14,,-127.777778,50.238889,91.0,46.0,Surface,21.853624932048,,
A27,1978,27,272,1311,Klaskish Inlt,3,1978-03-14,,-127.777778,50.238889,137.0,46.0,Surface,32.900512260335994,,
A27,1978,27,272,1313,McDougal Is,1,1978-03-14,,-127.776667,50.234167,1531.0,183.0,Surface,367.669228252368,,
A27,1978,27,272,1313,McDougal Is,2,1978-03-14,,-127.776667,50.234167,183.0,46.0,Surface,43.947399588624,,
A27,1978,27,272,1313,McDougal Is,3,1978-03-14,,-127.776667,50.234167,960.0,137.0,Surface,230.54373554688,,
A27,1978,27,272,1313,McDougal Is,4,1978-03-14,,-127.776667,50.234167,137.0,69.0,Surface,32.900512260335994,,
A27,1978,27,272,1314,Anchorage Is,1,1978-03-14,,-127.821944,50.304167,229.0,114.0,Surface,47.44605145772798,,
A27,1978,27,272,1562,Side Bay,1,1978-03-14,,-127.888333,50.33,192.0,91.0,Surface,39.780095545344,,
A27,1978,27,272,1562,Side Bay,2,1978-03-14,,-127.888333,50.33,434.0,434.0,Surface,89.91959097228799,,
A27,1978,27,273,1319,Forward Inlt,1,1978-03-09,,-128.033611,50.486944,686.0,137.0,Surface,75.69451716736,,
A27,1978,27,273,1319,Forward Inlt,2,1978-03-12,,-128.033611,50.486944,457.0,137.0,Surface,50.42623082432001,,
A27,1978,27,273,1319,Forward Inlt,3,1978-03-12,,-128.033611,50.486944,457.0,91.0,Surface,108.82016902254598,,
A27,1978,27,273,1319,Forward Inlt,4,1978-03-09,,-128.033611,50.486944,914.0,229.0,Surface,217.640338045092,,
A27,1978,27,273,1319,Forward Inlt,5,1978-03-09,,-128.033611,50.486944,1462.0,137.0,Surface,348.129293459436,,
A27,1978,27,273,1319,Forward Inlt,6,1978-03-14,,-128.033611,50.486944,686.0,183.0,Surface,75.69451716736,,
A27,1978,27,273,1319,Forward Inlt,7,1978-03-14,,-128.033611,50.486944,366.0,91.0,Surface,87.151382630748,,
A27,1978,27,273,1319,Forward Inlt,8,1978-03-14,,-128.033611,50.486944,640.0,229.0,Surface,70.6187915264,,
A27,1978,27,273,1320,Leeson Hrbr,1,1978-03-12,,-128.0,50.533333,548.0,46.0,Surface,52.296078049280005,,
