FID,X,Y,DAY,DATE,TIME,REPORT_NO,PRECINCT,ADDRESS,CITY,STATE,Scout_Car_Areas,Zip_Codes,Detroit_Neighborhoods,Hardest_Hit_Fund_Areas,Counties,City_Council_Districts,ObjectId
NaN,-83.047853,42.332916,?,1.4663808E12,12:01:00 AM,1606190116,4.0,CENTRAL/MCGRAW,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,35.0
NaN,-83.047853,42.332916,?,1.467936E12,10:30:00 PM,1607070413,5.0,110XX MORANG,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,36.0
NaN,-83.047853,42.332916,?,1.4766624E12,7:00:00 AM,1610160192,10.0,CLAIRMOUNT/LINWOOD,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,37.0
NaN,-83.047853,42.332916,?,1.4780448E12,8:40:00 PM,1611010348,6.0,204XX PLYMOUTH,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,38.0
NaN,-83.047853,42.332916,?,1.4805504E12,6:30:00 PM,1611300318,1.0,6XX VIRGINIA PARK,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,39.0
NaN,-83.047853,42.332916,?,1.4805504E12,12:30:00 AM,1612010032,12.0,TRINITY/PEMBROKE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,40.0
NaN,-83.047853,42.332916,?,1.472688E12,11:15:00 AM,1608310171,4.0,S. WARING/GLEASON,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,41.0
NaN,-83.047853,42.332916,?,1.4792544E12,10:00:00 PM,1611150352,5.0,52XX NEWPORT,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,42.0
NaN,-83.047853,42.332916,?,1.4535072E12,2:55:00 AM,1601230082,10.0,22XX W. GRAND BLVD,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,43.0
NaN,-83.047853,42.332916,?,1.4825376E12,1:00:00 AM,1612230166,5.0,21XX LAKEWOOD,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,44.0
NaN,-83.047853,42.332916,?,1.4825376E12,4:45:00 PM,1612230290,10.0,27XX OAKMAN,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,45.0
NaN,-83.047853,42.332916,?,1.4706144E12,11:50:00 PM,1608080033,6.0,128XX ABINGTON,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,46.0
NaN,-83.047853,42.332916,?,1.465344E12,7:05:00 PM,1606070296,10.0,32XX W. DAVISON,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,47.0
NaN,-83.047853,42.332916,?,1.4699232E12,11:50:00 AM,1607310146,11.0,202XX COVENTRY,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,48.0
NaN,-83.047853,42.332916,?,1.4759712E12,7:45:00 PM,1610070338,10.0,142XX OHIO,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,49.0
NaN,-83.047853,42.332916,?,1.480032E12,12:30:00 AM,1611250065,9.0,7 MILE/VANDYKE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,50.0
NaN,-83.047853,42.332916,?,1.482624E12,3:00:00 AM,1612240151,11.0,192XX JUSTINE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,51.0
NaN,-83.047853,42.332916,?,1.4586048E12,12:00:00 AM,1603220206,4.0,77XX SENATOR,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,52.0
NaN,-83.047853,42.332916,?,1.4829696E12,10:40:00 PM,1612280367,6.0,205XX ORANGELAWN,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,53.0
NaN,-83.047853,42.332916,?,1.4677632E12,4:45:00 AM,1607050348,4.0,18XX ELECTRIC,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,54.0
NaN,-83.047853,42.332916,?,1.4745024E12,4:30:00 AM,1609220067,6.0,PLYMOUTH/GREENFIELD,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,55.0
NaN,-83.047853,42.332916,?,1.4596416E12,3:30:00 PM,1604020190,9.0,FRANKFORT/ SOMERSET,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,56.0
NaN,-83.047853,42.332916,?,1.4650848E12,2:25:00 PM,1606050048,11.0,MT ELLIOTT /E OUTER DR,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,57.0
NaN,-83.047853,42.332916,?,1.482624E12,8:45:00 AM,1612240085,4.0,34XX WESSON,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,58.0
NaN,-83.047853,42.332916,?,1.4637024E12,12:30:00 AM,1605200041,4.0,W. WARREN/TILLMAN,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,59.0
NaN,-83.047853,42.332916,?,1.4729472E12,10:00:00 PM,1609010107,9.0,128XX E. 7 MILE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,60.0
NaN,-83.047853,42.332916,?,1.4689728E12,2:15:00 AM,1607200051,12.0,185XX W. 7 MILE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,61.0
NaN,-83.047853,42.332916,?,1.4607648E12,7:26:00 AM,1604160085,11.0,76XX E 7 MILE RD,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,62.0
NaN,-83.047853,42.332916,?,1.4583456E12,8:30:00 PM,1603180333,12.0,PEMBROKE/ WYOMING,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,63.0
NaN,-83.047853,42.332916,?,1.4517792E12,6:24:00 PM,1601020272,8.0,154XX ROCKDALE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,64.0
NaN,-83.047853,42.332916,?,1.46448E12,2:30:00 AM,1605280266,11.0,XX MILE/ CHRYSLER FWY,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,65.0
NaN,-83.047853,42.332916,?,1.4563584E12,8:00:00 PM,1602250104,2.0,127XX SCHEFER,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,66.0
NaN,-83.047853,42.332916,?,1.4552352E12,11:00:00 PM,1602110332,11.0,19XX E. MCNICHOLS,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,67.0
NaN,-83.047853,42.332916,?,1.4829696E12,10:25:00 PM,1612280384,6.0,80XX PENROD,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,68.0
NaN,-83.047853,42.332916,?,1.4751072E12,9:05:00 AM,1609290079,5.0,179XX E WARREN,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,69.0
NaN,-83.047853,42.332916,?,1.476144E12,3:20:00 AM,1610110035,8.0,TELEGRAPH/SEVEN MILE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,70.0
NaN,-83.047853,42.332916,?,1.4527296E12,7:00:00 PM,1601130245,6.0,158XX PLYMOUTH,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,71.0
NaN,-83.047853,42.332916,?,1.4757984E12,12:12:00 AM,1610070038,5.0,126XX KERCHEVAL,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,72.0
NaN,-83.047853,42.332916,?,1.4771808E12,10:15:00 AM,1610230093,7.0,E CANFIELD/MORAN,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,73.0
NaN,-83.047853,42.332916,?,1.471392E12,10:00:00 PM,1608170059,5.0,WARREN/CONNER,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,74.0
NaN,-83.047853,42.332916,?,1.4818464E12,5:30:00 AM,1612160042,4.0,MICHIGAN/BUCHANAN,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,75.0
NaN,-83.047853,42.332916,?,1.4699232E12,3:00:00 AM,1607310089,8.0,W SIX MILE/W OUTER DR,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,76.0
NaN,-83.047853,42.332916,?,1.4730336E12,1:40:00 AM,1609050034,12.0,194XX COYLE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,77.0
NaN,-83.047853,42.332916,?,1.4712192E12,10:50:00 PM,1608140482,12.0,166XX MARK TWAIN,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,78.0
NaN,-83.047853,42.332916,?,1.460592E12,4:20:00 PM,1604130275,11.0,KLINGHER/CONANT,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,79.0
NaN,-83.047853,42.332916,?,1.4569632E12,10:10:00 PM,1603020307,11.0,44XX N/B CHRYSLER,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,80.0
NaN,-83.047853,42.332916,?,1.474848E12,7:30:00 AM,1609250091,5.0,5588 MONTCLAIR,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,81.0
NaN,-83.047853,42.332916,?,1.482192E12,4:10:00 AM,1612200029,7.0,21XX PRINCE HALL DR.,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,82.0
NaN,-83.047853,42.332916,?,1.47312E12,4:15:00 AM,1609060055,10.0,W. CHICAGO/ROSA PARKS,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,83.0
NaN,-83.047853,42.332916,?,1.4637888E12,9:50:00 AM,1605200174,11.0,DEQUINDRE/E NEVADA,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,84.0
NaN,-83.047853,42.332916,?,1.4770944E12,8:00:00 PM,1610210306,11.0,50XX E OUTER DRIVE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,85.0
NaN,-83.047853,42.332916,?,1.4548032E12,1:50:00 AM,1602070053,4.0,ST LAWRENCE/ MICHIGAN AVE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,86.0
NaN,-83.047853,42.332916,?,1.4815872E12,11:30:00 PM,1612130003,4.0,83XX SOUTH/YALE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,87.0
NaN,-83.047853,42.332916,?,1.4658624E12,10:30:00 PM,1606130379,10.0,GRAND RIVER/96 SERVICE DRIVE,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,88.0
NaN,-83.047853,42.332916,?,1.4828832E12,12:00:00 AM,1612280038,8.0,STAHELIN/SCHOOLCRAFT,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,89.0
NaN,-83.047853,42.332916,?,1.4596416E12,8:30:00 AM,1604020116,6.0,145XX BURT,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,90.0
NaN,-83.047853,42.332916,?,1.4764896E12,4:00:00 AM,1610140047,9.0,ELMDALE/WAYBURN,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,91.0
NaN,-83.047853,42.332916,?,1.454976E12,12:20:00 AM,1602090216,9.0,191XX KELLY,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,92.0
NaN,-83.047853,42.332916,?,1.4759712E12,3:50:00 AM,1610090049,12.0,W 7 MILE RD/WYOMING,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,93.0
NaN,-83.047853,42.332916,?,1.482624E12,2:30:00 PM,1612240240,10.0,W EUCLID/LINWOOD,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,94.0
NaN,-83.047853,42.332916,?,1.4763168E12,11:40:00 PM,1610130010,1.0,1XX MICHIGAN,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,95.0
NaN,-83.047853,42.332916,?,1.4568768E12,4:30:00 AM,1603020031,10.0,27XX BURLINGAME,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,96.0
NaN,-83.047853,42.332916,?,1.461888E12,12:00:00 PM,1604290020,11.0,26XX E. MCNICHOLS,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,97.0
NaN,-83.047853,42.332916,?,1.4605056E12,2:45:00 PM,1604120263,9.0,MANNING/MONARCH,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,98.0
NaN,-83.047853,42.332916,?,1.4808096E12,2:00:00 PM,1612030220,11.0,E 7 MILE RD/CONANT,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,99.0
NaN,-83.047853,42.332916,?,1.452816E12,5:00:00 AM,1601150048,5.0,110XX MCKINNEY,DETROIT, MI,4.0,20014.0,142.0,NaN,1345.0,5.0,100.0
501.0,-82.99243,42.43657, Wednesday,1.4344992E12,4:30:00 PM,1,506,170,344,9.0,WESTPHALIA AND LAPPIN,DETROIT,MI,63.0,15295.0,83.0,1.0,1345.0,6.0,101.0
1.0,-83.179793,42.417333, Wednesday,1.4484096E12,7:45:00 AM,1,511,250,054,12.0,171XX SCHAEFER,DETROIT,MI,90.0,20021.0,109.0,2.0,1345.0,2.0,102.0
502.0,-83.188038,42.380073, Sunday,1.4318208E12,9:00:00 PM,1,505,180,005,2.0,HUBBELL AND FULLERTON,DETROIT,MI,9.0,20015.0,107.0,NaN,1345.0,7.0,103.0
503.0,-83.231968,42.386374, Monday,1.4337216E12,9:50:00 PM,1,506,080,411,6.0,WESTWOOD AND SCHOOLCRAFT,DETROIT,MI,126.0,19616.0,20.0,6.0,1345.0,1.0,104.0
504.0,-83.157358,42.398003, Tuesday,1.4380416E12,12:20:00 AM,1,507,280,019,10.0,INDIANA AND EATON,DETROIT,MI,94.0,20449.0,165.0,NaN,1345.0,7.0,105.0
505.0,-83.231968,42.386374, Sunday,1.4511744E12,12:15:00 AM,1,512,270,011,6.0,WESTWOOD AND SCHOOLCRAFT,DETROIT,MI,126.0,19616.0,20.0,6.0,1345.0,1.0,106.0
2.0,-83.159207,42.417702, Saturday,1.451088E12,3:10:00 PM,1,512,260,159,12.0,171XX KENTUCKY,DETROIT,MI,91.0,19615.0,39.0,15.0,1345.0,2.0,107.0
506.0,-83.158979,42.386073, Tuesday,1.4271552E12,10:00:00 PM,1,503,240,438,2.0,JEFFERIES AND WYOMING,DETROIT,MI,8.0,20449.0,158.0,NaN,1345.0,7.0,108.0
3.0,-83.158095,42.417941, Monday,1.426464E12,4:00:00 PM,1,503,160,341,12.0,172XX INDIANA,DETROIT,MI,91.0,19615.0,39.0,15.0,1345.0,2.0,109.0
101.0,-83.090038,42.322519, Saturday,1.4402016E12,9:00:00 PM,1,508,220,330,4.0,38XX W VERNOR,DETROIT,MI,17.0,19205.0,77.0,7.0,1345.0,5.0,110.0
507.0,-83.047997,42.331681, Wednesday,1.438128E12,4:05:00 PM,1,507,290,277,8.0,WHINTROP AND THATCHER,DETROIT,MI,4.0,20014.0,142.0,NaN,1345.0,5.0,111.0
4.0,-83.213327,42.430214, Sunday,1.4408928E12,12:30:00 AM,1,508,300,014,8.0,172XX W 7 MILE,DETROIT,MI,53.0,20021.0,53.0,NaN,1345.0,2.0,112.0
102.0,-83.065607,42.447226, Monday,1.4319072E12,12:25:00 AM,1,505,180,026,11.0,39XX E 8 MILE,DETROIT,MI,113.0,20020.0,153.0,13.0,1345.0,6.0,113.0
508.0,-82.99019,42.440472, Wednesday,1.4344992E12,2:15:00 AM,1,506,170,050,9.0,JOANN AND MANNING,DETROIT,MI,63.0,15295.0,83.0,1.0,1345.0,6.0,114.0
5.0,-82.926901,42.407118, Tuesday,1.4410656E12,4:48:18 AM,1,509,010,059,5.0,173XX E WARREN,DETROIT,MI,30.0,19617.0,7.0,9.0,1345.0,4.0,115.0
6.0,-83.215147,42.44427, Friday,1.4419296E12,1:40:00 AM,1,509,110,027,8.0,173XX W 8 MILE,DETROIT,MI,53.0,20021.0,53.0,NaN,1307.0,2.0,116.0
7.0,-83.164709,42.418969, Thursday,1.4509152E12,1:15:00 PM,1,512,240,177,12.0,173XX BIRWOOD,DETROIT,MI,90.0,19615.0,109.0,15.0,1345.0,2.0,117.0
8.0,-83.277672,42.420897, Wednesday,1.395792E12,9:50:00 PM,1,503,260,368,8.0,177XX TELEGRAPH ROOM 130,DETROIT,MI,54.0,19613.0,14.0,2.0,1345.0,1.0,118.0
9.0,-83.217291,42.400284, Sunday,1.4396832E12,4:00:00 PM,1,508,160,252,8.0,177XX GRAND RIVER,DETROIT,MI,35.0,20015.0,16.0,6.0,1345.0,1.0,119.0
10.0,-83.047997,42.331681, Friday,1.4213664E12,11:30:00 PM,1,501,170,007,8.0,178XX 7 MILE,DETROIT,MI,4.0,20014.0,142.0,NaN,1345.0,5.0,120.0
11.0,-83.076369,42.425177, Friday,1.4395104E12,4:00:00 AM,1,508,140,055,11.0,179XX MACKAY,DETROIT,MI,84.0,7316.0,196.0,NaN,1345.0,6.0,121.0
12.0,-83.07566,42.372123, Sunday,1.43424E12,2:45:00 PM,1,506,140,195,3.0,XX WEST BETHUNE,DETROIT,MI,96.0,14467.0,103.0,5.0,1345.0,3.0,122.0
13.0,-83.045751,42.331428, Sunday,1.43424E12,2:15:00 AM,1,506,140,046,12.0,180XX SCHAEER,DETROIT,MI,5.0,20014.0,142.0,NaN,1345.0,5.0,123.0
14.0,-83.20604,42.423147, Thursday,1.4339808E12,10:40:00 PM,1,506,110,423,8.0,182XX MANSFIELD,DETROIT,MI,57.0,20021.0,118.0,2.0,1345.0,2.0,124.0
15.0,-83.160752,42.4243, Tuesday,1.4283648E12,11:09:00 PM,1,504,070,391,12.0,182XX WYOMING,DETROIT,MI,90.0,19615.0,109.0,15.0,1345.0,2.0,125.0
16.0,-83.182493,42.424395, Thursday,1.4491008E12,3:15:00 AM,1,512,030,052,12.0,182XX LESURE,DETROIT,MI,58.0,20021.0,119.0,2.0,1345.0,2.0,126.0
17.0,-82.957306,42.429183, Monday,1.4240448E12,6:30:00 PM,1,502,160,296,9.0,183XX MORANG,DETROIT,MI,67.0,15295.0,167.0,14.0,1345.0,4.0,127.0
18.0,-83.298058,42.422718, Tuesday,1.4229216E12,5:00:00 PM,1,502,030,250,8.0,183XX CENTRALIA,DETROIT,MI,NaN,20451.0,NaN,NaN,1345.0,NaN,128.0
19.0,-83.047997,42.331681, Sunday,1.4245632E12,12:30:00 AM,1,502,220,010,8.0,184XX 8 MILE,DETROIT,MI,4.0,20014.0,142.0,NaN,1345.0,5.0,129.0
20.0,-83.047997,42.331681, Sunday,1.4421024E12,10:45:00 PM,1,509,130,308,8.0,184XX 8 MILE,DETROIT,MI,4.0,20014.0,142.0,NaN,1345.0,5.0,130.0
21.0,-83.07135,42.33144, Sunday,1.4390784E12,2:45:00 AM,1,508,090,056,3.0,18XX MICHIGAN AVE,DETROIT,MI,122.0,19205.0,31.0,7.0,1345.0,5.0,131.0
22.0,-83.221841,42.357752, Wednesday,1.4472E12,3:45:00 PM,1,511,110,300,6.0,185XX JOY RD,DETROIT,MI,40.0,20016.0,21.0,10.0,1345.0,7.0,132.0
23.0,-83.047997,42.331681, Monday,1.4409792E12,12:40:00 PM,1,508,310,191,8.0,185XX 7 MILE,DETROIT,MI,4.0,20014.0,142.0,NaN,1345.0,5.0,133.0
24.0,-83.081479,42.428767, Thursday,1.4478912E12,10:45:00 AM,1,511,190,122,11.0,185XX SAINT AUBIN ST,DETROIT,MI,84.0,20020.0,112.0,NaN,1345.0,6.0,134.0
25.0,-83.197266,42.427287, Thursday,1.4339808E12,12:05:00 AM,1,506,110,034,12.0,186XX WHITCOMB,DETROIT,MI,58.0,20021.0,119.0,2.0,1345.0,2.0,135.0
26.0,-83.199775,42.427277, Wednesday,1.4296608E12,8:00:00 PM,1,504,220,553,8.0,186XX GREENFIELD,DETROIT,MI,57.0,20021.0,118.0,2.0,1345.0,2.0,136.0
27.0,-83.139905,42.429007, Monday,1.4216256E12,10:19:00 PM,1,501,190,323,12.0,186XX WARRINGTON,DETROIT,MI,120.0,19615.0,42.0,15.0,1345.0,2.0,137.0
28.0,-83.146843,42.428965, Tuesday,1.4271552E12,10:50:00 PM,503,240,439,12.0,187XX SAN JUAN,DETROIT,MI,91.0,19615.0,39.0,15.0,1345.0,2.0,138.0
29.0,-83.10709,42.429197, Wednesday,1.4417568E12,1:00:00 AM,1,509,090,027,12.0,187XX CHARLSTON,DETROIT,MI,133.0,14767.0,102.0,NaN,1345.0,2.0,139.0
30.0,-83.224745,42.346974, Monday,1.4258592E12,6:20:00 AM,1,503,090,055,6.0,189XX SAWYER,DETROIT,MI,40.0,20016.0,21.0,10.0,1345.0,7.0,140.0
31.0,-83.228006,42.429851, Thursday,1.4406336E12,8:00:38 AM,1,508,270,069,8.0,189XX W SEVEN MILE,DETROIT,MI,56.0,19613.0,186.0,2.0,1345.0,1.0,141.0
32.0,-83.20519,42.428785, Saturday,1.4438304E12,3:25:00 AM,1,510,030,051,8.0,189XX RUTHERFORD,DETROIT,MI,57.0,20021.0,118.0,2.0,1345.0,2.0,142.0
33.0,-82.965403,42.434167, Sunday,1.4390784E12,5:15:00 PM,1,508,090,248,9.0,189XX HAYES,DETROIT,MI,67.0,15295.0,167.0,14.0,1345.0,4.0,143.0
