State,Year,Month,Period,Indicator,Data Value
ALABAMA,2020.0,February,Monthly,Number of Deaths,4716.0
ALASKA,2020.0,February,Monthly,Number of Deaths,374.0
ARIZONA,2020.0,February,Monthly,Number of Deaths,5388.0
ARKANSAS,2020.0,February,Monthly,Number of Deaths,2867.0
CALIFORNIA,2020.0,February,Monthly,Number of Deaths,23727.0
COLORADO,2020.0,February,Monthly,Number of Deaths,3449.0
CONNECTICUT,2020.0,February,Monthly,Number of Deaths,2663.0
DELAWARE,2020.0,February,Monthly,Number of Deaths,770.0
DISTRICT OF COLUMBIA,2020.0,February,Monthly,Number of Deaths,416.0
FLORIDA,2020.0,February,Monthly,Number of Deaths,17981.0
GEORGIA,2020.0,February,Monthly,Number of Deaths,7370.0
HAWAII,2020.0,February,Monthly,Number of Deaths,1023.0
IDAHO,2020.0,February,Monthly,Number of Deaths,1226.0
ILLINOIS,2020.0,February,Monthly,Number of Deaths,9449.0
INDIANA,2020.0,February,Monthly,Number of Deaths,5782.0
IOWA,2020.0,February,Monthly,Number of Deaths,2637.0
KANSAS,2020.0,February,Monthly,Number of Deaths,2346.0
KENTUCKY,2020.0,February,Monthly,Number of Deaths,4095.0
LOUISIANA,2020.0,February,Monthly,Number of Deaths,4003.0
MAINE,2020.0,February,Monthly,Number of Deaths,1286.0
MARYLAND,2020.0,February,Monthly,Number of Deaths,4239.0
MASSACHUSETTS,2020.0,February,Monthly,Number of Deaths,5033.0
MICHIGAN,2020.0,February,Monthly,Number of Deaths,8353.0
MINNESOTA,2020.0,February,Monthly,Number of Deaths,3837.0
MISSISSIPPI,2020.0,February,Monthly,Number of Deaths,2793.0
MISSOURI,2020.0,February,Monthly,Number of Deaths,5402.0
MONTANA,2020.0,February,Monthly,Number of Deaths,878.0
NEBRASKA,2020.0,February,Monthly,Number of Deaths,1370.0
NEVADA,2020.0,February,Monthly,Number of Deaths,2193.0
NEW HAMPSHIRE,2020.0,February,Monthly,Number of Deaths,1044.0
NEW JERSEY,2020.0,February,Monthly,Number of Deaths,6316.0
NEW MEXICO,2020.0,February,Monthly,Number of Deaths,1644.0
NEW YORK,2020.0,February,Monthly,Number of Deaths,13321.0
NORTH CAROLINA,2020.0,February,Monthly,Number of Deaths,8236.0
NORTH DAKOTA,2020.0,February,Monthly,Number of Deaths,581.0
OHIO,2020.0,February,Monthly,Number of Deaths,10342.0
OKLAHOMA,2020.0,February,Monthly,Number of Deaths,3481.0
OREGON,2020.0,February,Monthly,Number of Deaths,3068.0
PENNSYLVANIA,2020.0,February,Monthly,Number of Deaths,11333.0
RHODE ISLAND,2020.0,February,Monthly,Number of Deaths,874.0
SOUTH CAROLINA,2020.0,February,Monthly,Number of Deaths,4406.0
SOUTH DAKOTA,2020.0,February,Monthly,Number of Deaths,682.0
TENNESSEE,2020.0,February,Monthly,Number of Deaths,5983.0
TEXAS,2020.0,February,Monthly,Number of Deaths,17386.0
UTAH,2020.0,February,Monthly,Number of Deaths,1588.0
VERMONT,2020.0,February,Monthly,Number of Deaths,521.0
VIRGINIA,2020.0,February,Monthly,Number of Deaths,6047.0
WASHINGTON,2020.0,February,Monthly,Number of Deaths,4782.0
WEST VIRGINIA,2020.0,February,Monthly,Number of Deaths,2008.0
WISCONSIN,2020.0,February,Monthly,Number of Deaths,4662.0
WYOMING,2020.0,February,Monthly,Number of Deaths,416.0
PUERTO RICO,2020.0,February,Monthly,Number of Deaths,2566.0
ALABAMA,2020.0,March,Monthly,Number of Deaths,4848.0
ALASKA,2020.0,March,Monthly,Number of Deaths,366.0
ARIZONA,2020.0,March,Monthly,Number of Deaths,5860.0
ARKANSAS,2020.0,March,Monthly,Number of Deaths,2909.0
CALIFORNIA,2020.0,March,Monthly,Number of Deaths,25016.0
COLORADO,2020.0,March,Monthly,Number of Deaths,3730.0
CONNECTICUT,2020.0,March,Monthly,Number of Deaths,2995.0
DELAWARE,2020.0,March,Monthly,Number of Deaths,881.0
DISTRICT OF COLUMBIA,2020.0,March,Monthly,Number of Deaths,439.0
FLORIDA,2020.0,March,Monthly,Number of Deaths,19432.0
GEORGIA,2020.0,March,Monthly,Number of Deaths,7965.0
HAWAII,2020.0,March,Monthly,Number of Deaths,1015.0
IDAHO,2020.0,March,Monthly,Number of Deaths,1335.0
ILLINOIS,2020.0,March,Monthly,Number of Deaths,10394.0
INDIANA,2020.0,March,Monthly,Number of Deaths,6213.0
IOWA,2020.0,March,Monthly,Number of Deaths,2719.0
KANSAS,2020.0,March,Monthly,Number of Deaths,2447.0
KENTUCKY,2020.0,March,Monthly,Number of Deaths,4348.0
LOUISIANA,2020.0,March,Monthly,Number of Deaths,4743.0
MAINE,2020.0,March,Monthly,Number of Deaths,1315.0
MARYLAND,2020.0,March,Monthly,Number of Deaths,4726.0
MASSACHUSETTS,2020.0,March,Monthly,Number of Deaths,5492.0
MICHIGAN,2020.0,March,Monthly,Number of Deaths,9802.0
MINNESOTA,2020.0,March,Monthly,Number of Deaths,4052.0
MISSISSIPPI,2020.0,March,Monthly,Number of Deaths,2962.0
MISSOURI,2020.0,March,Monthly,Number of Deaths,5640.0
MONTANA,2020.0,March,Monthly,Number of Deaths,947.0
NEBRASKA,2020.0,March,Monthly,Number of Deaths,1490.0
NEVADA,2020.0,March,Monthly,Number of Deaths,2266.0
NEW HAMPSHIRE,2020.0,March,Monthly,Number of Deaths,1139.0
NEW JERSEY,2020.0,March,Monthly,Number of Deaths,8056.0
NEW MEXICO,2020.0,March,Monthly,Number of Deaths,1710.0
NEW YORK,2020.0,March,Monthly,Number of Deaths,18937.0
NORTH CAROLINA,2020.0,March,Monthly,Number of Deaths,8758.0
NORTH DAKOTA,2020.0,March,Monthly,Number of Deaths,587.0
OHIO,2020.0,March,Monthly,Number of Deaths,11123.0
OKLAHOMA,2020.0,March,Monthly,Number of Deaths,3714.0
OREGON,2020.0,March,Monthly,Number of Deaths,3386.0
PENNSYLVANIA,2020.0,March,Monthly,Number of Deaths,11982.0
RHODE ISLAND,2020.0,March,Monthly,Number of Deaths,930.0
SOUTH CAROLINA,2020.0,March,Monthly,Number of Deaths,4883.0
SOUTH DAKOTA,2020.0,March,Monthly,Number of Deaths,732.0
TENNESSEE,2020.0,March,Monthly,Number of Deaths,6589.0
TEXAS,2020.0,March,Monthly,Number of Deaths,18317.0
UTAH,2020.0,March,Monthly,Number of Deaths,1758.0
VERMONT,2020.0,March,Monthly,Number of Deaths,595.0
VIRGINIA,2020.0,March,Monthly,Number of Deaths,6580.0
WASHINGTON,2020.0,March,Monthly,Number of Deaths,5436.0
WEST VIRGINIA,2020.0,March,Monthly,Number of Deaths,2184.0
WISCONSIN,2020.0,March,Monthly,Number of Deaths,5017.0
WYOMING,2020.0,March,Monthly,Number of Deaths,456.0
PUERTO RICO,2020.0,March,Monthly,Number of Deaths,2763.0
ALABAMA,2020.0,April,Monthly,Number of Deaths,4971.0
ALASKA,2020.0,April,Monthly,Number of Deaths,368.0
ARIZONA,2020.0,April,Monthly,Number of Deaths,5807.0
ARKANSAS,2020.0,April,Monthly,Number of Deaths,2744.0
CALIFORNIA,2020.0,April,Monthly,Number of Deaths,25516.0
COLORADO,2020.0,April,Monthly,Number of Deaths,4481.0
CONNECTICUT,2020.0,April,Monthly,Number of Deaths,5342.0
DELAWARE,2020.0,April,Monthly,Number of Deaths,1027.0
DISTRICT OF COLUMBIA,2020.0,April,Monthly,Number of Deaths,732.0
FLORIDA,2020.0,April,Monthly,Number of Deaths,18966.0
GEORGIA,2020.0,April,Monthly,Number of Deaths,8648.0
HAWAII,2020.0,April,Monthly,Number of Deaths,914.0
IDAHO,2020.0,April,Monthly,Number of Deaths,1178.0
ILLINOIS,2020.0,April,Monthly,Number of Deaths,12777.0
INDIANA,2020.0,April,Monthly,Number of Deaths,6691.0
IOWA,2020.0,April,Monthly,Number of Deaths,2680.0
KANSAS,2020.0,April,Monthly,Number of Deaths,2374.0
KENTUCKY,2020.0,April,Monthly,Number of Deaths,4312.0
LOUISIANA,2020.0,April,Monthly,Number of Deaths,5759.0
MAINE,2020.0,April,Monthly,Number of Deaths,1270.0
MARYLAND,2020.0,April,Monthly,Number of Deaths,6079.0
MASSACHUSETTS,2020.0,April,Monthly,Number of Deaths,9532.0
MICHIGAN,2020.0,April,Monthly,Number of Deaths,13270.0
MINNESOTA,2020.0,April,Monthly,Number of Deaths,4169.0
MISSISSIPPI,2020.0,April,Monthly,Number of Deaths,3189.0
MISSOURI,2020.0,April,Monthly,Number of Deaths,5833.0
MONTANA,2020.0,April,Monthly,Number of Deaths,838.0
NEBRASKA,2020.0,April,Monthly,Number of Deaths,1442.0
NEVADA,2020.0,April,Monthly,Number of Deaths,2353.0
NEW HAMPSHIRE,2020.0,April,Monthly,Number of Deaths,1148.0
NEW JERSEY,2020.0,April,Monthly,Number of Deaths,18311.0
NEW MEXICO,2020.0,April,Monthly,Number of Deaths,1811.0
NEW YORK,2020.0,April,Monthly,Number of Deaths,41563.0
NORTH CAROLINA,2020.0,April,Monthly,Number of Deaths,8650.0
NORTH DAKOTA,2020.0,April,Monthly,Number of Deaths,600.0
OHIO,2020.0,April,Monthly,Number of Deaths,11499.0
OKLAHOMA,2020.0,April,Monthly,Number of Deaths,3535.0
OREGON,2020.0,April,Monthly,Number of Deaths,3264.0
PENNSYLVANIA,2020.0,April,Monthly,Number of Deaths,15272.0
RHODE ISLAND,2020.0,April,Monthly,Number of Deaths,1155.0
SOUTH CAROLINA,2020.0,April,Monthly,Number of Deaths,4670.0
SOUTH DAKOTA,2020.0,April,Monthly,Number of Deaths,686.0
TENNESSEE,2020.0,April,Monthly,Number of Deaths,6190.0
TEXAS,2020.0,April,Monthly,Number of Deaths,18315.0
UTAH,2020.0,April,Monthly,Number of Deaths,1617.0
VERMONT,2020.0,April,Monthly,Number of Deaths,550.0
VIRGINIA,2020.0,April,Monthly,Number of Deaths,6997.0
WASHINGTON,2020.0,April,Monthly,Number of Deaths,5371.0
WEST VIRGINIA,2020.0,April,Monthly,Number of Deaths,2075.0
WISCONSIN,2020.0,April,Monthly,Number of Deaths,4894.0
WYOMING,2020.0,April,Monthly,Number of Deaths,450.0
PUERTO RICO,2020.0,April,Monthly,Number of Deaths,2429.0
ALABAMA,2020.0,May,Monthly,Number of Deaths,5206.0
ALASKA,2020.0,May,Monthly,Number of Deaths,397.0
ARIZONA,2020.0,May,Monthly,Number of Deaths,5856.0
ARKANSAS,2020.0,May,Monthly,Number of Deaths,2823.0
CALIFORNIA,2020.0,May,Monthly,Number of Deaths,24836.0
COLORADO,2020.0,May,Monthly,Number of Deaths,3797.0
CONNECTICUT,2020.0,May,Monthly,Number of Deaths,4004.0
DELAWARE,2020.0,May,Monthly,Number of Deaths,1098.0
DISTRICT OF COLUMBIA,2020.0,May,Monthly,Number of Deaths,677.0
FLORIDA,2020.0,May,Monthly,Number of Deaths,18853.0
GEORGIA,2020.0,May,Monthly,Number of Deaths,8424.0
HAWAII,2020.0,May,Monthly,Number of Deaths,941.0
IDAHO,2020.0,May,Monthly,Number of Deaths,1241.0
ILLINOIS,2020.0,May,Monthly,Number of Deaths,12597.0
INDIANA,2020.0,May,Monthly,Number of Deaths,6582.0
IOWA,2020.0,May,Monthly,Number of Deaths,2918.0
KANSAS,2020.0,May,Monthly,Number of Deaths,2382.0
KENTUCKY,2020.0,May,Monthly,Number of Deaths,4440.0
LOUISIANA,2020.0,May,Monthly,Number of Deaths,4779.0
MAINE,2020.0,May,Monthly,Number of Deaths,1254.0
MARYLAND,2020.0,May,Monthly,Number of Deaths,6113.0
MASSACHUSETTS,2020.0,May,Monthly,Number of Deaths,7630.0
MICHIGAN,2020.0,May,Monthly,Number of Deaths,9462.0
MINNESOTA,2020.0,May,Monthly,Number of Deaths,4524.0
MISSISSIPPI,2020.0,May,Monthly,Number of Deaths,3412.0
MISSOURI,2020.0,May,Monthly,Number of Deaths,5688.0
MONTANA,2020.0,May,Monthly,Number of Deaths,831.0
NEBRASKA,2020.0,May,Monthly,Number of Deaths,1543.0
NEVADA,2020.0,May,Monthly,Number of Deaths,2277.0
NEW HAMPSHIRE,2020.0,May,Monthly,Number of Deaths,1227.0
NEW JERSEY,2020.0,May,Monthly,Number of Deaths,9748.0
NEW MEXICO,2020.0,May,Monthly,Number of Deaths,2011.0
NEW YORK,2020.0,May,Monthly,Number of Deaths,17973.0
NORTH CAROLINA,2020.0,May,Monthly,Number of Deaths,8875.0
NORTH DAKOTA,2020.0,May,Monthly,Number of Deaths,593.0
OHIO,2020.0,May,Monthly,Number of Deaths,11675.0
OKLAHOMA,2020.0,May,Monthly,Number of Deaths,3473.0
OREGON,2020.0,May,Monthly,Number of Deaths,3205.0
PENNSYLVANIA,2020.0,May,Monthly,Number of Deaths,13712.0
RHODE ISLAND,2020.0,May,Monthly,Number of Deaths,1302.0
SOUTH CAROLINA,2020.0,May,Monthly,Number of Deaths,4795.0
SOUTH DAKOTA,2020.0,May,Monthly,Number of Deaths,707.0
TENNESSEE,2020.0,May,Monthly,Number of Deaths,6373.0
TEXAS,2020.0,May,Monthly,Number of Deaths,18473.0
UTAH,2020.0,May,Monthly,Number of Deaths,1657.0
VERMONT,2020.0,May,Monthly,Number of Deaths,518.0
VIRGINIA,2020.0,May,Monthly,Number of Deaths,6805.0
WASHINGTON,2020.0,May,Monthly,Number of Deaths,4992.0
WEST VIRGINIA,2020.0,May,Monthly,Number of Deaths,2039.0
WISCONSIN,2020.0,May,Monthly,Number of Deaths,4806.0
WYOMING,2020.0,May,Monthly,Number of Deaths,433.0
PUERTO RICO,2020.0,May,Monthly,Number of Deaths,2494.0
ALABAMA,2020.0,June,Monthly,Number of Deaths,4995.0
ALASKA,2020.0,June,Monthly,Number of Deaths,381.0
ARIZONA,2020.0,June,Monthly,Number of Deaths,6467.0
ARKANSAS,2020.0,June,Monthly,Number of Deaths,2968.0
CALIFORNIA,2020.0,June,Monthly,Number of Deaths,23887.0
COLORADO,2020.0,June,Monthly,Number of Deaths,3533.0
CONNECTICUT,2020.0,June,Monthly,Number of Deaths,2602.0
DELAWARE,2020.0,June,Monthly,Number of Deaths,799.0
DISTRICT OF COLUMBIA,2020.0,June,Monthly,Number of Deaths,477.0
FLORIDA,2020.0,June,Monthly,Number of Deaths,18566.0
GEORGIA,2020.0,June,Monthly,Number of Deaths,7641.0
HAWAII,2020.0,June,Monthly,Number of Deaths,944.0
IDAHO,2020.0,June,Monthly,Number of Deaths,1237.0
ILLINOIS,2020.0,June,Monthly,Number of Deaths,10011.0
INDIANA,2020.0,June,Monthly,Number of Deaths,5885.0
IOWA,2020.0,June,Monthly,Number of Deaths,2524.0
KANSAS,2020.0,June,Monthly,Number of Deaths,2275.0
KENTUCKY,2020.0,June,Monthly,Number of Deaths,4141.0
LOUISIANA,2020.0,June,Monthly,Number of Deaths,4258.0
MAINE,2020.0,June,Monthly,Number of Deaths,1180.0
MARYLAND,2020.0,June,Monthly,Number of Deaths,4723.0
MASSACHUSETTS,2020.0,June,Monthly,Number of Deaths,4743.0
MICHIGAN,2020.0,June,Monthly,Number of Deaths,8388.0
MINNESOTA,2020.0,June,Monthly,Number of Deaths,4026.0
MISSISSIPPI,2020.0,June,Monthly,Number of Deaths,3165.0
MISSOURI,2020.0,June,Monthly,Number of Deaths,5229.0
MONTANA,2020.0,June,Monthly,Number of Deaths,838.0
NEBRASKA,2020.0,June,Monthly,Number of Deaths,1406.0
NEVADA,2020.0,June,Monthly,Number of Deaths,2243.0
NEW HAMPSHIRE,2020.0,June,Monthly,Number of Deaths,1139.0
NEW JERSEY,2020.0,June,Monthly,Number of Deaths,6386.0
NEW MEXICO,2020.0,June,Monthly,Number of Deaths,1873.0
NEW YORK,2020.0,June,Monthly,Number of Deaths,12868.0
NORTH CAROLINA,2020.0,June,Monthly,Number of Deaths,8217.0
NORTH DAKOTA,2020.0,June,Monthly,Number of Deaths,546.0
OHIO,2020.0,June,Monthly,Number of Deaths,10546.0
OKLAHOMA,2020.0,June,Monthly,Number of Deaths,3391.0
OREGON,2020.0,June,Monthly,Number of Deaths,3071.0
PENNSYLVANIA,2020.0,June,Monthly,Number of Deaths,11098.0
RHODE ISLAND,2020.0,June,Monthly,Number of Deaths,924.0
SOUTH CAROLINA,2020.0,June,Monthly,Number of Deaths,4703.0
SOUTH DAKOTA,2020.0,June,Monthly,Number of Deaths,660.0
TENNESSEE,2020.0,June,Monthly,Number of Deaths,6219.0
TEXAS,2020.0,June,Monthly,Number of Deaths,18908.0
UTAH,2020.0,June,Monthly,Number of Deaths,1642.0
VERMONT,2020.0,June,Monthly,Number of Deaths,490.0
VIRGINIA,2020.0,June,Monthly,Number of Deaths,6065.0
WASHINGTON,2020.0,June,Monthly,Number of Deaths,4702.0
WEST VIRGINIA,2020.0,June,Monthly,Number of Deaths,1912.0
WISCONSIN,2020.0,June,Monthly,Number of Deaths,4499.0
WYOMING,2020.0,June,Monthly,Number of Deaths,439.0
PUERTO RICO,2020.0,June,Monthly,Number of Deaths,2456.0
ALABAMA,2020.0,July,Monthly,Number of Deaths,5827.0
ALASKA,2020.0,July,Monthly,Number of Deaths,445.0
ARIZONA,2020.0,July,Monthly,Number of Deaths,8282.0
ARKANSAS,2020.0,July,Monthly,Number of Deaths,3143.0
CALIFORNIA,2020.0,July,Monthly,Number of Deaths,27251.0
COLORADO,2020.0,July,Monthly,Number of Deaths,3567.0
CONNECTICUT,2020.0,July,Monthly,Number of Deaths,2537.0
DELAWARE,2020.0,July,Monthly,Number of Deaths,868.0
DISTRICT OF COLUMBIA,2020.0,July,Monthly,Number of Deaths,459.0
FLORIDA,2020.0,July,Monthly,Number of Deaths,23653.0
GEORGIA,2020.0,July,Monthly,Number of Deaths,9228.0
HAWAII,2020.0,July,Monthly,Number of Deaths,974.0
IDAHO,2020.0,July,Monthly,Number of Deaths,1381.0
ILLINOIS,2020.0,July,Monthly,Number of Deaths,9592.0
INDIANA,2020.0,July,Monthly,Number of Deaths,5944.0
IOWA,2020.0,July,Monthly,Number of Deaths,2718.0
KANSAS,2020.0,July,Monthly,Number of Deaths,2440.0
KENTUCKY,2020.0,July,Monthly,Number of Deaths,4448.0
LOUISIANA,2020.0,July,Monthly,Number of Deaths,4987.0
MAINE,2020.0,July,Monthly,Number of Deaths,1282.0
MARYLAND,2020.0,July,Monthly,Number of Deaths,4582.0
MASSACHUSETTS,2020.0,July,Monthly,Number of Deaths,4632.0
MICHIGAN,2020.0,July,Monthly,Number of Deaths,8607.0
MINNESOTA,2020.0,July,Monthly,Number of Deaths,3819.0
MISSISSIPPI,2020.0,July,Monthly,Number of Deaths,3712.0
MISSOURI,2020.0,July,Monthly,Number of Deaths,5700.0
MONTANA,2020.0,July,Monthly,Number of Deaths,895.0
NEBRASKA,2020.0,July,Monthly,Number of Deaths,1464.0
NEVADA,2020.0,July,Monthly,Number of Deaths,2670.0
NEW HAMPSHIRE,2020.0,July,Monthly,Number of Deaths,1138.0
NEW JERSEY,2020.0,July,Monthly,Number of Deaths,6178.0
NEW MEXICO,2020.0,July,Monthly,Number of Deaths,1918.0
NEW YORK,2020.0,July,Monthly,Number of Deaths,12795.0
NORTH CAROLINA,2020.0,July,Monthly,Number of Deaths,8974.0
NORTH DAKOTA,2020.0,July,Monthly,Number of Deaths,538.0
OHIO,2020.0,July,Monthly,Number of Deaths,11230.0
OKLAHOMA,2020.0,July,Monthly,Number of Deaths,3754.0
OREGON,2020.0,July,Monthly,Number of Deaths,3226.0
PENNSYLVANIA,2020.0,July,Monthly,Number of Deaths,11419.0
RHODE ISLAND,2020.0,July,Monthly,Number of Deaths,785.0
SOUTH CAROLINA,2020.0,July,Monthly,Number of Deaths,5900.0
SOUTH DAKOTA,2020.0,July,Monthly,Number of Deaths,728.0
TENNESSEE,2020.0,July,Monthly,Number of Deaths,7005.0
TEXAS,2020.0,July,Monthly,Number of Deaths,26117.0
UTAH,2020.0,July,Monthly,Number of Deaths,1852.0
VERMONT,2020.0,July,Monthly,Number of Deaths,482.0
VIRGINIA,2020.0,July,Monthly,Number of Deaths,6487.0
WASHINGTON,2020.0,July,Monthly,Number of Deaths,5226.0
WEST VIRGINIA,2020.0,July,Monthly,Number of Deaths,2094.0
WISCONSIN,2020.0,July,Monthly,Number of Deaths,4735.0
WYOMING,2020.0,July,Monthly,Number of Deaths,478.0
PUERTO RICO,2020.0,July,Monthly,Number of Deaths,2690.0
ALABAMA,2020.0,August,Monthly,Number of Deaths,5876.0
ALASKA,2020.0,August,Monthly,Number of Deaths,442.0
ARIZONA,2020.0,August,Monthly,Number of Deaths,6630.0
ARKANSAS,2020.0,August,Monthly,Number of Deaths,3367.0
CALIFORNIA,2020.0,August,Monthly,Number of Deaths,27416.0
COLORADO,2020.0,August,Monthly,Number of Deaths,3612.0
CONNECTICUT,2020.0,August,Monthly,Number of Deaths,2495.0
DELAWARE,2020.0,August,Monthly,Number of Deaths,845.0
DISTRICT OF COLUMBIA,2020.0,August,Monthly,Number of Deaths,444.0
FLORIDA,2020.0,August,Monthly,Number of Deaths,23242.0
GEORGIA,2020.0,August,Monthly,Number of Deaths,9672.0
HAWAII,2020.0,August,Monthly,Number of Deaths,1037.0
IDAHO,2020.0,August,Monthly,Number of Deaths,1478.0
ILLINOIS,2020.0,August,Monthly,Number of Deaths,9775.0
INDIANA,2020.0,August,Monthly,Number of Deaths,5927.0
IOWA,2020.0,August,Monthly,Number of Deaths,2910.0
KANSAS,2020.0,August,Monthly,Number of Deaths,2546.0
KENTUCKY,2020.0,August,Monthly,Number of Deaths,4570.0
LOUISIANA,2020.0,August,Monthly,Number of Deaths,5163.0
MAINE,2020.0,August,Monthly,Number of Deaths,1281.0
MARYLAND,2020.0,August,Monthly,Number of Deaths,4600.0
MASSACHUSETTS,2020.0,August,Monthly,Number of Deaths,4494.0
MICHIGAN,2020.0,August,Monthly,Number of Deaths,8676.0
MINNESOTA,2020.0,August,Monthly,Number of Deaths,3979.0
MISSISSIPPI,2020.0,August,Monthly,Number of Deaths,3805.0
MISSOURI,2020.0,August,Monthly,Number of Deaths,5927.0
MONTANA,2020.0,August,Monthly,Number of Deaths,943.0
NEBRASKA,2020.0,August,Monthly,Number of Deaths,1560.0
NEVADA,2020.0,August,Monthly,Number of Deaths,2825.0
NEW HAMPSHIRE,2020.0,August,Monthly,Number of Deaths,1045.0
NEW JERSEY,2020.0,August,Monthly,Number of Deaths,6019.0
NEW MEXICO,2020.0,August,Monthly,Number of Deaths,1860.0
NEW YORK,2020.0,August,Monthly,Number of Deaths,12582.0
NORTH CAROLINA,2020.0,August,Monthly,Number of Deaths,9239.0
NORTH DAKOTA,2020.0,August,Monthly,Number of Deaths,579.0
OHIO,2020.0,August,Monthly,Number of Deaths,11421.0
OKLAHOMA,2020.0,August,Monthly,Number of Deaths,3834.0
OREGON,2020.0,August,Monthly,Number of Deaths,3362.0
PENNSYLVANIA,2020.0,August,Monthly,Number of Deaths,11389.0
RHODE ISLAND,2020.0,August,Monthly,Number of Deaths,863.0
SOUTH CAROLINA,2020.0,August,Monthly,Number of Deaths,5742.0
SOUTH DAKOTA,2020.0,August,Monthly,Number of Deaths,773.0
TENNESSEE,2020.0,August,Monthly,Number of Deaths,7060.0
TEXAS,2020.0,August,Monthly,Number of Deaths,23564.0
UTAH,2020.0,August,Monthly,Number of Deaths,1798.0
VERMONT,2020.0,August,Monthly,Number of Deaths,514.0
VIRGINIA,2020.0,August,Monthly,Number of Deaths,6604.0
WASHINGTON,2020.0,August,Monthly,Number of Deaths,5241.0
WEST VIRGINIA,2020.0,August,Monthly,Number of Deaths,2146.0
WISCONSIN,2020.0,August,Monthly,Number of Deaths,4853.0
WYOMING,2020.0,August,Monthly,Number of Deaths,490.0
PUERTO RICO,2020.0,August,Monthly,Number of Deaths,2945.0
ALABAMA,2020.0,September,Monthly,Number of Deaths,5208.0
ALASKA,2020.0,September,Monthly,Number of Deaths,436.0
ARIZONA,2020.0,September,Monthly,Number of Deaths,5359.0
ARKANSAS,2020.0,September,Monthly,Number of Deaths,3266.0
CALIFORNIA,2020.0,September,Monthly,Number of Deaths,24381.0
COLORADO,2020.0,September,Monthly,Number of Deaths,3391.0
CONNECTICUT,2020.0,September,Monthly,Number of Deaths,2560.0
DELAWARE,2020.0,September,Monthly,Number of Deaths,825.0
DISTRICT OF COLUMBIA,2020.0,September,Monthly,Number of Deaths,423.0
FLORIDA,2020.0,September,Monthly,Number of Deaths,19276.0
GEORGIA,2020.0,September,Monthly,Number of Deaths,8477.0
HAWAII,2020.0,September,Monthly,Number of Deaths,1057.0
IDAHO,2020.0,September,Monthly,Number of Deaths,1378.0
ILLINOIS,2020.0,September,Monthly,Number of Deaths,9502.0
INDIANA,2020.0,September,Monthly,Number of Deaths,5849.0
IOWA,2020.0,September,Monthly,Number of Deaths,2760.0
KANSAS,2020.0,September,Monthly,Number of Deaths,2555.0
KENTUCKY,2020.0,September,Monthly,Number of Deaths,4433.0
LOUISIANA,2020.0,September,Monthly,Number of Deaths,4410.0
MAINE,2020.0,September,Monthly,Number of Deaths,1316.0
MARYLAND,2020.0,September,Monthly,Number of Deaths,4424.0
MASSACHUSETTS,2020.0,September,Monthly,Number of Deaths,4532.0
MICHIGAN,2020.0,September,Monthly,Number of Deaths,8552.0
MINNESOTA,2020.0,September,Monthly,Number of Deaths,3943.0
MISSISSIPPI,2020.0,September,Monthly,Number of Deaths,3209.0
MISSOURI,2020.0,September,Monthly,Number of Deaths,5930.0
MONTANA,2020.0,September,Monthly,Number of Deaths,974.0
NEBRASKA,2020.0,September,Monthly,Number of Deaths,1483.0
NEVADA,2020.0,September,Monthly,Number of Deaths,2312.0
NEW HAMPSHIRE,2020.0,September,Monthly,Number of Deaths,1072.0
NEW JERSEY,2020.0,September,Monthly,Number of Deaths,5964.0
NEW MEXICO,2020.0,September,Monthly,Number of Deaths,1727.0
NEW YORK,2020.0,September,Monthly,Number of Deaths,12602.0
NORTH CAROLINA,2020.0,September,Monthly,Number of Deaths,9090.0
NORTH DAKOTA,2020.0,September,Monthly,Number of Deaths,643.0
OHIO,2020.0,September,Monthly,Number of Deaths,10875.0
OKLAHOMA,2020.0,September,Monthly,Number of Deaths,3666.0
OREGON,2020.0,September,Monthly,Number of Deaths,3211.0
PENNSYLVANIA,2020.0,September,Monthly,Number of Deaths,11227.0
RHODE ISLAND,2020.0,September,Monthly,Number of Deaths,854.0
SOUTH CAROLINA,2020.0,September,Monthly,Number of Deaths,5132.0
SOUTH DAKOTA,2020.0,September,Monthly,Number of Deaths,790.0
TENNESSEE,2020.0,September,Monthly,Number of Deaths,6886.0
TEXAS,2020.0,September,Monthly,Number of Deaths,19609.0
UTAH,2020.0,September,Monthly,Number of Deaths,1659.0
VERMONT,2020.0,September,Monthly,Number of Deaths,504.0
VIRGINIA,2020.0,September,Monthly,Number of Deaths,6437.0
WASHINGTON,2020.0,September,Monthly,Number of Deaths,5024.0
WEST VIRGINIA,2020.0,September,Monthly,Number of Deaths,2102.0
WISCONSIN,2020.0,September,Monthly,Number of Deaths,4706.0
WYOMING,2020.0,September,Monthly,Number of Deaths,515.0
PUERTO RICO,2020.0,September,Monthly,Number of Deaths,2659.0
ALABAMA,2020.0,October,Monthly,Number of Deaths,5299.0
ALASKA,2020.0,October,Monthly,Number of Deaths,479.0
ARIZONA,2020.0,October,Monthly,Number of Deaths,5542.0
ARKANSAS,2020.0,October,Monthly,Number of Deaths,3535.0
CALIFORNIA,2020.0,October,Monthly,Number of Deaths,24430.0
COLORADO,2020.0,October,Monthly,Number of Deaths,3739.0
CONNECTICUT,2020.0,October,Monthly,Number of Deaths,2821.0
DELAWARE,2020.0,October,Monthly,Number of Deaths,903.0
DISTRICT OF COLUMBIA,2020.0,October,Monthly,Number of Deaths,458.0
