CODE,TREE,LOCALITY,SPECIES,LATITUDE,LONGITUDE,ALTITUDE,COUNTRY,ORIGIN,STAND,EXTRACTION #,HAPLOTYPE,Colour
P4-167,1.0,The Hundalls,Intermediate,51.723,-2.666,235.0,England,autochthonus,Forest,HLL1,8,Yellow
P4-167,2.0,The Hundalls,Quercus petraea,51.723,-2.666,235.0,England,autochthonus,Forest,HLL2,8,Yellow
P4-167,3.0,The Hundalls,Quercus petraea,51.723,-2.666,235.0,England,autochthonus,Forest,HLL3,8,Yellow
P4-167,4.0,The Hundalls,Quercus petraea,51.723,-2.666,235.0,England,autochthonus,Forest,HLL4,8,Yellow
P4-167,5.0,The Hundalls,Quercus petraea,51.723,-2.666,235.0,England,autochthonus,Forest,HLL5,8,Yellow
P4-168,1.0,Lady Park Wood,Intermediate,51.827,-2.66,152.0,England,autochthonus,Forest,LDP1,8,Yellow
P4-168,2.0,Lady Park Wood,Quercus robur,51.827,-2.66,152.0,England,autochthonus,Forest,LDP2,8,Yellow
P4-168,3.0,Lady Park Wood,Quercus petraea,51.827,-2.66,152.0,England,autochthonus,Forest,LDP3,8,Yellow
P4-168,4.0,Lady Park Wood,Quercus petraea,51.827,-2.66,152.0,England,autochthonus,Forest,LDP4,9,Orange
P4-168,5.0,Lady Park Wood,Quercus petraea,51.827,-2.66,152.0,England,autochthonus,Forest,LDP5,9,Orange
P4-169,1.0,Shaptor Wood,Quercus robur,50.612,-3.675,152.0,England,autochthonus,Forest,SHP1,8,Yellow
P4-169,2.0,Shaptor Wood,Quercus robur,50.612,-3.675,152.0,England,autochthonus,Forest,SHP2,8,Yellow
P4-169,3.0,Shaptor Wood,Quercus robur,50.612,-3.675,152.0,England,autochthonus,Forest,SHP3,8,Yellow
P4-169,4.0,Shaptor Wood,Quercus robur,50.612,-3.675,152.0,England,autochthonus,Forest,SHP4,8,Yellow
P4-169,5.0,Shaptor Wood,Quercus robur,50.612,-3.675,152.0,England,autochthonus,Forest,SHP5,8,Yellow
P4-170,1.0,Long Itchington,Quercus robur,52.263,-1.428,107.0,England,autochthonus,Forest,LCH1,9,Orange
P4-170,2.0,Long Itchington,Quercus robur,52.263,-1.428,107.0,England,autochthonus,Forest,LCH2,9,Orange
P4-170,3.0,Long Itchington,Quercus robur,52.263,-1.428,107.0,England,autochthonus,Forest,LCH3,9,Orange
P4-170,4.0,Long Itchington,Quercus robur,52.263,-1.428,107.0,England,autochthonus,Forest,LCH4,9,Orange
P4-170,5.0,Long Itchington,Quercus robur,52.263,-1.428,107.0,England,autochthonus,Forest,LCH5,9,Orange
P4-171,1.0,Green Lane (Hereford),Quercus robur,52.062,-2.77,76.0,England,autochthonus,Forest,GHF4,10,White
P4-171,2.0,Green Lane (Hereford),Quercus robur,52.062,-2.77,76.0,England,autochthonus,Forest,GHF6,8,Yellow
P4-171,3.0,Green Lane (Hereford),Quercus robur,52.062,-2.77,76.0,England,autochthonus,Forest,GHF6,8,Yellow
P4-171,4.0,Green Lane (Hereford),Quercus petraea,52.062,-2.77,76.0,England,autochthonus,Forest,GHF9,10,White
P4-171,5.0,Green Lane (Hereford),Quercus robur,52.062,-2.77,76.0,England,autochthonus,Forest,GHF10,10,White
P4-172,1.0,Chillingham,Quercus robur,55.532,-1.897,107.0,England,autochthonus,Forest,CLL1,10,White
P4-172,2.0,Chillingham,Quercus robur,55.532,-1.897,107.0,England,autochthonus,Forest,CLL2,9,Orange
P4-172,3.0,Chillingham,Quercus robur,55.532,-1.897,107.0,England,autochthonus,Forest,CLL3,10,White
P4-172,4.0,Chillingham,Quercus robur,55.532,-1.897,107.0,England,autochthonus,Forest,CLL4,9,Orange
P4-172,5.0,Chillingham,Quercus robur,55.532,-1.897,107.0,England,autochthonus,Forest,CLL5,9,Orange
P4-173,1.0,Grasslees,Quercus robur,55.272,-2.071,152.0,England,autochthonus,Forest,GSS1,10,White
P4-173,2.0,Grasslees,Quercus robur,55.272,-2.071,152.0,England,autochthonus,Forest,GSS2,10,White
P4-173,3.0,Grasslees,Quercus robur,55.272,-2.071,152.0,England,autochthonus,Forest,GSS3,10,White
P4-173,4.0,Grasslees,Quercus robur,55.272,-2.071,152.0,England,autochthonus,Forest,GSS4,10,White
P4-173,5.0,Grasslees,Quercus petraea/Intermediate,55.272,-2.071,152.0,England,autochthonus,Forest,GSS5,10,White
P4-174,1.0,Holystone North Wood,Quercus petraea,55.308,-2.102,250.0,England,autochthonus,Forest,HYN1,8,Yellow
P4-174,2.0,Holystone North Wood,Quercus petraea,55.308,-2.102,250.0,England,autochthonus,Forest,HYN2,10,White
P4-174,3.0,Holystone North Wood,Quercus robur,55.308,-2.102,250.0,England,autochthonus,Forest,HYN3,8,Yellow
P4-174,4.0,Holystone North Wood,Quercus robur,55.308,-2.102,250.0,England,autochthonus,Forest,HYN4,10,White
P4-174,5.0,Holystone North Wood,Quercus petraea,55.308,-2.102,250.0,England,autochthonus,Forest,HYN5,10,White
P4-175,1.0,Limekiln Wood,Quercus petraea,53.125,-2.206,229.0,England,autochthonus,Forest,LMK1,10,White
P4-175,2.0,Limekiln Wood,Quercus petraea,53.125,-2.206,229.0,England,autochthonus,Forest,LMK2,10,White
P4-175,3.0,Limekiln Wood,Quercus petraea,53.125,-2.206,229.0,England,autochthonus,Forest,LMK3,10,White
P4-175,4.0,Limekiln Wood,Quercus petraea,53.125,-2.206,229.0,England,autochthonus,Forest,LMK4,10,White
P4-175,5.0,Limekiln Wood,Quercus petraea,53.125,-2.206,229.0,England,autochthonus,Forest,LMK5,10,White
P4-176,1.0,Quakers Coppice,Quercus robur/Intermediate,53.087,-2.412,50.0,England,autochthonus,Forest,QUK1,8,Yellow
P4-176,2.0,Quakers Coppice,Quercus petraea/Intermediate,53.087,-2.412,50.0,England,autochthonus,Forest,QUK2,8,Yellow
P4-176,3.0,Quakers Coppice,Intermediate,53.087,-2.412,50.0,England,autochthonus,Forest,QUK3,8,Yellow
P4-176,4.0,Quakers Coppice,Quercus petraea/Intermediate,53.087,-2.412,50.0,England,autochthonus,Forest,QUK4,9,Orange
P4-176,5.0,Quakers Coppice,Intermediate,53.087,-2.412,50.0,England,autochthonus,Forest,QUK5,8,Yellow
P4-177,1.0,Cotterill Clough,Quercus robur,53.351,-2.293,50.0,England,autochthonus,Forest,CTT1,9,Orange
P4-177,2.0,Cotterill Clough,Quercus robur,53.351,-2.293,50.0,England,autochthonus,Forest,CTT2,9,Orange
P4-177,3.0,Cotterill Clough,Quercus robur,53.351,-2.293,50.0,England,autochthonus,Forest,CTT3,9,Orange
P4-177,4.0,Cotterill Clough,Quercus robur,53.351,-2.293,50.0,England,autochthonus,Forest,CTT4,9,Orange
P4-177,5.0,Cotterill Clough,Quercus robur,53.351,-2.293,50.0,England,autochthonus,Forest,CTT5,9,Orange
P4-178,1.0,The Quinta,Intermediate,53.2,-2.298,70.0,England,autochthonus,Forest,TQU1,9,Orange
P4-178,2.0,The Quinta,Quercus robur,53.2,-2.298,70.0,England,autochthonus,Forest,TQU2,9,Orange
P4-178,3.0,The Quinta,Quercus robur,53.2,-2.298,70.0,England,autochthonus,Forest,TQU3,9,Orange
P4-178,4.0,The Quinta,Quercus robur,53.2,-2.298,70.0,England,autochthonus,Forest,TQU4,9,Orange
P4-178,5.0,The Quinta,Quercus robur,53.2,-2.298,70.0,England,autochthonus,Forest,TQU5,9,Orange
P4-179,1.0,Warburtons Wood,Quercus robur,53.281,-2.667,30.0,England,autochthonus,Forest,WRB1,9,Orange
P4-179,2.0,Warburtons Wood,Quercus robur,53.281,-2.667,30.0,England,autochthonus,Forest,WRB2,9,Orange
P4-179,3.0,Warburtons Wood,Quercus robur,53.281,-2.667,30.0,England,autochthonus,Forest,WRB3,9,Orange
P4-179,4.0,Warburtons Wood,Quercus robur,53.281,-2.667,30.0,England,autochthonus,Forest,WRB4,9,Orange
P4-179,5.0,Warburtons Wood,Quercus robur/Intermediate,53.281,-2.667,30.0,England,autochthonus,Forest,WRB5,9,Orange
