NZ Port,Citizenship,Count,Year
Dunedin,Brazil,306.0,2017.0
Dunedin,Canada,7142.0,2017.0
Dunedin,China, Peoples Republic of,1990.0,2017.0
Dunedin,Denmark,205.0,2017.0
Dunedin,Finland,119.0,2017.0
Dunedin,France,360.0,2017.0
Dunedin,Germany,3528.0,2017.0
Dunedin,Hong Kong (Special Admin Reg),965.0,2017.0
Dunedin,India,187.0,2017.0
Dunedin,Indonesia,158.0,2017.0
Dunedin,Ireland,244.0,2017.0
Dunedin,Israel,316.0,2017.0
Dunedin,Italy,308.0,2017.0
Dunedin,Japan,764.0,2017.0
Dunedin,Korea, Republic of,187.0,2017.0
Dunedin,Malaysia,372.0,2017.0
Dunedin,Mexico,413.0,2017.0
Dunedin,Netherlands,740.0,2017.0
Dunedin,New Zealand,6853.0,2017.0
Dunedin,Philippines,251.0,2017.0
Dunedin,Poland,135.0,2017.0
Dunedin,Portugal,206.0,2017.0
Dunedin,Russia,212.0,2017.0
Dunedin,Singapore,285.0,2017.0
Dunedin,South Africa,237.0,2017.0
Dunedin,Spain,224.0,2017.0
Dunedin,Sweden,235.0,2017.0
Dunedin,Switzerland,592.0,2017.0
Dunedin,Taiwan,399.0,2017.0
Dunedin,United Kingdom,12171.0,2017.0
Dunedin,United States of America,32388.0,2017.0
Fiordland,Argentina,138.0,2017.0
Fiordland,Australia,88140.0,2017.0
Fiordland,Austria,255.0,2017.0
Fiordland,Belgium,240.0,2017.0
Fiordland,Brazil,308.0,2017.0
Fiordland,Canada,7132.0,2017.0
Fiordland,China, Peoples Republic of,2271.0,2017.0
Fiordland,Denmark,202.0,2017.0
Fiordland,Finland,119.0,2017.0
Fiordland,France,409.0,2017.0
Fiordland,Germany,3273.0,2017.0
Fiordland,Hong Kong (Special Admin Reg),968.0,2017.0
Fiordland,India,203.0,2017.0
Fiordland,Indonesia,160.0,2017.0
Fiordland,Ireland,247.0,2017.0
Fiordland,Israel,316.0,2017.0
Fiordland,Italy,306.0,2017.0
Fiordland,Japan,763.0,2017.0
Fiordland,Korea, Republic of,192.0,2017.0
Fiordland,Malaysia,372.0,2017.0
Fiordland,Mexico,413.0,2017.0
Fiordland,Netherlands,760.0,2017.0
Fiordland,New Zealand,8165.0,2017.0
Fiordland,Philippines,257.0,2017.0
Fiordland,Poland,136.0,2017.0
Fiordland,Portugal,206.0,2017.0
Fiordland,Russia,214.0,2017.0
Fiordland,Singapore,283.0,2017.0
Fiordland,South Africa,256.0,2017.0
Fiordland,Spain,224.0,2017.0
Fiordland,Sweden,244.0,2017.0
Fiordland,Switzerland,562.0,2017.0
Fiordland,Taiwan,399.0,2017.0
Fiordland,United Kingdom,12772.0,2017.0
Fiordland,United States of America,32288.0,2017.0
Gisborne,Australia,20465.0,2017.0
Gisborne,Canada,598.0,2017.0
Gisborne,China, Peoples Republic of,720.0,2017.0
Gisborne,Germany,111.0,2017.0
Gisborne,Japan,112.0,2017.0
Gisborne,Malaysia,109.0,2017.0
Gisborne,New Zealand,2357.0,2017.0
Gisborne,United Kingdom,1133.0,2017.0
Gisborne,United States of America,3523.0,2017.0
Golden Bay,Germany,196.0,2017.0
Kaikoura,Australia,225.0,2017.0
Kaikoura,Germany,231.0,2017.0
Kaikoura,United Kingdom,235.0,2017.0
Kaikoura,United States of America,712.0,2017.0
Lyttelton,Australia,148.0,2017.0
Lyttelton,Germany,1615.0,2017.0
Lyttelton,Switzerland,140.0,2017.0
Lyttelton,United Kingdom,111.0,2017.0
Lyttelton,United States of America,200.0,2017.0
Marlborough Sounds,Australia,39593.0,2017.0
Marlborough Sounds,Austria,182.0,2017.0
Marlborough Sounds,Brazil,202.0,2017.0
Marlborough Sounds,Canada,3534.0,2017.0
Marlborough Sounds,China, Peoples Republic of,884.0,2017.0
Marlborough Sounds,France,150.0,2017.0
Marlborough Sounds,Germany,1853.0,2017.0
Marlborough Sounds,Hong Kong (Special Admin Reg),215.0,2017.0
Marlborough Sounds,India,106.0,2017.0
Marlborough Sounds,Indonesia,122.0,2017.0
Marlborough Sounds,Ireland,131.0,2017.0
Marlborough Sounds,Israel,112.0,2017.0
Marlborough Sounds,Italy,181.0,2017.0
Marlborough Sounds,Japan,369.0,2017.0
Marlborough Sounds,Malaysia,180.0,2017.0
Marlborough Sounds,Mexico,263.0,2017.0
Marlborough Sounds,Netherlands,521.0,2017.0
Marlborough Sounds,New Zealand,3171.0,2017.0
Marlborough Sounds,Philippines,122.0,2017.0
Marlborough Sounds,Russia,139.0,2017.0
Marlborough Sounds,Singapore,130.0,2017.0
Marlborough Sounds,South Africa,157.0,2017.0
Marlborough Sounds,Spain,114.0,2017.0
Marlborough Sounds,Switzerland,398.0,2017.0
Marlborough Sounds,Taiwan,151.0,2017.0
Marlborough Sounds,United Kingdom,4283.0,2017.0
Marlborough Sounds,United States of America,16474.0,2017.0
Mercury Bay,Germany,196.0,2017.0
Napier,Australia,42397.0,2017.0
Napier,Austria,125.0,2017.0
Napier,Brazil,164.0,2017.0
Napier,Canada,5052.0,2017.0
Napier,China, Peoples Republic of,1249.0,2017.0
Napier,France,189.0,2017.0
Napier,Germany,1603.0,2017.0
Napier,Hong Kong (Special Admin Reg),279.0,2017.0
Napier,India,126.0,2017.0
Napier,Ireland,126.0,2017.0
Napier,Italy,127.0,2017.0
Napier,Japan,479.0,2017.0
Napier,Korea, Republic of,119.0,2017.0
Napier,Malaysia,140.0,2017.0
Napier,Mexico,186.0,2017.0
Napier,Netherlands,550.0,2017.0
Napier,New Zealand,6141.0,2017.0
Napier,Philippines,149.0,2017.0
Napier,Poland,103.0,2017.0
Napier,Portugal,109.0,2017.0
Napier,Russia,146.0,2017.0
Napier,Singapore,111.0,2017.0
Napier,South Africa,136.0,2017.0
Napier,Spain,125.0,2017.0
Napier,Switzerland,323.0,2017.0
Napier,Taiwan,222.0,2017.0
Napier,United Kingdom,5960.0,2017.0
Napier,United States of America,20664.0,2017.0
Nelson,Germany,597.0,2017.0
Nelson,United Kingdom,150.0,2017.0
Nelson,United States of America,959.0,2017.0
New Plymouth,Germany,779.0,2017.0
New Plymouth,United States of America,190.0,2017.0
Stewart Island,Australia,250.0,2017.0
Stewart Island,China, Peoples Republic of,274.0,2017.0
Stewart Island,Germany,629.0,2017.0
Stewart Island,New Zealand,1359.0,2017.0
Stewart Island,United Kingdom,320.0,2017.0
Stewart Island,United States of America,1407.0,2017.0
Sub-Antarctic islands,Australia,104.0,2017.0
Sub-Antarctic islands,Germany,196.0,2017.0
Tauranga,Argentina,150.0,2017.0
Tauranga,Australia,80873.0,2017.0
Tauranga,Austria,312.0,2017.0
Tauranga,Belgium,242.0,2017.0
Tauranga,Brazil,295.0,2017.0
Tauranga,Canada,7216.0,2017.0
Tauranga,China, Peoples Republic of,2181.0,2017.0
Tauranga,Denmark,208.0,2017.0
Tauranga,Finland,116.0,2017.0
Tauranga,France,426.0,2017.0
Tauranga,Germany,3384.0,2017.0
Tauranga,Hong Kong (Special Admin Reg),1000.0,2017.0
Tauranga,India,193.0,2017.0
Tauranga,Indonesia,163.0,2017.0
Tauranga,Ireland,213.0,2017.0
Tauranga,Israel,318.0,2017.0
Tauranga,Italy,258.0,2017.0
Tauranga,Japan,731.0,2017.0
Tauranga,Korea, Republic of,199.0,2017.0
Tauranga,Malaysia,372.0,2017.0
Tauranga,Mexico,393.0,2017.0
Tauranga,Netherlands,730.0,2017.0
Tauranga,New Zealand,6768.0,2017.0
Tauranga,Philippines,246.0,2017.0
Tauranga,Poland,140.0,2017.0
Tauranga,Portugal,189.0,2017.0
Tauranga,Russia,217.0,2017.0
Tauranga,Singapore,282.0,2017.0
Tauranga,South Africa,225.0,2017.0
Tauranga,Spain,230.0,2017.0
Tauranga,Sweden,239.0,2017.0
Tauranga,Switzerland,531.0,2017.0
Tauranga,Taiwan,408.0,2017.0
Tauranga,United Kingdom,11138.0,2017.0
Tauranga,United States of America,32018.0,2017.0
Timaru,Australia,171.0,2017.0
Timaru,Canada,237.0,2017.0
Timaru,Germany,660.0,2017.0
Timaru,United Kingdom,160.0,2017.0
Timaru,United States of America,1051.0,2017.0
Wellington,Argentina,158.0,2017.0
Wellington,Australia,85885.0,2017.0
Wellington,Austria,422.0,2017.0
Wellington,Belgium,255.0,2017.0
Wellington,Brazil,344.0,2017.0
Wellington,Canada,7212.0,2017.0
Wellington,China, Peoples Republic of,2252.0,2017.0
Wellington,Denmark,277.0,2017.0
Wellington,Finland,153.0,2017.0
Wellington,France,615.0,2017.0
Wellington,Germany,4337.0,2017.0
Wellington,Hong Kong (Special Admin Reg),823.0,2017.0
Wellington,India,204.0,2017.0
Wellington,Indonesia,154.0,2017.0
Wellington,Ireland,261.0,2017.0
Wellington,Israel,309.0,2017.0
Wellington,Italy,486.0,2017.0
Wellington,Japan,556.0,2017.0
Wellington,Korea, Republic of,190.0,2017.0
Wellington,Malaysia,361.0,2017.0
Wellington,Mexico,409.0,2017.0
Wellington,Netherlands,781.0,2017.0
Wellington,New Zealand,8189.0,2017.0
Wellington,Norway,153.0,2017.0
Wellington,Philippines,261.0,2017.0
Wellington,Poland,122.0,2017.0
Wellington,Portugal,214.0,2017.0
Wellington,Russia,223.0,2017.0
Wellington,Singapore,260.0,2017.0
Wellington,South Africa,269.0,2017.0
Wellington,Spain,330.0,2017.0
Wellington,Sweden,331.0,2017.0
Wellington,Switzerland,876.0,2017.0
Wellington,Taiwan,310.0,2017.0
Wellington,United Kingdom,13703.0,2017.0
Wellington,United States of America,31070.0,2017.0
Akaroa,Argentina,130.0,2018.0
Akaroa,Australia,58792.0,2018.0
Akaroa,Austria,259.0,2018.0
Akaroa,Belgium,198.0,2018.0
Akaroa,Brazil,264.0,2018.0
Akaroa,Canada,7460.0,2018.0
Akaroa,China, Peoples Republic of,1672.0,2018.0
Akaroa,Denmark,251.0,2018.0
Akaroa,France,391.0,2018.0
Akaroa,Germany,1948.0,2018.0
Akaroa,Hong Kong (Special Admin Reg),606.0,2018.0
Akaroa,India,253.0,2018.0
Akaroa,Ireland,227.0,2018.0
Akaroa,Israel,447.0,2018.0
Akaroa,Italy,197.0,2018.0
Akaroa,Japan,543.0,2018.0
Akaroa,Korea, Republic of,168.0,2018.0
Akaroa,Malaysia,269.0,2018.0
Akaroa,Mexico,446.0,2018.0
Akaroa,Netherlands,624.0,2018.0
Akaroa,New Zealand,6707.0,2018.0
Akaroa,Norway,132.0,2018.0
Akaroa,Philippines,200.0,2018.0
Akaroa,Russia,285.0,2018.0
Akaroa,Singapore,253.0,2018.0
Akaroa,South Africa,148.0,2018.0
Akaroa,Spain,332.0,2018.0
Akaroa,Sweden,329.0,2018.0
Akaroa,Switzerland,464.0,2018.0
Akaroa,Taiwan,410.0,2018.0
Akaroa,United Kingdom,10625.0,2018.0
Akaroa,United States of America,31354.0,2018.0
Auckland,Argentina,278.0,2018.0
Auckland,Australia,82116.0,2018.0
Auckland,Austria,389.0,2018.0
Auckland,Belgium,250.0,2018.0
Auckland,Brazil,463.0,2018.0
Auckland,Canada,10655.0,2018.0
Auckland,Chile,215.0,2018.0
Auckland,China, Peoples Republic of,3158.0,2018.0
Auckland,Denmark,338.0,2018.0
Auckland,Finland,145.0,2018.0
Auckland,France,808.0,2018.0
Auckland,Germany,4290.0,2018.0
Auckland,Hong Kong (Special Admin Reg),741.0,2018.0
Auckland,India,363.0,2018.0
Auckland,Indonesia,205.0,2018.0
Auckland,Ireland,297.0,2018.0
Auckland,Israel,598.0,2018.0
Auckland,Italy,311.0,2018.0
Auckland,Japan,2453.0,2018.0
Auckland,Korea, Republic of,277.0,2018.0
Auckland,Malaysia,360.0,2018.0
Auckland,Mexico,598.0,2018.0
Auckland,Netherlands,985.0,2018.0
Auckland,New Zealand,32557.0,2018.0
Auckland,Norway,181.0,2018.0
Auckland,Philippines,304.0,2018.0
Auckland,Poland,138.0,2018.0
Auckland,Portugal,141.0,2018.0
Auckland,Russia,363.0,2018.0
Auckland,Singapore,302.0,2018.0
Auckland,South Africa,325.0,2018.0
Auckland,Spain,406.0,2018.0
Auckland,Sweden,433.0,2018.0
Auckland,Switzerland,550.0,2018.0
Auckland,Taiwan,506.0,2018.0
Auckland,Thailand,109.0,2018.0
Auckland,United Kingdom,16337.0,2018.0
Auckland,United States of America,47005.0,2018.0
Bay of Islands,Argentina,141.0,2018.0
Bay of Islands,Australia,50824.0,2018.0
Bay of Islands,Austria,231.0,2018.0
Bay of Islands,Belgium,179.0,2018.0
Bay of Islands,Brazil,197.0,2018.0
Bay of Islands,Canada,5094.0,2018.0
Bay of Islands,Chile,122.0,2018.0
Bay of Islands,China, Peoples Republic of,956.0,2018.0
Bay of Islands,Denmark,232.0,2018.0
Bay of Islands,Finland,120.0,2018.0
Bay of Islands,France,575.0,2018.0
Bay of Islands,Germany,3149.0,2018.0
Bay of Islands,Hong Kong (Special Admin Reg),394.0,2018.0
Bay of Islands,India,149.0,2018.0
Bay of Islands,Indonesia,172.0,2018.0
Bay of Islands,Ireland,175.0,2018.0
Bay of Islands,Israel,375.0,2018.0
Bay of Islands,Italy,174.0,2018.0
Bay of Islands,Japan,260.0,2018.0
Bay of Islands,Korea, Republic of,116.0,2018.0
Bay of Islands,Malaysia,200.0,2018.0
Bay of Islands,Mexico,392.0,2018.0
Bay of Islands,Netherlands,349.0,2018.0
Bay of Islands,New Zealand,5207.0,2018.0
Bay of Islands,Norway,126.0,2018.0
Bay of Islands,Philippines,169.0,2018.0
Bay of Islands,Russia,140.0,2018.0
Bay of Islands,Singapore,183.0,2018.0
Bay of Islands,South Africa,149.0,2018.0
Bay of Islands,Spain,204.0,2018.0
Bay of Islands,Sweden,304.0,2018.0
Bay of Islands,Switzerland,248.0,2018.0
Bay of Islands,Taiwan,258.0,2018.0
Bay of Islands,United Kingdom,9009.0,2018.0
Bay of Islands,United States of America,22009.0,2018.0
Bluff,Australia,112.0,2018.0
Dunedin,Argentina,196.0,2018.0
Dunedin,Australia,91527.0,2018.0
Dunedin,Austria,309.0,2018.0
Dunedin,Belgium,233.0,2018.0
Dunedin,Brazil,434.0,2018.0
Dunedin,Canada,9303.0,2018.0
Dunedin,Chile,185.0,2018.0
Dunedin,China, Peoples Republic of,2555.0,2018.0
Dunedin,Denmark,263.0,2018.0
Dunedin,Finland,118.0,2018.0
Dunedin,France,650.0,2018.0
Dunedin,Germany,2325.0,2018.0
Dunedin,Hong Kong (Special Admin Reg),792.0,2018.0
Dunedin,India,286.0,2018.0
Dunedin,Indonesia,329.0,2018.0
Dunedin,Ireland,274.0,2018.0
Dunedin,Israel,623.0,2018.0
Dunedin,Italy,304.0,2018.0
Dunedin,Japan,745.0,2018.0
Dunedin,Korea, Republic of,234.0,2018.0
Dunedin,Malaysia,483.0,2018.0
Dunedin,Mexico,667.0,2018.0
Dunedin,Netherlands,774.0,2018.0
Dunedin,New Zealand,6943.0,2018.0
Dunedin,Norway,149.0,2018.0
Dunedin,Philippines,329.0,2018.0
Dunedin,Poland,107.0,2018.0
Dunedin,Portugal,156.0,2018.0
Dunedin,Russia,415.0,2018.0
Dunedin,Singapore,459.0,2018.0
Dunedin,South Africa,240.0,2018.0
Dunedin,Spain,400.0,2018.0
Dunedin,Sweden,353.0,2018.0
Dunedin,Switzerland,550.0,2018.0
Dunedin,Taiwan,517.0,2018.0
Dunedin,Thailand,102.0,2018.0
Dunedin,United Kingdom,12636.0,2018.0
Dunedin,United States of America,41512.0,2018.0
Fiordland,Argentina,179.0,2018.0
Fiordland,Australia,84607.0,2018.0
Fiordland,Austria,295.0,2018.0
Fiordland,Belgium,233.0,2018.0
Fiordland,Brazil,424.0,2018.0
Fiordland,Canada,8857.0,2018.0
Fiordland,Chile,180.0,2018.0
Fiordland,China, Peoples Republic of,2261.0,2018.0
Fiordland,Denmark,253.0,2018.0
Fiordland,France,553.0,2018.0
Fiordland,Germany,2070.0,2018.0
Fiordland,Hong Kong (Special Admin Reg),710.0,2018.0
Fiordland,India,276.0,2018.0
Fiordland,Indonesia,308.0,2018.0
Fiordland,Ireland,261.0,2018.0
Fiordland,Israel,597.0,2018.0
Fiordland,Italy,275.0,2018.0
Fiordland,Japan,2396.0,2018.0
Fiordland,Korea, Republic of,216.0,2018.0
Fiordland,Malaysia,358.0,2018.0
Fiordland,Mexico,612.0,2018.0
Fiordland,Netherlands,760.0,2018.0
Fiordland,New Zealand,6636.0,2018.0
Fiordland,Norway,125.0,2018.0
Fiordland,Philippines,302.0,2018.0
Fiordland,Poland,110.0,2018.0
Fiordland,Portugal,149.0,2018.0
Fiordland,Russia,395.0,2018.0
Fiordland,Singapore,332.0,2018.0
Fiordland,South Africa,231.0,2018.0
Fiordland,Spain,400.0,2018.0
Fiordland,Sweden,332.0,2018.0
Fiordland,Switzerland,532.0,2018.0
Fiordland,Taiwan,473.0,2018.0
Fiordland,Thailand,102.0,2018.0
Fiordland,United Kingdom,11690.0,2018.0
Fiordland,United States of America,39070.0,2018.0
Gisborne,Australia,4351.0,2018.0
Gisborne,Canada,116.0,2018.0
Gisborne,China, Peoples Republic of,225.0,2018.0
Gisborne,United Kingdom,488.0,2018.0
Gisborne,United States of America,1458.0,2018.0
Kaikoura,Australia,280.0,2018.0
Kaikoura,United Kingdom,235.0,2018.0
Kaikoura,United States of America,909.0,2018.0
Lyttelton,Australia,350.0,2018.0
Lyttelton,Canada,214.0,2018.0
Lyttelton,Japan,1004.0,2018.0
Lyttelton,United Kingdom,316.0,2018.0
Lyttelton,United States of America,2377.0,2018.0
Marlborough Sounds,Australia,32654.0,2018.0
Marlborough Sounds,Austria,223.0,2018.0
Marlborough Sounds,Belgium,150.0,2018.0
Marlborough Sounds,Brazil,263.0,2018.0
Marlborough Sounds,Canada,4900.0,2018.0
Marlborough Sounds,Chile,126.0,2018.0
Marlborough Sounds,China, Peoples Republic of,1256.0,2018.0
Marlborough Sounds,France,211.0,2018.0
Marlborough Sounds,Germany,1499.0,2018.0
Marlborough Sounds,Hong Kong (Special Admin Reg),317.0,2018.0
Marlborough Sounds,India,179.0,2018.0
Marlborough Sounds,Indonesia,164.0,2018.0
Marlborough Sounds,Ireland,142.0,2018.0
Marlborough Sounds,Israel,194.0,2018.0
Marlborough Sounds,Italy,131.0,2018.0
Marlborough Sounds,Japan,241.0,2018.0
Marlborough Sounds,Korea, Republic of,116.0,2018.0
Marlborough Sounds,Malaysia,252.0,2018.0
Marlborough Sounds,Mexico,395.0,2018.0
Marlborough Sounds,Netherlands,547.0,2018.0
Marlborough Sounds,New Zealand,3807.0,2018.0
Marlborough Sounds,Philippines,149.0,2018.0
Marlborough Sounds,Russia,268.0,2018.0
Marlborough Sounds,Singapore,234.0,2018.0
Marlborough Sounds,Spain,230.0,2018.0
Marlborough Sounds,Sweden,131.0,2018.0
Marlborough Sounds,Switzerland,392.0,2018.0
Marlborough Sounds,Taiwan,231.0,2018.0
Marlborough Sounds,United Kingdom,6883.0,2018.0
Marlborough Sounds,United States of America,20701.0,2018.0
Napier,Argentina,169.0,2018.0
Napier,Australia,43970.0,2018.0
Napier,Austria,185.0,2018.0
Napier,Brazil,258.0,2018.0
Napier,Canada,6481.0,2018.0
Napier,China, Peoples Republic of,1551.0,2018.0
Napier,Denmark,203.0,2018.0
Napier,France,265.0,2018.0
Napier,Germany,1770.0,2018.0
Napier,Hong Kong (Special Admin Reg),338.0,2018.0
Napier,India,180.0,2018.0
Napier,Indonesia,166.0,2018.0
Napier,Israel,238.0,2018.0
Napier,Italy,163.0,2018.0
Napier,Japan,377.0,2018.0
Napier,Korea, Republic of,108.0,2018.0
Napier,Malaysia,300.0,2018.0
Napier,Mexico,303.0,2018.0
Napier,Netherlands,597.0,2018.0
Napier,New Zealand,7043.0,2018.0
Napier,Philippines,202.0,2018.0
Napier,Russia,198.0,2018.0
Napier,Singapore,274.0,2018.0
Napier,South Africa,108.0,2018.0
Napier,Spain,217.0,2018.0
Napier,Sweden,173.0,2018.0
Napier,Switzerland,240.0,2018.0
Napier,Taiwan,297.0,2018.0
Napier,United Kingdom,7420.0,2018.0
Napier,United States of America,26833.0,2018.0
Nelson,United Kingdom,115.0,2018.0
Nelson,United States of America,570.0,2018.0
Stewart Island,Australia,2719.0,2018.0
Stewart Island,Canada,314.0,2018.0
Stewart Island,China, Peoples Republic of,164.0,2018.0
Stewart Island,New Zealand,1382.0,2018.0
Stewart Island,United Kingdom,549.0,2018.0
Stewart Island,United States of America,2652.0,2018.0
Tauranga,Argentina,246.0,2018.0
Tauranga,Australia,69221.0,2018.0
Tauranga,Austria,269.0,2018.0
Tauranga,Belgium,222.0,2018.0
Tauranga,Brazil,357.0,2018.0
Tauranga,Canada,8954.0,2018.0
Tauranga,Chile,183.0,2018.0
Tauranga,China, Peoples Republic of,1908.0,2018.0
Tauranga,Denmark,200.0,2018.0
Tauranga,France,650.0,2018.0
Tauranga,Germany,2810.0,2018.0
Tauranga,Hong Kong (Special Admin Reg),724.0,2018.0
Tauranga,India,219.0,2018.0
Tauranga,Indonesia,190.0,2018.0
Tauranga,Ireland,219.0,2018.0
Tauranga,Israel,543.0,2018.0
Tauranga,Italy,278.0,2018.0
Tauranga,Japan,726.0,2018.0
Tauranga,Korea, Republic of,176.0,2018.0
Tauranga,Malaysia,314.0,2018.0
Tauranga,Mexico,484.0,2018.0
Tauranga,Netherlands,834.0,2018.0
Tauranga,New Zealand,6829.0,2018.0
Tauranga,Norway,117.0,2018.0
Tauranga,Philippines,261.0,2018.0
Tauranga,Poland,108.0,2018.0
Tauranga,Portugal,122.0,2018.0
Tauranga,Russia,271.0,2018.0
Tauranga,Singapore,278.0,2018.0
Tauranga,South Africa,201.0,2018.0
Tauranga,Spain,380.0,2018.0
Tauranga,Sweden,320.0,2018.0
Tauranga,Switzerland,428.0,2018.0
Tauranga,Taiwan,485.0,2018.0
Tauranga,United Kingdom,11535.0,2018.0
Tauranga,United States of America,40293.0,2018.0
Wellington,Argentina,232.0,2018.0
Wellington,Australia,78434.0,2018.0
Wellington,Austria,330.0,2018.0
Wellington,Belgium,211.0,2018.0
Wellington,Brazil,386.0,2018.0
Wellington,Canada,8833.0,2018.0
Wellington,Chile,171.0,2018.0
Wellington,China, Peoples Republic of,2084.0,2018.0
Wellington,Denmark,286.0,2018.0
Wellington,France,650.0,2018.0
Wellington,Germany,2958.0,2018.0
Wellington,Hong Kong (Special Admin Reg),696.0,2018.0
Wellington,India,286.0,2018.0
Wellington,Indonesia,229.0,2018.0
Wellington,Ireland,261.0,2018.0
Wellington,Israel,533.0,2018.0
Wellington,Italy,254.0,2018.0
Wellington,Japan,1153.0,2018.0
Wellington,Korea, Republic of,239.0,2018.0
Wellington,Malaysia,421.0,2018.0
Wellington,Mexico,565.0,2018.0
Wellington,Netherlands,729.0,2018.0
Wellington,New Zealand,7345.0,2018.0
Wellington,Norway,154.0,2018.0
Wellington,Philippines,261.0,2018.0
Wellington,Portugal,140.0,2018.0
Wellington,Russia,352.0,2018.0
Wellington,Singapore,399.0,2018.0
Wellington,South Africa,176.0,2018.0
Wellington,Spain,393.0,2018.0
Wellington,Sweden,335.0,2018.0
Wellington,Switzerland,532.0,2018.0
Wellington,Taiwan,398.0,2018.0
Wellington,United Kingdom,12990.0,2018.0
Wellington,United States of America,37533.0,2018.0
Akaroa,Argentina,287.0,2019.0
Akaroa,Australia,94313.0,2019.0
Akaroa,Austria,260.0,2019.0
Akaroa,Belgium,144.0,2019.0
Akaroa,Brazil,359.0,2019.0
Akaroa,Canada,9611.0,2019.0
Akaroa,Chile,197.0,2019.0
Akaroa,China, Peoples Republic of,3324.0,2019.0
Akaroa,Denmark,331.0,2019.0
Akaroa,Finland,132.0,2019.0
Akaroa,France,501.0,2019.0
Akaroa,Germany,2783.0,2019.0
Akaroa,Hong Kong (Special Admin Reg),509.0,2019.0
Akaroa,India,262.0,2019.0
Akaroa,Indonesia,242.0,2019.0
Akaroa,Ireland,275.0,2019.0
Akaroa,Israel,416.0,2019.0
Akaroa,Italy,248.0,2019.0
Akaroa,Japan,1009.0,2019.0
Akaroa,Korea, Republic of,226.0,2019.0
Akaroa,Malaysia,471.0,2019.0
Akaroa,Mexico,608.0,2019.0
Akaroa,Netherlands,731.0,2019.0
Akaroa,New Zealand,10520.0,2019.0
Akaroa,Norway,128.0,2019.0
Akaroa,Philippines,415.0,2019.0
Akaroa,Poland,167.0,2019.0
Akaroa,Portugal,177.0,2019.0
Akaroa,Russia,442.0,2019.0
Akaroa,Singapore,300.0,2019.0
Akaroa,South Africa,285.0,2019.0
Akaroa,Spain,354.0,2019.0
Akaroa,Sweden,242.0,2019.0
Akaroa,Switzerland,418.0,2019.0
Akaroa,Taiwan,707.0,2019.0
Akaroa,Thailand,124.0,2019.0
Akaroa,United Kingdom,12003.0,2019.0
Akaroa,United States of America,43116.0,2019.0
Auckland,Argentina,305.0,2019.0
Auckland,Australia,115541.0,2019.0
Auckland,Austria,617.0,2019.0
Auckland,Belgium,270.0,2019.0
Auckland,Brazil,421.0,2019.0
Auckland,Canada,9284.0,2019.0
Auckland,Chile,200.0,2019.0
Auckland,China, Peoples Republic of,3744.0,2019.0
Auckland,Denmark,294.0,2019.0
Auckland,Finland,156.0,2019.0
Auckland,France,1856.0,2019.0
Auckland,Germany,5620.0,2019.0
Auckland,Hong Kong (Special Admin Reg),528.0,2019.0
Auckland,India,347.0,2019.0
Auckland,Indonesia,252.0,2019.0
Auckland,Ireland,322.0,2019.0
Auckland,Israel,429.0,2019.0
Auckland,Italy,818.0,2019.0
Auckland,Japan,830.0,2019.0
Auckland,Korea, Republic of,325.0,2019.0
Auckland,Malaysia,522.0,2019.0
Auckland,Mexico,576.0,2019.0
Auckland,Netherlands,931.0,2019.0
Auckland,New Zealand,31907.0,2019.0
Auckland,Norway,218.0,2019.0
Auckland,Philippines,406.0,2019.0
Auckland,Poland,184.0,2019.0
Auckland,Portugal,217.0,2019.0
Auckland,Russia,471.0,2019.0
Auckland,Singapore,343.0,2019.0
Auckland,South Africa,369.0,2019.0
Auckland,Spain,698.0,2019.0
Auckland,Sweden,290.0,2019.0
Auckland,Switzerland,1172.0,2019.0
Auckland,Taiwan,634.0,2019.0
Auckland,Thailand,142.0,2019.0
Auckland,Ukraine,118.0,2019.0
Auckland,United Kingdom,13468.0,2019.0
Auckland,United States of America,42607.0,2019.0
Bay of Islands,Argentina,149.0,2019.0
Bay of Islands,Australia,66176.0,2019.0
Bay of Islands,Austria,358.0,2019.0
Bay of Islands,Belgium,230.0,2019.0
Bay of Islands,Brazil,208.0,2019.0
Bay of Islands,Canada,5125.0,2019.0
Bay of Islands,Chile,108.0,2019.0
Bay of Islands,China, Peoples Republic of,1503.0,2019.0
Bay of Islands,Denmark,263.0,2019.0
Bay of Islands,Finland,101.0,2019.0
Bay of Islands,France,1178.0,2019.0
Bay of Islands,Germany,4470.0,2019.0
Bay of Islands,Hong Kong (Special Admin Reg),290.0,2019.0
Bay of Islands,India,125.0,2019.0
Bay of Islands,Indonesia,142.0,2019.0
Bay of Islands,Ireland,186.0,2019.0
Bay of Islands,Israel,264.0,2019.0
Bay of Islands,Italy,414.0,2019.0
Bay of Islands,Japan,372.0,2019.0
Bay of Islands,Korea, Republic of,151.0,2019.0
Bay of Islands,Malaysia,219.0,2019.0
Bay of Islands,Mexico,322.0,2019.0
Bay of Islands,Netherlands,485.0,2019.0
Bay of Islands,New Zealand,6092.0,2019.0
Bay of Islands,Norway,194.0,2019.0
Bay of Islands,Philippines,165.0,2019.0
Bay of Islands,Portugal,193.0,2019.0
Bay of Islands,Russia,313.0,2019.0
Bay of Islands,Singapore,169.0,2019.0
Bay of Islands,South Africa,175.0,2019.0
Bay of Islands,Spain,294.0,2019.0
Bay of Islands,Sweden,229.0,2019.0
Bay of Islands,Switzerland,793.0,2019.0
