Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S1WA,2004.07,81849.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2004.08,81968.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2004.09,83555.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2004.1,84839.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2004.11,93005.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2004.12,99630.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.01,96389.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.02,98565.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.03,97220.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.04,89764.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.05,85009.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.06,80452.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.07,82004.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.08,84011.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.09,84913.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.1,86182.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.11,92042.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2005.12,98292.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.01,95371.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.02,93511.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.03,92203.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.04,86906.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.05,83342.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.06,80525.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.07,81846.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.08,87126.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.09,87683.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.1,86030.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.11,92081.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2006.12,97268.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.01,97111.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.02,95522.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.03,93769.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.04,88478.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.05,84625.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.06,80491.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.07,81329.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.08,84618.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.09,85708.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.1,87507.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.11,93231.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2007.12,98853.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.01,99933.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.02,97539.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.03,93801.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.04,90240.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.05,86883.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.06,82929.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.07,84806.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.08,85587.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.09,86747.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.1,89517.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.11,94966.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2008.12,102925.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.01,101060.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.02,98516.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.03,96084.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.04,92731.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.05,86052.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.06,83192.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.07,85167.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.08,84709.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.09,84145.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.1,85590.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.11,92079.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2009.12,100351.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.01,97682.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.02,96843.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.03,95903.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.04,91437.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.05,85565.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.06,81993.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.07,84446.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.08,85401.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.09,86128.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.1,87745.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.11,96227.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2010.12,103299.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.01,100192.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.02,99392.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.03,98106.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.04,93301.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.05,88836.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.06,85458.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.07,86199.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.08,88072.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.09,88434.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.1,87923.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.11,95946.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2011.12,102824.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.01,102038.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.02,99899.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.03,98031.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.04,94687.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.05,91564.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.06,86723.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.07,87599.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.08,89307.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.09,89688.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.1,91325.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.11,96226.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2012.12,102470.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.01,103112.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.02,100789.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.03,97381.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.04,93665.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.05,91481.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.06,86913.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.07,89308.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.08,91033.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.09,91392.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.1,94660.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.11,101485.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2013.12,109346.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.01,108682.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.02,107464.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.03,103597.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.04,98899.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.05,96354.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.06,91916.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.07,93461.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.08,94482.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.09,95502.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.1,98069.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.11,104279.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2014.12,113413.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.01,112213.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.02,108486.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.03,104556.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.04,102544.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.05,97607.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.06,93850.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.07,94645.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.08,94936.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.09,95140.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.1,98286.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.11,105527.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2015.12,114920.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2016.01,111282.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2016.02,107869.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2016.03,106026.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2016.04,102430.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2016.05,97515.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2016.06,93634.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2016.07,93679.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2016.08,96058.0,,F,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
