folder;file;column;Domain;label;labelTypo;severalfd;mean;stddev;median;min;max;upquar;lowquar;loc;uniquemm;uniquett;rpos;rneg;rzero;numtype;numcol;samedig;neibornum
fr;aggregationdepartementdomaine.csv;departement;Society;0;0;0;52.290393013100434;0.489660292702723;50.0;1.0;95.0;34.0;75.0;0.25;1.119047619047619;0.0366812227074235;1.0;0.0;0.0;1;0.75;0;0.0
fr;aggregationdepartementdomaine.csv;nbOffres;Society;1;0;1;33.44759825327511;2.311203744284489;8.0;1.0;773.0;3.0;32.0;0.375;5.078947368421052;0.0663755458515283;1.0;0.0;0.0;1;0.75;0;1.0
fr;aggregationdepartementdomaine.csv;nbElevesAyantInteragi;Society;1;0;1;242.77423580786024;2.752908633549019;29.0;1.0;10119.0;6.0;160.75;0.5;25.55050505050505;0.1729257641921397;1.0;0.0;0.0;1;0.75;0;1.0
fr;aggregationdepartementdomaine.csv;nbElevesInteresses;Society;1;0;1;207.12620087336245;2.8695194903722245;22.0;0.0;9650.0;4.0;121.75;0.625;27.25988700564972;0.1545851528384279;0.9611353711790394;0.0;0.0388646288209607;1;0.75;0;1.0
fr;aggregationdepartementdomaine.csv;nbCandidatures;Society;1;0;1;38.88340611353712;2.736331114431463;4.0;0.0;1440.0;0.0;23.0;0.75;7.741935483870968;0.0812227074235807;0.7179039301310044;0.0;0.2820960698689956;1;0.75;0;1.0
fr;aggregationdepartementdomaine.csv;nbConfirmes;Society;1;0;1;3.525764192139738;3.765180976469694;0.0;0.0;151.0;0.0;1.0;0.875;2.849056603773585;0.0231441048034934;0.3567685589519651;0.0;0.643231441048035;1;0.75;0;1.0
fr;agreenium-66003-session02-debut.csv;Quelle est votre année de naissance ?;Society;0;0;0;1990.517391304348;0.0065822701985622;1994.0;1942.0;2008.0;1981.25;2001.75;0.0666666666666666;sty.32;0.217391304347826;1.0;0.0;0.0;1;0.0333333333333333;1;0.0
fr;Arretes_Penurie_Essence_par_Departement-20052016.csv;Identifiant;Society;0;1;0;49.11111111111112;0.4438556270731681;51.5;14.0;85.0;30.maj;61.75;0.0;3.9444444444444446;1.0;1.0;0.0;0.0;0;0.25;1;0.0
fr;barometre-tic-2014-education-par-type-de-territoire.csv;resultat;Society;1;0;1;24.12121212121212;1.3761671113713516;11.0;0.0;413.0;3.0;36.0;0.8;4.049019607843137;0.1818181818181818;0.9073083778966132;0.0;0.0926916221033868;1;0.2;0;0.0
fr;cd56-datc-salles-spectacle.csv;annee;Economy;0;0;1;2013.050675675676;0.0001923716987609;2013.0;2013.0;2016.0;2013.0;2013.0;0.0;01.maj;0.0067567567567567;1.0;0.0;0.0;1;0.1666666666666666;1;1.0
fr;cd56-datc-salles-spectacle.csv;commune_code_insee;Economy;0;0;1;56131.83445945946;0.0013275507722518;56131.0;56001.0;56263.0;56070.5;56188.25;0.0416666666666666;1.201834862385321;0.7364864864864865;1.0;0.0;0.0;1;0.1666666666666666;1;0.0
fr;cd56-datc-salles-spectacle.csv;code_postal;Economy;0;0;1;56404.26689189189;0.0040320144510415;56386.0;56000.0;56950.0;56220.0;56550.0;0.2083333333333333;12.83783783783784;0.25;1.0;0.0;0.0;1;0.1666666666666666;1;0.0
fr;cd56-datc-salles-spectacle.csv;notation;Economy;0;0;1;2.9222972972972974;0.6545128041840825;3.0;0.0;6.0;1.0;5.0;0.2916666666666667;0.8571428571428571;0.0236486486486486;0.8986486486486487;0.0;0.1013513513513513;1;0.1666666666666666;1;0.0
fr;deliberation-commune-mogneneins-01252.csv;Date_Conseil_Municipal;Government;0;0;1;20179971.661538463;0.0003959608909515;20180705.0;20160119.0;20191219.0;20170928.0;20190314.0;0.1666666666666666;1003.2258064516128;0.2384615384615384;1.0;0.0;0.0;1;0.5;1;0.0
fr;deliberation-commune-mogneneins-01252.csv;Annee_Mois_Deliberation;Government;0;0;0;201800.3230769231;0.000388748292598;201807.0;201701.0;201912.0;201709.0;201903.0;0.3333333333333333;7.275862068965517;0.2230769230769231;1.0;0.0;0.0;1;0.5;1;1.0
fr;deliberation-commune-mogneneins-01252.csv;Numero_Deliberation;Government;0;0;1;20180035.46153846;0.0003887505530038;20180701.5;20170101.0;20191202.0;20170901.25;20190301.75;0.5;166.1496062992126;0.9769230769230768;1.0;0.0;0.0;1;0.5;1;0.0
fr;ensembles-musicaux-amateurs-herault.csv;code_postal;Economy;0;0;1;34332.878787878784;0.0071720582181003;34250.0;34000.0;34820.0;34130.0;34500.0;0.375;34.166666666666664;0.7272727272727273;1.0;0.0;0.0;1;0.125;1;0.0
fr;esatis48h-mco-recueil2018-donnees.csv;score_all_rea_ajust;Economy;1;1;1;73.4152722443559;0.0466941811785914;73.34;62.0;85.17;71.16;75.63;0.3478260869565217;0.0421272727272727;0.7304116865869854;1.0;0.0;0.0;0;0.3043478260869565;1;0.0
fr;esatis48h-mco-recueil2018-donnees.csv;nb_rep_score_accueil_rea_ajust;Economy;1;1;1;237.56440903054448;1.0719601064234257;139.0;30.0;1626.0;66.0;303.0;0.4782608695652174;4.188976377952756;0.5059760956175299;1.0;0.0;0.0;0;0.3043478260869565;0;0.0
fr;esatis48h-mco-recueil2018-donnees.csv;nb_rep_score_PECinf_rea_ajust;Economy;1;1;1;237.56440903054448;1.0719601064234257;139.0;30.0;1626.0;66.0;303.0;0.5652173913043478;4.188976377952756;0.5059760956175299;1.0;0.0;0.0;0;0.3043478260869565;0;0.0
fr;esatis48h-mco-recueil2018-donnees.csv;nb_rep_score_PECmed_rea_ajust;Economy;1;1;1;237.56440903054448;1.0719601064234257;139.0;30.0;1626.0;66.0;303.0;0.6521739130434783;4.188976377952756;0.5059760956175299;1.0;0.0;0.0;0;0.3043478260869565;0;0.0
fr;esatis48h-mco-recueil2018-donnees.csv;nb_rep_score_chambre_rea_ajust;Economy;1;1;1;237.56440903054448;1.0719601064234257;139.0;30.0;1626.0;66.0;303.0;0.7391304347826086;4.188976377952756;0.5059760956175299;1.0;0.0;0.0;0;0.3043478260869565;0;0.0
fr;esatis48h-mco-recueil2018-donnees.csv;nb_rep_score_repas_rea_ajust;Economy;1;1;1;237.56440903054448;1.0719601064234257;139.0;30.0;1626.0;66.0;303.0;0.8260869565217391;4.188976377952756;0.5059760956175299;1.0;0.0;0.0;0;0.3043478260869565;0;0.0
fr;esatis48h-mco-recueil2018-donnees.csv;nb_rep_score_sortie_rea_ajust;Economy;1;1;1;237.56440903054448;1.0719601064234257;139.0;30.0;1626.0;66.0;303.0;0.9130434782608696;4.188976377952756;0.5059760956175299;1.0;0.0;0.0;0;0.3043478260869565;0;0.0
fr;execution-2011-du-budget-general-en-ae.csv;programme;Economy;0;0;1;186.09311981020167;0.3487287930116201;175.0;101.0;552.0;143.0;214.0;0.1428571428571428;3.637096774193549;0.0735468564650059;1.0;0.0;0.0;1;0.4285714285714285;1;0.0
fr;execution-2011-du-budget-general-en-ae.csv;action;Economy;0;0;1;4.875444839857651;0.8564376595984557;4.0;1.0;40.0;2.0;6.0;0.4285714285714285;sty.56;0.0148279952550415;1.0;0.0;0.0;1;0.4285714285714285;0;0.0
fr;execution-2011-du-budget-general-en-ae.csv;valeur;Economy;1;1;1;225487608.80427048;8.447933703116265;5219097.0;-34909972.0;56776126353.0;13846.25;57885443.5;0.8571428571428571;39923426.79198875;0.8440094899169632;0.8018979833926453;0.0450771055753262;0.1530249110320284;1;0.4285714285714285;0;0.0
fr;fonds-solidarite-volet-1-regional-naf-latest.csv;nombre_aides;Economy;1;1;1;31739.658385093167;1.818613331047208;9681.5;4.0;540913.0;2114.75;37956.75;0.2222222222222222;1711.737341772152;0.9813664596273292;1.0;0.0;0.0;1;0.4444444444444444;0;0.0
fr;fonds-solidarite-volet-1-regional-naf-latest.csv;nombre_entreprises;Economy;1;0;1;6230.086956521739;1.555413749198134;2219.0;3.0;69514.0;406.0;8807.75;0.3333333333333333;232.4782608695652;0.9285714285714286;1.0;0.0;0.0;1;0.4444444444444444;0;1.0
fr;fonds-solidarite-volet-1-regional-naf-latest.csv;montant_total;Economy;1;1;1;104680808.1242236;2.434299783136236;23682707.0;6000.0;2620877854.0;3739736.75;86177911.25;0.4444444444444444;8139353.583850931;1.0;1.0;0.0;0.0;0;0.4444444444444444;0;1.0
fr;fonds-solidarite-volet-1-regional-naf-latest.csv;reg;Economy;0;0;1;40.24534161490684;0.798309266926364;32.0;1.0;94.0;6.0;75.0;0.5555555555555556;5.166666666666667;0.0559006211180124;1.0;0.0;0.0;1;0.4444444444444444;0;0.0
fr;indicateurs-annee-construction-residence-2008.csv;Code;Economy;0;0;1;31089.85309548793;1.159113061687978;6110.0;4001.0;84151.0;5048.0;83067.0;0.0;84.10283315844701;1.0;1.0;0.0;0.0;1;0.0769230769230769;0;0.0
fr;liste-otsi.csv;NUMERO;Economy;0;0;1;242991954.2469136;0.0816608374121307;244000403.0;213001798.0;329000016.0;229003182.0;255000280.0;0.0;1432076.7654320989;1.0;1.0;0.0;0.0;1;0.0909090909090909;1;0.0
fr;liste-otsi.csv;CP;Economy;0;0;1;67782.58024691358;0.0077638454401673;67620.0;67082.0;68800.0;67330.0;68240.0;0.2272727272727272;27.26984126984127;0.7777777777777778;1.0;0.0;0.0;1;0.0909090909090909;1;0.0
fr;open-data-liste-des-subventions-allouees-par-le-departement-2018.csv;COLL_SIRET;Government;0;1;0;22730001900014.0;0.0;22730001900014.0;22730001900014.0;22730001900014.0;22730001900014.0;22730001900014.0;0.1;0.0;0.0092592592592592;1.0;0.0;0.0;0;0.2;1;0.0
fr;open-data-liste-des-subventions-allouees-par-le-departement-2018.csv;ATTRIB_SIRET;Government;0;1;0;48155575442655.39;0.3984696452006022;39849766300040.5;7652056801336.0;83337752600011.0;33051327850029.75;77567131600260.0;0.5;890419950572.6471;0.7870370370370371;1.0;0.0;0.0;0;0.2;0;0.0
fr;rambouillet-marches-publics-2019.csv;ACHETEURS_ID;Economy;0;0;0;21780517500015.0;0.0;21780517500015.0;21780517500015.0;21780517500015.0;21780517500015.0;21780517500015.0;0.074074074074074;0.0;0.024390243902439;1.0;0.0;0.0;1;0.3333333333333333;1;0.0
fr;rambouillet-marches-publics-2019.csv;LIEU_EXEC_CODE;Economy;0;0;0;78517.0;0.0;78517.0;78517.0;78517.0;78517.0;78517.0;0.2962962962962963;0.0;0.024390243902439;1.0;0.0;0.0;1;0.3333333333333333;1;0.0
fr;rambouillet-marches-publics-2019.csv;DUREE_MOIS;Economy;0;0;1;28.60975609756097;0.690307498697726;36.0;1.0;48.0;6.0;48.0;0.4074074074074074;3.9166666666666665;0.2926829268292683;1.0;0.0;0.0;1;0.3333333333333333;0;0.0
fr;rambouillet-marches-publics-2019.csv;TITULAIRES_ID;Economy;0;1;1;43276827424933.39;0.3954078369049139;39890731100045.0;3910647220039.0;95720247600025.0;33505124900084.0;49344587800041.0;0.5925925925925926;2416042115262.7896;0.926829268292683;1.0;0.0;0.0;1;0.3333333333333333;0;0.0
fr;Stationnement_am%C3%A9nag%C3%A9_pour_les_personnes_%C3%A0_mobilit%C3%A9_r%C3%A9duite.csv;X;Economy;0;1;1;799886.3676844289;0.0011423476898055;799925.906400003;797612.946199998;802956.179499999;799329.507799998;800532.0528;0.0;18.55289340278129;0.9965397923875432;1.0;0.0;0.0;0;0.3333333333333333;1;1.0
fr;Stationnement_am%C3%A9nag%C3%A9_pour_les_personnes_%C3%A0_mobilit%C3%A9_r%C3%A9duite.csv;Y;Economy;0;1;1;6873587.871338754;0.0001258714574365;6873665.8078;6871498.8321;6876234.5588;6873034.9041;6874076.2738;0.0833333333333333;16.44349548610949;0.9965397923875432;1.0;0.0;0.0;0;0.3333333333333333;1;1.0
fr;Stationnement_am%C3%A9nag%C3%A9_pour_les_personnes_%C3%A0_mobilit%C3%A9_r%C3%A9duite.csv;OBJECTID;Economy;0;0;1;5360.0553633218;0.9423634936475468;8544.0;1.0;19740.0;80.0;8617.0;0.1666666666666666;68.30103806228374;1.0;1.0;0.0;0.0;1;0.3333333333333333;0;0.0
fr;Stationnement_am%C3%A9nag%C3%A9_pour_les_personnes_%C3%A0_mobilit%C3%A9_r%C3%A9duite.csv;NB_PLACES;Economy;1;0;0;1.0034602076124568;0.0586206896551724;1.0;1.0;2.0;1.0;1.0;0.6666666666666666;0.5;0.0069204152249134;1.0;0.0;0.0;1;0.3333333333333333;1;0.0
fr;tb-2021-donnees-essentielles-conventions.csv;idAttribuant;Government;0;0;0;22800001400016.0;0.0;22800001400016.0;22800001400016.0;22800001400016.0;22800001400016.0;22800001400016.0;0.0769230769230769;0.0;0.0041152263374485;1.0;0.0;0.0;1;0.2307692307692307;1;0.0
fr;tb-2021-donnees-essentielles-conventions.csv;idBeneficiaire;Government;0;0;0;42014296803089.31;0.4379086769806178;38122640600035.0;13000472400014.0;89441482000015.0;32642184900083.0;43012526000017.0;0.3846153846153846;670535171929.8334;0.4691358024691358;1.0;0.0;0.0;1;0.2307692307692307;1;0.0
fr;tb-2021-donnees-essentielles-conventions.csv;pourcentageSubvention;Government;1;0;0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.8461538461538461;0.0;0.0041152263374485;1.0;0.0;0.0;1;0.2307692307692307;1;0.0
fr;tdb-demarches-phares-informations-supplementaires-20200316.csv;nombre-de-requetes;Government;1;0;0;45.74264705882353;0.7918683249226015;39.5;1.0;208.0;25.0;55.25;0.0769230769230769;3.136363636363636;0.4852941176470588;1.0;0.0;0.0;1;0.3846153846153846;0;0.0
fr;tdb-demarches-phares-informations-supplementaires-20200316.csv;Id;Government;0;0;0;5098150.036764706;0.0109395711048448;5091595.0;5059987.0;5454077.0;5091477.5;5091786.25;0.1538461538461538;2897.720588235294;1.0;1.0;0.0;0.0;1;0.3846153846153846;1;0.0
fr;tdb-demarches-phares-informations-supplementaires-20200316.csv;balises;Government;1;0;1;558.7867647058823;0.9113763708815892;326.5;3.0;2033.0;160.75;955.5;0.3076923076923077;19.150943396226417;0.7794117647058824;1.0;0.0;0.0;1;0.3846153846153846;0;0.0
fr;tdb-demarches-phares-informations-supplementaires-20200316.csv;Démarche;Government;1;0;0;1352.4632352941176;0.3958074609831214;1643.5;6.0;2031.0;871.75;1755.0;0.5384615384615384;14.889705882352942;1.0;1.0;0.0;0.0;1;0.3846153846153846;0;0.0
fr;tdb-demarches-phares-informations-supplementaires-20200316.csv;taille;Government;1;1;0;1008536.411764706;1.5686487678404453;592902.5;0.0;11531796.0;278659.25;940008.0;0.6153846153846154;96098.3;0.8823529411764706;0.9632352941176472;0.0;0.0367647058823529;1;0.3846153846153846;0;0.0
fr;thematiques_5_2016.csv;Visites;Economy;1;1;0;101754.2;2.4875592038918986;22590.0;901.0;821220.0;14813.25;36560.75;0.2;82031.9;1.0;1.0;0.0;0.0;1;0.8;0;0.0
fr;thematiques_5_2016.csv;Pages vues;Economy;1;1;0;216071.2;2.4121221600716534;52265.5;5769.0;1697001.0;37525.75;85226.0;0.4;169123.2;1.0;1.0;0.0;0.0;1;0.8;0;1.0
fr;thematiques_5_2016.csv;Pages vues / visites;Economy;1;1;0;2.717;0.4797978643375344;2.335;02.lip;06.kwi;lut.26;2.375;0.6;0.4811111111111111;0.9;1.0;0.0;0.0;0;0.8;1;1.0
fr;thematiques_5_2016.csv;Temps passé / visites;Economy;1;1;0;470.8639999999999;0.4649154084332917;479.76;130.17;957.15;358.9875;535.5575;0.8;82.69800000000001;1.0;1.0;0.0;0.0;0;0.8;1;1.0
fr;top-100-albums-ecoutes-levallois.csv;Nombre d écoutes;Economy;1;0;0;27.46;0.8282849684472635;20.0;12.0;184.0;16.0;32.25;0.5;04.mar;0.4;1.0;0.0;0.0;1;0.5;0;0.0
fr;vente-loc-t2-2018-stock-dannonces-par-portail.csv;Nombre d annonces;Economy;1;1;1;43138.84415584416;2.5759766190656865;17079.0;74.0;939645.0;3731.0;39825.0;0.8;1369.6370262390672;0.98989898989899;1.0;0.0;0.0;1;0.2;0;0.0
fr2;214401846_projets_urbains.csv;gid;Government;0;0;1;69.75;0.7377019394011866;50.5;1.0;171.0;30.25;117.0;0.2222222222222222;3.863636363636364;1.0;1.0;0.0;0.0;1;0.1666666666666666;0;0.0
fr2;214401846_projets_urbains.csv;nombre_de_logements;Government;1;1;1;125.8095238095238;1.143423871312649;60.0;21.0;500.0;40.0;113.0;0.4444444444444444;28.176470588235293;0.8095238095238095;1.0;0.0;0.0;0;0.1666666666666666;0;0.0
fr2;barometre-tic-2014-collectivite-par-departement.csv;2a;Government;1;0;1;12.wrz;1.0043929374848497;9.0;0.0;51.0;3.0;19.25;0.6;1.0408163265306123;0.175;0.9178571428571428;0.0;0.0821428571428571;1;0.4;0;0.0
fr2;barometre-tic-2014-collectivite-par-departement.csv;2b;Government;1;0;1;24.48928571428572;1.0467849305594277;15.0;0.0;97.0;5.0;36.25;0.8;1.2763157894736843;0.2714285714285714;0.975;0.0;0.025;1;0.4;0;1.0
fr2;bilan-save.csv;montant;Society;1;1;1;122212.0;1.4115233560550176;45710.0;2970.0;672000.0;10000.0;128000.0;0.5714285714285714;22301.0;0.7317073170731707;1.0;0.0;0.0;0;0.2857142857142857;0;0.0
fr2;bilan-save.csv;etudiants;Society;1;1;1;157.46341463414635;2.3366754714160627;24.0;2.0;1648.0;8.0;117.0;0.7142857142857143;53.096774193548384;0.7560975609756098;1.0;0.0;0.0;0;0.2857142857142857;0;0.0
fr2;equipements-gares-tours-metropole-val-de-loire.csv;postal_code;Government;0;0;0;37325.0;0.0055329876565474;37345.0;37000.0;37540.0;37217.5;37510.0;0.2222222222222222;90.0;0.6;1.0;0.0;0.0;1;0.7037037037037037;1;0.0
fr2;equipements-gares-tours-metropole-val-de-loire.csv;city_insee_code;Government;0;0;0;37173.1;0.0021760390581371;37193.0;37018.0;37261.0;37122.0;37237.0;0.2592592592592592;30.375;0.8;1.0;0.0;0.0;1;0.7037037037037037;1;0.0
fr2;equipements-gares-tours-metropole-val-de-loire.csv;epci_insee_code;Government;0;0;0;243700754.0;0.0;243700754.0;243700754.0;243700754.0;243700754.0;243700754.0;0.2962962962962963;0.0;0.1;1.0;0.0;0.0;1;0.7037037037037037;1;0.0
fr2;equipements-gares-tours-metropole-val-de-loire.csv;department_insee_code;Government;0;0;0;37.0;0.0;37.0;37.0;37.0;37.0;37.0;0.3703703703703703;0.0;0.1;1.0;0.0;0.0;1;0.7037037037037037;1;0.0
fr2;equipements-gares-tours-metropole-val-de-loire.csv;region_insee_code;Government;0;0;0;24.0;0.0;24.0;24.0;24.0;24.0;24.0;0.4074074074074074;0.0;0.1;1.0;0.0;0.0;1;0.7037037037037037;1;0.0
fr2;liste-des-ecoles-de-loos.csv;cp;Society;0;0;0;59120.0;0.0;59120.0;59120.0;59120.0;59120.0;59120.0;0.4285714285714285;0.0;0.0666666666666666;1.0;0.0;0.0;1;0.1428571428571428;1;0.0
fr2;test-carto-des-inno-rhizome.csv;postcode;Society;0;0;0;80749.42857142857;0.1233836844630127;75012.0;44200.0;94300.0;75012.0;93100.0;0.0;4554.545454545455;0.1746031746031746;1.0;0.0;0.0;1;0.1538461538461538;1;0.0
fr2;test-carto-des-inno-rhizome.csv;annee;Society;0;0;0;2017.460317460317;0.0002490389845733;2017.0;2017.0;2018.0;2017.0;2018.0;0.3846153846153846;0.5;0.0317460317460317;1.0;0.0;0.0;1;0.1538461538461538;1;0.0
uk;02-2021-food-standards-agency-spend-over-25k-february-2021.csv;PaymentNumber;Economy;0;0;1;1161862958.525;0.3115486142823612;1011715090.0;1011714958.0;2012700948.0;1011715016.0;1011715204.0;0.5454545454545454;37073555.18518519;0.675;1.0;0.0;0.0;1;0.1818181818181818;1;0.0
uk;02-2021-food-standards-agency-spend-over-25k-february-2021.csv;InvoiceDistributionAmount;Economy;1;1;0;47875.35675;1.3288853647437702;27783.29;4460.0;325026.93;21736.25;48461.395;0.6363636363636364;8014.17325;1.0;1.0;0.0;0.0;0;0.1818181818181818;0;0.0
uk;2019-20-enforcement-data-sampling.csv;AnalysisType-Microbiologicalcontamination;Health;1;1;1;95.03753351206434;1.687188784985715;42.0;0.0;1502.0;13.0;107.0;0.3333333333333333;9.271604938271604;0.4343163538873995;0.8927613941018767;0.0;0.1072386058981233;0;0.6666666666666666;0;0.0
uk;2019-20-enforcement-data-sampling.csv;AnalysisType-Othercontamination;Health;1;1;1;2.32171581769437;3.245647276661285;0.0;0.0;66.0;0.0;0.0;0.4444444444444444;2.2758620689655173;0.0777479892761394;0.2037533512064343;0.0;0.7962466487935657;0;0.6666666666666666;0;1.0
uk;2019-20-enforcement-data-sampling.csv;AnalysisType-Composition;Health;1;1;1;15.796246648793566;2.708848342757993;0.0;0.0;305.0;0.0;10.0;0.5555555555555556;4.6923076923076925;0.1742627345844504;0.3780160857908847;0.0;0.6219839142091153;0;0.6666666666666666;0;1.0
uk;2019-20-enforcement-data-sampling.csv;AnalysisType-Labellingandpresentation;Health;1;1;1;10.16621983914209;3.630193569206327;0.0;0.0;350.0;0.0;3.0;0.6666666666666666;6.60377358490566;0.1420911528150134;0.3002680965147453;0.0;0.6997319034852547;0;0.6666666666666666;0;1.0
uk;2019-20-enforcement-data-sampling.csv;AnalysisType-Others;Health;1;1;1;0.6327077747989276;5.2781335925693735;0.0;0.0;46.0;0.0;0.0;0.7777777777777778;3.2857142857142856;0.0375335120643431;0.099195710455764;0.0;0.900804289544236;0;0.6666666666666666;0;1.0
uk;2019-20-enforcement-data-sampling.csv;Totalnumberofsamplestaken;Health;1;1;1;117.18498659517428;1.6047834800099656;55.0;0.0;1589.0;21.0;134.0;0.8888888888888888;8.63586956521739;0.4932975871313673;0.9517426273458444;0.0;0.0482573726541554;0;0.6666666666666666;0;1.0
uk;310318 Forestry Commission Organogram-senior.csv;Salary Cost of Reports (£);Economy;1;1;0;5115582.0;1.1398691305258988;3736068.0;511342.0;18677154.0;1887229.25;5464434.25;0.5789473684210527;2270726.5;1.0;1.0;0.0;0.0;1;0.3157894736842105;0;0.0
uk;310318 Forestry Commission Organogram-senior.csv;FTE;Economy;1;1;0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.631578947368421;0.0;0.125;1.0;0.0;0.0;0;0.3157894736842105;1;1.0
uk;310318 Forestry Commission Organogram-senior.csv;Actual Pay Floor (£);Economy;1;1;0;71875.0;0.450738284762074;72500.0;0.0;110000.0;70000.0;87500.0;0.6842105263157895;18333.33333333333;0.75;0.875;0.0;0.125;1;0.3157894736842105;0;1.0
uk;310318 Forestry Commission Organogram-senior.csv;Actual Pay Ceiling (£);Economy;1;1;0;76249.125;0.4457785507290242;77499.0;0.0;114999.0;74999.0;92499.0;0.7368421052631579;19166.5;0.75;0.875;0.0;0.125;1;0.3157894736842105;0;1.0
uk;310318 Forestry Commission Organogram-senior.csv;Valid?;Economy;0;0;0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.9473684210526316;0.0;0.125;1.0;0.0;0.0;1;0.3157894736842105;1;0.0
uk;all-gpc-transparency-reports-december-2020.csv;TransactionAmount;Economy;1;1;1;965.57375;0.6291002950896046;815.295;529.0;2400.0;592.75;996.0;0.5;267.2857142857143;0.875;1.0;0.0;0.0;0;0.5;0;0.0
uk;all-gpc-transparency-reports-december-2020.csv;ReferenceNumber;Economy;0;0;1;9324246489.0;0.0020766832811341;9318033932.0;9306762827.0;9358199449.0;9307080104.5;9337997352.5;0.75;6429577.75;1.0;1.0;0.0;0.0;1;0.5;1;1.0
uk;average-daily-footfall-in-aviation-house-by-week-in-2017.csv;AveragePerDay;Economy;1;0;0;132.96153846153845;0.1498133068291168;139.0;25.0;164.0;125.0;142.25;0.5;4.483870967741935;0.5961538461538461;1.0;0.0;0.0;1;0.5;0;0.0
uk;cattle-conditions-oct-20-dec-20.csv;NumberOfConditions;Environment;1;0;0;431.4282511210762;3.2032907158042963;9.0;1.0;8705.0;2.0;92.5;0.5555555555555556;51.2;0.3811659192825112;1.0;0.0;0.0;1;0.4444444444444444;0;0.0
uk;cattle-conditions-oct-20-dec-20.csv;Throughput;Environment;1;0;1;66090.5201793722;0.9573348034170752;15215.0;1.0;140191.0;6459.0;139261.0;0.6666666666666666;8246.470588235294;0.0381165919282511;1.0;0.0;0.0;1;0.4444444444444444;0;1.0
uk;cattle-conditions-oct-20-dec-20.csv;NumberOfThroughputPlants;Environment;1;0;1;65.19955156950672;0.8290301378337535;24.0;1.0;125.0;14.0;125.0;0.7777777777777778;11.272727272727272;0.0246636771300448;1.0;0.0;0.0;1;0.4444444444444444;0;1.0
uk;cattle-conditions-oct-20-dec-20.csv;PercentageOfThroughput;Environment;1;1;1;1.6331681614349776;4.509773582670248;0.065;0.001;100.0;0.014;0.424;0.8888888888888888;0.4405242290748898;0.5089686098654709;1.0;0.0;0.0;0;0.4444444444444444;0;1.0
uk;certificates-of-competence-january-2019-to-december-2019.csv;NumberOfCertificatesIssued;Society;1;0;0;98.66666666666669;0.2094247811508712;89.5;76.0;134.0;85.0;111.0;0.3333333333333333;5.2727272727272725;0.9166666666666666;1.0;0.0;0.0;1;0.6666666666666666;0;0.0
