numero,type,procedure,date_notification,titulaire,code_postal,objet,montant_ht
103,Travaux,MAPA,2013-03-08,JUIGNET,44140.0,Quartier Nantes - Sud - création d'un accueil sans hébergement Sarah Bernhardt LOT 5,98094.13
349,Travaux,MAPA,2013-06-17,OUEST DEC'OR,44120.0,Hôtel de Ville - Restructuration partielle des locaux niveaux 2 et 3 du 29 rue de Strasbourg LOT 4,22700.0
184,Travaux,MAPA,2013-03-28,LESURTEL,49500.0,Travaux de restauration de la façade sud du bâtiment de la Psalette LOT 4,24609.09
214,Travaux,MAPA,2013-04-12,PIB,59410.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 de travaux d'entretien durable - traitement des façades LOT 6,43142.5
322,Travaux,MAPA,2013-05-29,LESURTEL,49500.0,Ravalement des façades du 23 rue de Strasbourg et angle rue Beausoleil LOT 3,47707.69
405,Travaux,MAPA,2013-06-28,JAULIN PAYSAGES,44470.0,Réhabilitation des espaces verts LOT 4,49481.5
394,Travaux,MAPA,2013-06-24,SITHS,44115.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 15,75000.0
259,Travaux,MAPA,2013-05-03,BRUNET ECTI,44880.0,"GS du 1er degré, équipements petite enfance - programme 2013 de travaux d'entretion durable - mise en sécurité électrique et pose de plafonds suspendus LOT 6",155727.47
86,Fournitures,AOO,2013-02-27,SIRF,85120.0,Fourniture de denrées alimentaires et plats cuisinés pour les écoles publiques et centres de loisirs de la Ville de Nantes LOT 10,78013.55
74,Fournitures,AOO,2013-02-28,BLANCHET DHUISMES,44300.0,"Acquisition de mobilier de bureau pour le groupement de commandes Ville de Nantes, CCAS et l'ESBANM",158326.25
222,Services,AOO,2013-04-11,INEO ATLANTIQUE,44303.0,Maintenance corrective des installations télésurveillées de la VDN du CCAS de l'ESBANM et de NM,26564.62
39,Services,MAPA,2013-02-14,MULTICAM SYSTEMS,75020.0,Prestations de captation et retransmission du conseil municipal sur le site Nantes.fr,31575.0
591,Services,MAPA,2013-11-29,CAPACITES SAS,44200.0,Mission d'évaluation de développement des compétences langagières des jeunes enfants accueillis dans les multi-accueils municipaux,45360.0
424,Travaux,MAPA,2013-07-01,HUSSON,68650.0,Réhabilitation et renouvellement de jeux LOT 10,23120.6
167,Travaux,MAPA,2013-03-28,OSMOSE,44260.0,GS du 1er degré - programme 2013 de travaux d'entretien durable - réfection des peintures intérieures - LOT 5,29137.02
558,Travaux,MAPA,2013-10-16,DACQUIN,35538.0,Stade Michel Lecointre - construction de locaux sports et SEVE LOT 2,31389.5
192,Travaux,MAPA,2013-04-03,ATLANTIQUE OUVERTURES,44360.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 - remplacement des menuiseries extérieures LOT 5,115196.0
584,Travaux,MAPA,2013-12-17,DEFAUX CONSTRUCTION RENOVATION,44119.0,Travaux d'amélioration en matière d'assainissement et de sanitaires - terrain familial locatif de la VDN situé 14 chemin de la Clarière LOT 2,197326.2
410,Fournitures,MAPA,2013-07-04,BOIS D'ORRAINE,54700.0,GS du 1er degré - programme 2013 - remplacement de jeux de cours LOT 1,38255.7
602,Services,MAPA,2013-12-17,INSOLIDO,35000.0,Diagnostic partagé de la danse à Nantes,25200.0
351,Travaux,MAPA,2013-06-18,SITHS,44115.0,Hôtel de Ville - Restructuration partielle des locaux niveaux 2 et 3 du 29 rue de Strasbourg LOT 6,47000.0
164,Travaux,MAPA,2013-03-27,VOLUME et COULEURS,44800.0,GS du 1er degré - programme 2013 de travaux d'entretien durable - réfection des peintures intérieures - LOT 2,68878.0
444,Travaux,MAPA,2013-06-17,OUEST COUVERTURE ENERGIE,44300.0,Plaine de jeux des Bernardières - rénovation des vestiaires - sanitaires LOT 3,95000.0
381,Travaux,MAPA,2013-06-20,ATLANTIQUE ENVIRONNEMENT,44640.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 2,177540.31
238,Fournitures,MAPA,2013-04-22,3M FRANCE,95006.0,"Fourniture, installation et maintenance de la RFID et de l'automatisation des transactions pour la bibliothèque municipale de Nantes",64626.4
223,Services,AOO,2013-04-15,CTV,44121.0,Maintenance corrective des installations télésurveillées de la VDN du CCAS de l'ESBANM et de NM,28802.47
619,Services,AOO,2013-12-24,SERENET,44100.0,Prestations de nettoyage de vitres pour les bâtiments de la VDN et du CCAS LOT 3,34584.5
555,Services,MAPA,2013-10-16,COM POUR VOUS,44700.0,Mémorial de l'abolition de l'esclavage - complément de scénographie - salle historique,39412.0
612,Services,AOO,2013-12-24,QUIETALIS,44986.0,"ACCORD CADRE - Maintenance préventive et curative (travaux urgents et ou inférieurs à 50O € HT) des matériels de cuisine professionnels de la VDN, du CCAS et de NM LOT 3",46335.99
518,Services,MAPA,2013-09-23,BOVIS TRANSPORTS,91712.0,"ACCORD CADRE - Expostion ""De Leur Temps IV"" - transports d'œuvres d'art - 1er marché subséquent",48589.93
113,Services,AOO,2013-03-04,BUREAU VERITAS,44807.0,Contrôles et  assistances techniques  sur le patrimoine immobilier et les bâtiments communaux - Contrôles construction et missions de conseil - Années 2013 à 2016  LOT 3,120000.0
603,Services,MN,2013-12-23,BIBLIOMONDO,94200.0,Contrat de maintenance et d'évolutions des progiciels des bibliothèques de la VDN,216000.0
403,Travaux,MAPA,2013-06-28,PAYSARCHI,44000.0,Réhabilitation des espaces verts LOT 2,23936.0
586,Travaux,MAPA,2013-11-15,SYNCHRONICITY,56520.0,Bellevue - Rue des Sables d'Olonne - aménagement d'un terrain multisports LOT 2,34999.41
538,Travaux,AOO,2013-10-15,REVET SOLS,44800.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 12,179868.48
393,Travaux,MAPA,2013-07-18,BRUNET ECTI,44880.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 14,182708.64
20,Travaux,MAPA,2013-01-14,ATELIERS BOUESNARD,49800.0,Restauration de la portes Saint Pierre du jardin archéologique et du square Coutant LOT 3,28629.37
230,Fournitures,AOO,2013-04-24,DOCKS GENERAUX,44400.0,Acquisition de vêtements de travail dont articles en coton équitable LOT 2,20385.68
492,Fournitures,AOO,2013-07-10,TABUR ELECTRICITE,44186.0,"Acquisition de fournitures pour la maintenance générale des bâtiments pour la VDN, le CCAS et l'ESBANM LOT 23",54214.2
563,Travaux,MAPA,2013-10-16,SN SAMARCH',44118.0,Stade Michel Lecointre - construction de locaux sports et SEVE LOT 7,35000.0
212,Travaux,MAPA,2013-04-11,OSMOSE,44260.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 de travaux d'entretien durable - traitement des façades LOT 4,52741.61
256,Travaux,MAPA,2013-05-03,PLAFISOL,44120.0,"GS du 1er degré, équipements petite enfance - programme 2013 de travaux d'entretion durable - mise en sécurité électrique et pose de plafonds suspendus LOT 3",64001.4
82,Fournitures,AOO,2013-02-27,TRANSGOURMET OUEST,44470.0,Fourniture de denrées alimentaires et plats cuisinés pour les écoles publiques et centres de loisirs de la Ville de Nantes LOT 6,24144.51
316,Fournitures,AOO,2013-05-27,ATLANTIC MOTOCULTURE,44840.0,Acquisition de matériels horticoles portatifs LOT 7,25048.38
629,Fournitures,AOO,2013-12-23,COLACO,69570.0,Acquisition de compacts-disques (CD) et DVD destinés au prêt et à la consultation LOLT 6,37012.26
111,Services,AOO,2013-03-04,BUREAU VERITAS,44807.0,Contrôles et  assistances techniques  sur le patrimoine immobilier et les bâtiments communaux - Contrôles construction et missions de conseil - Années 2013 à 2016  LOT 1,120000.0
300,Travaux,MAPA,2013-05-28,ICADE PROMOTION,44023.0,Pôle de service public Viviani - Ile de Nantes - travaux modificatifs d'aménagement suivant la VEFA,21154.0
282,Travaux,MAPA,2013-05-06,ADI,44800.0,"Equipements sportifs - programme légionnelle 2013 - Gymnase Gaston Turpin - réfection des installations d""eau chaude sanitaire LOT 3",55064.75
100,Travaux,MAPA,2013-03-08,DONADA,44700.0,Quartier Nantes - Sud - création d'un accueil sans hébergement Sarah Bernhardt LOT 2,148000.0
129,Travaux,AOO,2013-02-28,COULIOU FRERES,49190.0,"Eglise Saint Nicolas - travaux de restauration des parties basses de la nef : bas côtés et chapelle, niveaux intermédiaires LOT 6",219604.4
232,Travaux,MAPA,2013-05-03,MONNIER,44150.0,Equipements sportifs - programme légionnelle 2013 - site sportif Mangin Beaulieu - gymnase du Croissant - Piscine Durantière - réfection des installations eau chaude sanitaire LOT 2,261687.8
378,Services,MAPA,2013-06-28,SCHNEIDER ELECTRIC France,92506.0,"Contrat de maintenance, assistance et hébergement de la plateforme Vizelia Facility-online",154961.14
396,Travaux,MAPA,2013-06-28,LE GAL,44550.0,ACCORD CADRE - cimetières de Nantes - aménagements paysagers et monuments funéraires - 5ème marché subséquent au LOT 2,41017.0
262,Travaux,MAPA,2013-05-17,VOLUTIQUE,44119.0,"GS du 1er degré, équipements petite enfance - programme 2013 de travaux d'entretion durable - mise en sécurité électrique et pose de plafonds suspendus LOT 9",85954.52
196,Fournitures,AOO,2013-03-23,ATLANTIC AGENCEMENT,44270.0,Acquisition de mobiliers pour la médiathèque Lisa Bresner à Nantes LOT 1,164510.82
318,Services,MAPA,2013-05-22,FEERIE,44805.0,Spectacle pyrotechnique et musical du 14 juillet 2013 sur l'Ile de Nantes,24895.48
570,Services,MAPA,2013-10-25,ARAIS CONSEIL,44100.0,Convention ANRU - Vallon des Dervallières - Bout des Landes-Bruyère - Evaluation du dispositif de relogement phase II,32477.0
461,Services,MAPA,2013-08-08,ALMA CONSULTING,93558.0,Etude sur l'optimisation de la restauration municipale de Nantes,33790.0
225,Services,MAPA,2013-04-22,SOCIETE NOUVELLE CATALYS,44300.0,"Evaluation de l'expérimentation ""freins à l'emploi et modes de garde"" à destination des familles monoparentales du RSA sur le Quartierf Nord",34200.0
115,Services,AOO,2013-03-04,SOCOTEC,44819.0,Contrôles et  assistances techniques  sur le patrimoine immobilier et les bâtiments communaux - Contrôles construction et missions de conseil - Années 2013 à 2016  LOT 5,120000.0
143,Travaux,MAPA,2013-03-18,CESA,44100.0,Gymnase Emile Morice - travaux de réhabilitation LOT 9,24363.04
385,Travaux,MAPA,2013-06-20,SERMCI,44220.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 6,83440.99
477,Fournitures,AOO,2013-07-10,LEGALLAIS BOUCHARD,14200.0,"Acquisition de fournitures pour la maintenance générale des bâtiments pour la VDN, le CCAS et l'ESBANM LOT 8",20964.08
198,Fournitures,AOO,2013-03-26,CIVEL,44200.0,Acquisition de mobiliers pourla médiathèque Lisa Bresner à Nantes LOT 3,25074.0
573,Fournitures,AOO,2013-10-25,PLG GRAND OUEST,44860.0,Acquisition et maintenance de matériels professionnels de nettoyage pour le groupement de commande VDN et CCAS LOT 2,26811.22
239,Fournitures,MAPA,2013-04-30,WEEF LUMIERE,38297.0,Jardin des Plantes - acquisition de projecteurs - mise en valeur nocturne LOT 1,39064.0
494,Fournitures,AOO,2013-07-11,COMPTOIR DU SUD OUEST,44334.0,"Acquisition de fournitures pour la maintenance générale des bâtiments pour la VDN, le CCAS et l'ESBANM LOT 25",55931.59
456,Fournitures,MAPA,2013-08-05,ATMI,78140.0,Acquisition et maintenance d'une solution de gestion des PV électroniques pour la Ville de Nantes,95677.0
268,Fournitures,AOO,2013-04-26,ENI,92300.0,"ACCORD CADRE - fourniture et acheminement de gaz naturel pour la VDN, NM et CCAS - LOT 2 - 2 ème marché subséquent",797376.3
587,Services,MAPA,2013-11-07,BOVIS TRANSPORTS,91700.0,Déménagement des œuvres grands formats et d'une sculpture - transport d'œuvres d'art,35213.03
102,Travaux,MAPA,2013-03-09,CRUARD COUVERTURE,53360.0,Quartier Nantes - Sud - création d'un accueil sans hébergement Sarah Bernhardt LOT 4,56508.63
188,Travaux,MAPA,2013-04-03,RORTAIS LE PAVEC,44406.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 - remplacement des menuiseries extérieures LOT 1,147862.0
392,Travaux,MAPA,2013-07-18,TURPEAU Paul,44800.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 13,209727.27
228,Fournitures,MAPA,2013-04-11,CITE MARINE,56700.0,Fourniture de nuggets de poisson cuits réfrigérés pour la cuisine centrale de la VDN,39246.0
127,Travaux,AOO,2013-02-28,LES METIERS DU BOIS,86240.0,"Eglise Saint Nicolas - travaux de restauration des parties basses de la nef : bas côtés et chapelle, niveaux intermédiaires LOT 4",22098.58
258,Travaux,MAPA,2013-05-03,ANCIENS ETS PERRAUD,44118.0,"GS du 1er degré, équipements petite enfance - programme 2013 de travaux d'entretion durable - mise en sécurité électrique et pose de plafonds suspendus LOT 5",64320.53
165,Travaux,MAPA,2013-03-27,TIJOU,44800.0,GS du 1er degré - programme 2013 de travaux d'entretien durable - réfection des peintures intérieures - LOT 3,99900.62
244,Travaux,MAPA,2013-05-03,ALCIA GENIE CLIMATIQUE,44220.0,GS du 1er degré équipements associatifs et petite enfance programme 2013 de travaux d'entretien durable - réfection de réseaux de chauffage intérieurs et de chaufferie LOT 2,173404.88
70,Travaux,MAPA,2013-02-22,COFELY AXIMA,44340.0,"Ile de Nantes - Pole de services publics - création et aménagement d'un multi-accueil, d'une mairie annexe et de bureaux LOT 11",186000.0
47,Fournitures,AOO,2013-05-10,DOCKS GENERAUX,44401.0,Acquisition de produits de la métallurgie - LOT 1 marché subséquent n° 7,20657.96
628,Fournitures,AOO,2013-12-20,ADAV,75020.0,Acquisition de compacts-disques (CD) et DVD destinés au prêt et à la consultation LOLT 6,37012.26
221,Services,AOO,2013-04-11,HOROLEC,44800.0,Maintenance corrective des installations télésurveillées de la VDN du CCAS de l'ESBANM et de NM,27162.9
469,Services,AOO,2013-08-14,PARIS NORD ASSURANCES,75009.0,"Assurance ""responsabilité et risques annexes""",106298.6
211,Travaux,MAPA,2013-04-11,PEINTURES CHALLANDAISES,85503.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 de travaux d'entretien durable - traitement des façades LOT 3,23900.0
284,Travaux,MAPA,2013-05-06,ENR,44800.0,"Equipements sportifs - programme légionnelle 2013 - Gymnase Gaston Turpin - réfection des installations d""eau chaude sanitaire LOT 5",41829.35
68,Travaux,MAPA,2013-02-22,OSMOSE,44260.0,"Ile de Nantes - Pole de services publics - création et aménagement d'un multi-accueil, d'une mairie annexe et de bureaux LOT 9",46703.03
390,Travaux,MAPA,2013-06-21,BOULFRAY,72200.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 11,57931.65
245,Travaux,MAPA,2013-05-03,LUCATHERMY,44340.0,GS du 1er degré équipements associatifs et petite enfance programme 2013 de travaux d'entretien durable - réfection de réseaux de chauffage intérieurs et de chaufferie LOT 3,78842.67
529,Travaux,AOO,2013-10-11,EURO ETANCHE,44410.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 3,104782.03
557,Travaux,MAPA,2013-10-23,BLANLOEIL,44194.0,Stade Michel Lecointre - construction de locaux sports et SEVE LOT 1,132275.1
240,Fournitures,MAPA,2013-04-29,PHILIPS France,92150.0,Jardin des Plantes - acquisition de projecteurs - mise en valeur nocturne LOT 2,21162.6
267,Fournitures,AOO,2013-04-26,ENI,92300.0,"ACCORD CADRE - fourniture et acheminement de gaz naturel pour la VDN, NM et CCAS - LOT 1 - 2 ème marché subséquent",277976.83
10,Services,AOO,2013-05-23,CLERSOL NANT'NET,44100.0,Nettoyage des locaux culturels et des salles de spectacles les week-end et jours fériés - Marché subséquent n° 1,24311.3
452,Travaux,MAPA,2013-05-06,ERECCA,44000.0,Plaine de jeux des Bernardières - rénovation des vestiaires - sanitaires LOT 11,40916.9
241,Fournitures,MAPA,2013-04-29,PHILIPS France,92150.0,Jardin des Plantes - acquisition de projecteurs - mise en valeur nocturne LOT 3,20862.98
55,Services,MAPA,2013-02-21,ARAIS,44200.0,"Animation d'un atelier sur une nouvelle forme d'engagement bénévole : ""le citoyen relais""",27975.0
202,Services,MAPA,2013-04-04,ARPEGE,44236.0,"Maintenance, assitance et extension des produits de la société pour les besoins de la Ville de Nantes",50000.0
37,Travaux,MAPA,2013-01-31,MAISONNING,37700.0,Interventions de dépannage urgents,20000.0
283,Travaux,MAPA,2013-05-07,AUBRY ATLANTIQUE,44690.0,"Equipements sportifs - programme légionnelle 2013 - Gymnase Gaston Turpin - réfection des installations d""eau chaude sanitaire LOT 4",26790.79
101,Travaux,MAPA,2013-03-09,VERON DIET,49110.0,Quartier Nantes - Sud - création d'un accueil sans hébergement Sarah Bernhardt LOT 3,101304.77
353,Travaux,MAPA,2013-06-17,ATLANTIQUE OUVERTURES,44360.0,Hôtel de Ville - Restructuration partielle des locaux niveaux 2 et 3 du 29 rue de Strasbourg LOT 8,174392.0
46,Fournitures,AOO,2013-02-08,DOCKS GENERAUX,44401.0,Acquisition de produits de la métallurgie - LOT 1 marché subséquent n° 6,21159.02
367,Travaux,MAPA,2013-04-29,SATEM,44470.0,GS du 1er degré - programme 2013 d'entretien durable - réhabilitation des sanitaires des écoles maternelles Chataigniers et Urbain Le Verrier LOT 11,21900.0
545,Travaux,MAPA,2013-10-11,EMFA,44840.0,Maison de quartier des Dervallières - aménagement d'une salle festive - travaux de désamiantage - LOT 4,29824.18
170,Travaux,MAPA,2013-03-26,PERRAULT FRERES,49290.0,Eglise Saint Similien - travaux de mise en sécurité LOT 2,73986.63
533,Travaux,MAPA,2013-10-11,EMFA,44840.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 7,142385.29
333,Services,MN,2013-05-28,AURA Architectes,44022.0,Ile de Nantes - Palais des sports de Beaulieu - extension du PSB,396000.0
301,Travaux,MAPA,2013-05-31,MISSIONS PUBLIQUES,75002.0,Animation d'un atelier citoyen - la vie étudiante à travers deux thématiques : le mieux-vivre des étudiants dans un espace solidaire - le lien entre les étudiants et les autres habitants,25083.61
298,Travaux,MAPA,2013-05-22,GUESNEAU COUVERTURE,44800.0,GS du 1er degré - équipements associatifs - programme 2013 de travaux d'entretien durable - réfection des couvertures LOT 3,28784.48
124,Travaux,AOO,2013-02-28,LEFEVRE,44985.0,"Eglise Saint Nicolas - travaux de restauration des parties basses de la nef : bas côtés et chapelle, niveaux intermédiaires LOT 1",695589.84
112,Services,AOO,2013-03-04,APAVE,44803.0,Contrôles et  assistances techniques  sur le patrimoine immobilier et les bâtiments communaux - Contrôles construction et missions de conseil - Années 2013 à 2016  LOT 2,120000.0
604,Services,AOO,2013-12-17,NGE,44007.0,Exploitation et gestion des salons Mauduit,269242.47
462,Travaux,MAPA,2013-08-06,INEO ATLANTIQUE,44303.0,Piscine Léo Lagrange - remplacement des centrales anti-intrusion et anti-incendie,45600.0
303,Fournitures,AOO,2013-05-22,FL44,44600.0,Fourniture de denrées alimentaires et plats cuisinés pour les écoles publiques et centres de loisirs de la VDN LOT 1,34214.3
436,Fournitures,AOO,2013-07-12,DMBP enseigne DISPANO,59813.0,Acquisition de fournitures de bois divers et de plastiques a vitre pour la VDN et NM LOT 3,66329.07
513,Services,MAPA,2013-09-04,ATLANTIC LOGISTIQUE,44100.0,"ACCORD CADRE - exposition ""Henri Pierre Picou et les néo-grecs"" - transport d'œuvres d'art - 1er marché consécutif",22706.47
294,Travaux,MAPA,2013-05-17,GROUPE SNEF,44814.0,GS 1er degré et équipements associatifs et jeunesse programme 2013 - remplacement des alarmes incendie LOT 3,21000.0
166,Travaux,MAPA,2013-03-28,OSMOSE,44260.0,GS du 1er degré - programme 2013 de travaux d'entretien durable - réfection des peintures intérieures - LOT 4,28230.08
261,Travaux,MAPA,2013-05-03,ACOUSTIC OUEST,44690.0,"GS du 1er degré, équipements petite enfance - programme 2013 de travaux d'entretion durable - mise en sécurité électrique et pose de plafonds suspendus LOT 8",32764.76
548,Travaux,MAPA,2013-10-11,RORTAIS LE PAVEC,44406.0,Maison de quartier des Dervallières - aménagement d'une salle festive - travaux de désamiantage - LOT 7,34152.54
8,Travaux,MAPA,2013-01-02,AQUASAN 03,33610.0,Sites sportifs de haut niveau de la Ville de Nantes - travaux de mise en place d'un système de traitement et désinfection anti légionnelle des installations d'eau chaude sanitaire,50000.0
255,Travaux,MAPA,2013-05-03,EIFFAGE ENERGIE,44476.0,"GS du 1er degré, équipements petite enfance - programme 2013 de travaux d'entretion durable - mise en sécurité électrique et pose de plafonds suspendus LOT 2",79310.7
144,Travaux,MAPA,2013-03-18,SITHS,44115.0,Gymnase Emile Morice - travaux de réhabilitation LOT 10,84000.0
552,Travaux,MAPA,2013-10-18,ATLANT'ELEC CONSEIL,44840.0,Maison de quartier des Dervallières - aménagement d'une salle festive - travaux de désamiantage - LOT 11,89910.18
535,Travaux,AOO,2014-01-02,HARLEQUIN,,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 9,141413.68
531,Travaux,AOO,2013-10-11,JET ALU,53500.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 5,168114.45
495,Fournitures,AOO,2013-07-11,GUILLEBERT,59790.0,"Acquisition de fournitures pour la maintenance générale des bâtiments pour la VDN, le CCAS et l'ESBANM LOT 26",60691.2
176,Services,AOO,2013-04-02,PERICOLO,44100.0,"Missions d'assistance économiques, techniques et financières pour lesopérations de travaux de gros entretien et de rénovation et de mises aux normes LOT 1",72500.0
235,Travaux,MAPA,2013-05-02,MOBIPLAY ATLANTIQUE,44310.0,Réaménagement des abords du local associatif des Marsauderies - aménagements paysagers - aménagement terrain multisports LOT 2,26950.0
182,Travaux,MAPA,2013-04-02,ATELIER RAUD,17330.0,Travaux de restauration de la façade sud du bâtiment de la Psalette LOT 2,27287.0
348,Travaux,MAPA,2013-06-17,AGASSE,44450.0,Hôtel de Ville - Restructuration partielle des locaux niveaux 2 et 3 du 29 rue de Strasbourg LOT 3,34523.29
72,Travaux,MAPA,2013-02-22,ATLANTIC ENVIRONNEMENT,44640.0,"Ile de Nantes - Pole de services publics - création et aménagement d'un multi-accueil, d'une mairie annexe et de bureaux LOT 13",38923.5
561,Travaux,MAPA,2013-10-16,CRUARD,53360.0,Stade Michel Lecointre - construction de locaux sports et SEVE LOT 5,39700.0
568,Travaux,MAPA,2013-10-17,ANCIENS ETS PERRAUD,44118.0,Stade Michel Lecointre - construction de locaux sports et SEVE LOT 12,43468.6
126,Travaux,AOO,2013-02-28,TOLLIS,94550.0,"Eglise Saint Nicolas - travaux de restauration des parties basses de la nef : bas côtés et chapelle, niveaux intermédiaires LOT 3",113981.5
163,Travaux,MAPA,2013-03-27,VOLUME et COULEURS,44800.0,GS du 1er degré - programme 2013 de travaux d'entretien durable - réfection des peintures intérieures - LOT 1,131167.43
511,Services,MAPA,2013-08-28,BIAGGO PIEDCHAUD,33000.0,"Projet urbain Joliot-Curie/Clos Toreau - secteur Ripossière ""Mairie Annexe"" - Nantes - Mission d'architecte-urbaniste coordinateur",25083.61
208,Services,AOO,2013-04-09,ANDEGAVE AFFICHAGE,49100.0,Distribution de documents sur le territoire de la Ville de Nantes et de Nantes Métropole pour les membres du groupement de commandes LOT 2,34840.0
3,Services,AOO,2013-01-11,CTV,44120.0,"ACCORD CADRE - Maintenance préventive et curative (travaux urgents ou inférieurs à 300 € HT) des installations télésurveillées de la Villede Nantes, l'ESBANM du CCAS et de Nantes Métropole LOT 1",64483.8
426,Travaux,MAPA,2013-07-01,KOMPAN,77198.0,Réhabilitation et renouvellement de jeux LOT 12,26983.41
540,Travaux,AOO,2013-10-11,ABH,35742.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 14,32500.0
