COLL_NOM,COLL_SIRET,COLL_TYPE,ACTE_REF,CONV_DAT,ATTRIB_SIRET,ATTRIB_NOM,Type bénéficiaire,SUB_OBJET,Montant décidé mouvement
Département de la Savoie,22730001900014.0,DEP,2018-009,13/07/2018,77646506400017.0,OGEC LE ROCHER ,Personne morale de droit privé,SUB AIDE A L'INVESTISSEMENT 2018,47580
Département de la Savoie,22730001900014.0,DEP,2018-004,23/03/2018,41426248500058.0,PAYS DE SAVOIE SOLIDAIRES ,Personne morale de droit privé,Anima Terre Jeunesse pour Haïti,60000
Département de la Savoie,22730001900014.0,DEP,2018-004,23/03/2018,41426248500058.0,PAYS DE SAVOIE SOLIDAIRES ,Personne morale de droit privé,Mise en oeuvre des opérations de coopération Haïti,54000
Département de la Savoie,22730001900014.0,DEP,2018-004,23/03/2018,41426248500058.0,PAYS DE SAVOIE SOLIDAIRES ,Personne morale de droit privé,Subvention exceptionnelle,30000
Département de la Savoie,22730001900014.0,DEP,2018-004,23/03/2018,41426248500058.0,PAYS DE SAVOIE SOLIDAIRES ,Personne morale de droit privé,subv. fonc 2018,310500
Département de la Savoie,22730001900014.0,DEP,2019-001,19/10/2018,41426248500058.0,PAYS DE SAVOIE SOLIDAIRES ,Personne morale de droit privé,Subvention de fonctionnement - Acompte n° 1,103500
Département de la Savoie,22730001900014.0,DEP,2018-012,19/10/2018,32657833300139.0,SANTE ET BIEN ETRE ,Personne morale de droit privé,Restauration couverture aile ppale Château des Marches,25013
Département de la Savoie,22730001900014.0,DEP,2018-004,23/03/2018,51300158600017.0,SA SP PRO AIX MAURIENNE SAVOIE BASKET ,Personne morale de droit privé,Sub club pro 2018,95000
Département de la Savoie,22730001900014.0,DEP,2018-005,30/03/2018,38937871200027.0,SAVOIE VIVANTE ,Personne morale de droit privé,CDF 2018 APP 1,25000
Département de la Savoie,22730001900014.0,DEP,2018-004,23/03/2018,44191019700090.0,SOCIETE D'ECONOMIE ALPESTRE DE SAVOIE ,Personne morale de droit privé,RENFORCEMENT INGENIERIE PASTORALE,85000
Département de la Savoie,22730001900014.0,DEP,2018-005,30/03/2018,31860629000092.0,SOLIHA ISERE SAVOIE ,Personne morale de droit privé,CDF 2018 APP 1 AIDES TECHNIQUES,25000
Département de la Savoie,22730001900014.0,DEP,2018-005,30/03/2018,32282895500029.0,TERNELIA LES GRANDS MASSIFS ,Personne morale de droit privé,mise aux normes et modernisation VV télémark Pralognan,95000
Département de la Savoie,22730001900014.0,DEP,2018-004,23/03/2018,42482653500025.0,TRANS SERVICE ASSOCIATION ,Personne morale de droit privé,FAFS TRANS SERVICE,50525
Département de la Savoie,22730001900014.0,DEP,2018-007,01/06/2018,80801962400010.0,UNION DES STRUCTURES POUR L'INSERTION PAR L'ECONOMIE DE SAVOIE ,Personne morale de droit privé,FSE 2018,25000
Département de la Savoie,22730001900014.0,DEP,2018-004,23/03/2018,77567565500010.0,UNSS SERVICE DEPARTEMENTAL SAVOIE IA ,Personne morale de droit privé,Sub comite sportif dep 2018,44000
,,,,,,,,,
