COLL_NOM,COLL_SIRET,COLL_TYPE,ACTE_REF,CONV_DAT,ATTRIB_SIRET,ATTRIB_NOM,Type bénéficiaire,SUB_OBJET,Montant décidé mouvement
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,31748E+13",AQCV ASSOCIATION QUARTIER CENTRE VILLE ,Personne morale de droit privé,Sub CTJ 2017,26000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,42952E+13",ARTS DU CIRQUE ,Personne morale de droit privé,Fonctionnement et actions 2017,32800
Département de la Savoie,"2,273E+13",DEP,2017-012,20/10/2017,"7,76442E+13",ASS AIDE AUX FAMILLES A DOMICILE AFD ,Personne morale de droit privé,DESSAD AFD,23096
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,23327E+13",ASS DEPART DEVEL ET COORD DES ACTIONS EN FAVEUR DES ETRANGERS 73 ,Personne morale de droit privé,Fonctionnement ADDCAES,58000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,42081E+13",ASS DEPARTEMENTALE RECHERCHE ARCHEOLOGIQUE EN SAVOIE ADRAS ,Personne morale de droit privé,ADRAS 2017,35000
Département de la Savoie,"2,273E+13",DEP,2017-009,30/06/2017,"3,8336E+13",ASSOCIATION ADAC LE DOME THEATRE ,Personne morale de droit privé,2017 SOUTIEN AUX ACTIONS DU JEUNE PUBLIC,60000
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"3,8336E+13",ASSOCIATION ADAC LE DOME THEATRE ,Personne morale de droit privé,ADAC SOLDE,42138
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,80401E+13",ASSOCIATION ALBERTVILLE TARENTAISE EXPANSION ,Personne morale de droit privé,Soutien 2017 attente création agence éco régionale,50000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"7,92207E+13",ASSOCIATION D'ACTION SOCIALE DU DEPARTEMENT DE LA SAVOIE AASDES ,Personne morale de droit privé,SUBVENTION AASDES 2017,440500
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"7,92207E+13",ASSOCIATION D'ACTION SOCIALE DU DEPARTEMENT DE LA SAVOIE AASDES ,Personne morale de droit privé,SUBVENTION AASDES 2018,121500
Département de la Savoie,"2,273E+13",DEP,2017-004,17/02/2017,"3,49038E+13",ASSOCIATION DEPARTEMENTALE D'INFORMATION SUR LE LOGEMENT ,Personne morale de droit privé,subvention annuelle ADIL,92173
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,29582E+13",ASSOCIATION DEPARTEMENTALE LOISIRS VACANCES POUR HANDICAPES MENTAUX ,Personne morale de droit privé,FAFS ADLV,39000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,30327E+13",ASSOCIATION DEPARTEMENTALE SAVOIE NORDIQUE ,Personne morale de droit privé,Subv 2017 Savoie Nordique,36149
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"7,76512E+13",ASSOCIATION SAVOYARDE DES CLASSES DE DECOUVERTE ,Personne morale de droit privé,Subvention ASCD 2017,345000
Département de la Savoie,"2,273E+13",DEP,2017-004,17/02/2017,"3,2339E+13",ASSOCIATION SAVOYARDE POUR LE DEVELOPPEMENT DES ENERGIES RENOUV(ASDER) ,Personne morale de droit privé,Subvention COTISATION 2017,33750
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,2339E+13",ASSOCIATION SAVOYARDE POUR LE DEVELOPPEMENT DES ENERGIES RENOUV(ASDER) ,Personne morale de droit privé,Subvention COTISATION 2017,101250
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"3,2339E+13",ASSOCIATION SAVOYARDE POUR LE DEVELOPPEMENT DES ENERGIES RENOUV(ASDER) ,Personne morale de droit privé,Subvention 2018,33750
Département de la Savoie,"2,273E+13",DEP,2017-011,15/09/2017,"3,92096E+13",ASSOCIATION VIVRE EN VAL D ARLY ,Personne morale de droit privé,2017 CDF VIVRE EN VAL D ARLY,23000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,31887E+13",ASS PROMOTION ET ENSEIGNEMENT DES MUSIQUES ACTUELLES DE SAVOIE APEJS ,Personne morale de droit privé,Fonctionnement et programmation 2017,50250
Département de la Savoie,"2,273E+13",DEP,2017-008,19/05/2017,"3,32109E+13",ATELIERS DES ARTS DE L'ALBANAIS ,Personne morale de droit privé,Enseignements artistiques Sub 2017,"54810,25"
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,88814E+13",BOB LUGE FRANCE ASSOCIATION ,Personne morale de droit privé,Sub equipement olympique 2017,85000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,30274E+13",CAUE DE LA SAVOIE ,Personne morale de droit privé,Fonctionnement 2017,417554
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"3,30274E+13",CAUE DE LA SAVOIE ,Personne morale de droit privé,Acompte 25% avant BP,137500
Département de la Savoie,"2,273E+13",DEP,2017-011,15/09/2017,"7,53223E+13",CENTRE SOCIAL ET CULTUREL DES COMBES ,Personne morale de droit privé,2017 CDF CENTRE SOCIO CULTUREL DES COMBES,23000
Département de la Savoie,"2,273E+13",DEP,2017-011,15/09/2017,"4,00463E+13",CENTRE SOCIO-CULTUREL DES MOULINS CHAMBERY ,Personne morale de droit privé,CDF 2017 CSC LES MOULINS,23000
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"4,95283E+13",CESARINE SCI ,Personne morale de droit privé,Mise en accessibilité du restaurant la Cavale aux Saisies - Contrat tourisme adapté beaufortain,38844
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,41752E+13",CHAMBERY SAVOIE HANDBALL SASP ,Personne morale de droit privé,Sub club pro 2017,330000
Département de la Savoie,"2,273E+13",DEP,2017-010,21/07/2017,"7,76465E+13",COLLEGE PRIVE NOTRE DAME DU ROCHER ,Personne morale de droit privé,SUB AIDE A L'INVESTISSEMENT 2017,45276
Département de la Savoie,"2,273E+13",DEP,2017-010,21/07/2017,"7,76465E+13",COLLEGE ST FRANCOIS DE SALES ,Personne morale de droit privé,SUB AIDE A L'INVESTISSEMENT 2017,95299
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,20048E+13",COMITE DEPARTEMENTAL OLYMPIQUE ET SPORTIF ,Personne morale de droit privé,Sub comite sportif dep 2017,71400
Département de la Savoie,"2,273E+13",DEP,2017-009,30/06/2017,"3,20048E+13",COMITE DEPARTEMENTAL OLYMPIQUE ET SPORTIF ,Personne morale de droit privé,Sub comite sportif dep 2017,33600
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"3,20048E+13",COMITE DEPARTEMENTAL OLYMPIQUE ET SPORTIF ,Personne morale de droit privé,Sub acpte 25% 2017,26250
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,31636E+13",COMITE DE SKI DE SAVOIE ,Personne morale de droit privé,Sub comite sportif dep 2017,67500
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"3,20179E+13",CONFEDERATION NATIONALE DU LOGEMENT ,Personne morale de droit privé,subvention CNL 2017,23000
Département de la Savoie,"2,273E+13",DEP,2017-004,17/02/2017,"3,82151E+13",CONSERVATOIRE ESPACES NATURELS DE SAVOIE ,Personne morale de droit privé,Fonctionnement 2017,47500
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,82151E+13",CONSERVATOIRE ESPACES NATURELS DE SAVOIE ,Personne morale de droit privé,Fonctionnement 2017,142500
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,82151E+13",CONSERVATOIRE ESPACES NATURELS DE SAVOIE ,Personne morale de droit privé,Investissement 2017,30000
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"3,82151E+13",CONSERVATOIRE ESPACES NATURELS DE SAVOIE ,Personne morale de droit privé,Fonctionnement 2018,47500
Département de la Savoie,"2,273E+13",DEP,2017-002,02/01/2017,"7,4702E+13",CRISTAL HABITAT ,Personne morale de droit privé,Demolition ANRU-CHAMBERY Acacias fleuris 30 lgts CP 26/04/2013,"37907,5"
Département de la Savoie,"2,273E+13",DEP,2017-002,02/01/2017,"7,4702E+13",CRISTAL HABITAT ,Personne morale de droit privé,Demolition ANRU-CHAMBERY Le bois joli 105 lgts CP 25/02/2011,44575
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,33871E+13",CRITT - CENTRE REGIONAL D'INNOVATION ET DE TRANSFERT TECHNOLOGIQUES ,Personne morale de droit privé,Soutien 2017 attente création Agence éco régionale,210000
Département de la Savoie,"2,273E+13",DEP,2017-008,19/05/2017,"4,08479E+13",DEVA ,Personne morale de droit privé,Enseignements artistiques Sub 2017,"30395,25"
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,24507E+13",DISTRICT DE SAVOIE DE FOOTBALL ,Personne morale de droit privé,Sub comite sportif dep 2017,24250
Département de la Savoie,"2,273E+13",DEP,2017-008,19/05/2017,"3,48271E+13",ECOLE INT MUSIQUE CANTON ST ALBAN LEYSSE ,Personne morale de droit privé,Enseignements artistiques Sub 2017,"55632,25"
Département de la Savoie,"2,273E+13",DEP,2017-011,15/09/2017,"3,51908E+13",ESPACE ASSOCIATIF CANTONAL ,Personne morale de droit privé,2017 CDF ESPACE ASSOCIATIF CANTONAL AIME,23000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,09277E+13",FACIM ,Personne morale de droit privé,FACIM 2017,415000
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"3,09277E+13",FACIM ,Personne morale de droit privé,SUBVENTION FACIM 2018,137500
Département de la Savoie,"2,273E+13",DEP,2017-011,15/09/2017,"7,76474E+13",FEDERATION DEPART ASS ADMR ,Personne morale de droit privé,CDF 2017 FEDERATION ADMR,23000
Département de la Savoie,"2,273E+13",DEP,2017-012,20/10/2017,"7,76474E+13",FEDERATION DEPART ASS ADMR ,Personne morale de droit privé,DESSAD ADMR,305444
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"3,04489E+13",FEDERATION DE SAVOIE PECHE ET PROTECTION MILIEU AQUATIQUE ,Personne morale de droit privé,bâtiment d'accueil au plan d'eau fédéral de barouchat 1ere tr fi,50000
Département de la Savoie,"2,273E+13",DEP,2017-014,01/12/2017,"3,04489E+13",FEDERATION DE SAVOIE PECHE ET PROTECTION MILIEU AQUATIQUE ,Personne morale de droit privé,bâtiment d'accueil au plan d'eau de Barouchat 2eme tr fi,30000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"7,76467E+13",FEDERATION DES OEUVRES LAIQUES DE LA SAVOIE ,Personne morale de droit privé,Sub asso departementale 2017,38000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,38878E+13",FEDERATION MUSICALE DE SAVOIE ,Personne morale de droit privé,Fonctionnement et actions 2017,166500
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"3,38878E+13",FEDERATION MUSICALE DE SAVOIE ,Personne morale de droit privé,FMS Solde 2018,41625
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"7,75671E+13",FED FRANCAISE CLUBS ALPINS ET MONTAGNE FFCAM ,Personne morale de droit privé,refuge col de la Vanoise 6ème tr fi,200000
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"7,75671E+13",FED FRANCAISE CLUBS ALPINS ET MONTAGNE FFCAM ,Personne morale de droit privé,restructuration et extension du refuge de la dent parrachée,50000
Département de la Savoie,"2,273E+13",DEP,2017-014,01/12/2017,"7,75671E+13",FED FRANCAISE CLUBS ALPINS ET MONTAGNE FFCAM ,Personne morale de droit privé,reconstruction refuge col Vanoise solde,26467
Département de la Savoie,"2,273E+13",DEP,2017-010,21/07/2017,"7,75689E+13",FONDATION ORPHELINS APPRENTIS AUTEUIL COLLEGE SAINT PAUL ,Personne morale de droit privé,SUB AIDE A L'INVESTISSEMENT 2017,90318
Département de la Savoie,"2,273E+13",DEP,2017-010,21/07/2017,"4,83929E+13",GUIDANCE 73 RESIDENCE SOCIALE JOSEPH ESCOFFIER ,Personne morale de droit privé,insertion des jeunes par le logement,37600
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"3,98211E+13",HOTEL DU RELAIS ,Personne morale de droit privé,"mise aux normes, modernisation et extension hôtel petit st bernard",65000
Département de la Savoie,"2,273E+13",DEP,2017-004,17/02/2017,"4,49208E+13",INES PLATEFORME FORMATION ET EVALUATION ,Personne morale de droit privé,Fonctionnement structure 2017,54963
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,49208E+13",INES PLATEFORME FORMATION ET EVALUATION ,Personne morale de droit privé,Fonctionnement 2017,214887
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"4,49208E+13",INES PLATEFORME FORMATION ET EVALUATION ,Personne morale de droit privé,Acompte 25% avant BP,67463
Département de la Savoie,"2,273E+13",DEP,2017-012,20/10/2017,"3,2339E+13",IREPS EDUCATION SANTE RHONE ALPES ,Personne morale de droit privé,2017 FAFS IREPS,64000
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"4,94739E+13",LA MOLLINIERE ,Personne morale de droit privé,mise aux normes incendie et secours de l'hôtel la mollinière NDB,40000
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"8,07761E+13",LA TABLE D'AURE ,Personne morale de droit privé,modrnisation des chambres de l'hôtel la table d'auré,25000
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"3,88293E+13",LE GRILLON ASSOCIATION ,Personne morale de droit privé,supplément gestion locative parc classique,102856
Département de la Savoie,"2,273E+13",DEP,2017-009,30/06/2017,"7,76509E+13",LES AMIS DU CINEMA ASSOCIATION ,Personne morale de droit privé,2017 DIFFUSION CINEMATOGRAPHIQUE,45000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,94609E+13",LES NUITS D'ETE ,Personne morale de droit privé,FESTIVAL LES NUITS D'ETE,30000
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"7,76461E+13",MAISON DE LA CULTURE DE CHAMBERY ET SAVOIE ESPACE MALRAUX AMCCS ,Personne morale de droit privé,AMCCS Solde 2018,100500
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"7,76468E+13",MAISON DES JEUNES ET DE LA CULTURE DE CHAMBERY MJC ,Personne morale de droit privé,Sub CTJ 2017,24500
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,93806E+13",MAISON DES JEUX OLYMPIQUES ,Personne morale de droit privé,MAISON DES JEUX 2017,48750
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,2953E+13",MISSION LOCALE JEUNES DU BASSIN CHAMBERIEN ,Personne morale de droit privé,Sub asso departementale 2017,33000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,10219E+13",MSSA ,Personne morale de droit privé,Travaux sur bati Plan de prevention des risques technologiques,"86791,5"
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,98542E+13",MUSIQUE PASSION ASSOCIATION ,Personne morale de droit privé,FESTIVAL LES NUITS ROMANTIQUES,40000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,07013E+13",OFFICES DE TOURISME SAVOIE MONT BLANC OT73 SMB ,Personne morale de droit privé,fonctionnement UDOTSI 2017 solde,66920
Département de la Savoie,"2,273E+13",DEP,2017-011,15/09/2017,"8,18095E+13",OFFICE TOURISME PAYS LAC AIGUEBELETTE ,Personne morale de droit privé,Promotion et site internet Pays du Lac - 2017,25511
Département de la Savoie,"2,273E+13",DEP,2017-010,21/07/2017,"7,76491E+13",OGEC COLLEGE PRIVE NOTRE DAME DE LA VILLETTE ,Personne morale de droit privé,SUB AIDE A L'INVESTISSEMENT 2017,82441
Département de la Savoie,"2,273E+13",DEP,2017-010,21/07/2017,"7,76437E+13",OGEC LAMARTINE LE GAZOUILLIS ,Personne morale de droit privé,SUB AIDE A L'INVESTISSEMENT 2017,52741
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,14262E+13",PAYS DE SAVOIE SOLIDAIRES ,Personne morale de droit privé,2017 Subvention de fonctionnement,291750
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,14262E+13",PAYS DE SAVOIE SOLIDAIRES ,Personne morale de droit privé,Coop décentralisée ANIMA TERRE,110000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,14262E+13",PAYS DE SAVOIE SOLIDAIRES ,Personne morale de droit privé,Coop décentralisée BIGNONA,50000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,14262E+13",PAYS DE SAVOIE SOLIDAIRES ,Personne morale de droit privé,Coop décentralisée HAITI,64900
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"4,14262E+13",PAYS DE SAVOIE SOLIDAIRES ,Personne morale de droit privé,subv. fonc 2018 acompte 1,103500
Département de la Savoie,"2,273E+13",DEP,2017-012,20/10/2017,"3,26578E+13",SANTE ET BIEN ETRE ,Personne morale de droit privé,EHPAD EHPAD FOYER NOTRE DAME,463887
Département de la Savoie,"2,273E+13",DEP,2017-012,20/10/2017,"3,26578E+13",SANTE ET BIEN ETRE ,Personne morale de droit privé,EHPAD EHPAD FOYER NOTRE DAME equipement mobilier,139500
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"5,13002E+13",SA SP PRO AIX MAURIENNE SAVOIE BASKET ,Personne morale de droit privé,Sub club pro 2017,100000
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"8,2407E+13",SAV EURE ,Personne morale de droit privé,mise aux normes et modernisation de l'hotel novalaise plage,58000
Département de la Savoie,"2,273E+13",DEP,2017-009,30/06/2017,"8,2407E+13",SAV EURE ,Personne morale de droit privé,Rénovation de l'hotel-restaurant à Novalaise Plage,28000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"3,89379E+13",SAVOIE VIVANTE ,Personne morale de droit privé,Sub asso departementale 2017,68657
Département de la Savoie,"2,273E+13",DEP,2017-011,15/09/2017,"3,89379E+13",SAVOIE VIVANTE ,Personne morale de droit privé,CDF 2017 SAVOIE VIVANTE,23000
Département de la Savoie,"2,273E+13",DEP,2017-013,20/10/2017,"3,89379E+13",SAVOIE VIVANTE ,Personne morale de droit privé,Sub acpte 25% 2017,23161
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"8,2357E+13",SCI LES GEORGIERES ,Personne morale de droit privé,création d'un gîte d'étapes à Flumet,25000
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"5,34088E+13",SCI TERRE ROUGE ,Personne morale de droit privé,refuge terre rouge solde valmeinier,53125
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"3,5036E+13",SOC DES ETS THERMAUX DE BRIDES LES BAINS ET SALINS LES THERMES ,Personne morale de droit privé,Piscine thermale Salins 1ère,130000
Département de la Savoie,"2,273E+13",DEP,2017-014,01/12/2017,"3,5036E+13",SOC DES ETS THERMAUX DE BRIDES LES BAINS ET SALINS LES THERMES ,Personne morale de droit privé,Piscine thermale Salins 1ère,70000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,4191E+13",SOCIETE D'ECONOMIE ALPESTRE DE SAVOIE ,Personne morale de droit privé,AIDES AUX MISSIONS MEDIATION,45000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"4,24827E+13",TRANS SERVICE ASSOCIATION ,Personne morale de droit privé,FAFS TRANS SERVICE,50525
Département de la Savoie,"2,273E+13",DEP,2017-007,14/04/2017,"3,12941E+13",UNION LOISIRS VACANCES FAMILLES PATRIMOINE ,Personne morale de droit privé,modernisation du CIS d'Albertville,50000
Département de la Savoie,"2,273E+13",DEP,2017-006,31/03/2017,"7,75676E+13",UNSS SERVICE DEPARTEMENTAL SAVOIE IA ,Personne morale de droit privé,Sub comite sportif dep 2017,23000
