diffuseur,gestionnaire,title,description,theme,keyword,license,language,modified,data_processed,metadata_processed,publisher,references,records_count,dcat_created,dcat_issued,dcat_creator,dcat_contributor,dcat_accrualperiodicity,dcat_spatial,dcat_temporal,datasetid0,cycle,periodicity,license_url,metadata_languages,timezone,modified_updates_on_metadata_change,modified_updates_on_data_change,geographic_reference,geographic_reference_auto,territory,shared_catalog,federated,dcat_publisher_type,dcat_conforms_to,dcat_ap_it_publisher_id
Région des Pays de la Loire,Mauges Communauté,Terrains d'accueil des gens du voyage - Mauges Communauté,<p>Ensemble des terrains d'accueil des gens du voyage situés sur le territoire de Mauges Communauté.</p>,Santé / Social,"TAGV,Terrains,Aires,Gens du voyage",Licence Ouverte v2.0 (Etalab),fr,2019-02-08T09:54:51+01:00,2019-02-21,2020-08-20T19:11:48+02:00,Mauges Communauté,http://www.maugescommunaute.fr/,3,,,,,,,,200060010_terrains-daccueil-des-gens-du-voyage-mauges-communaute,Finalisé,,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,Europe/Paris,False,False,fr_70_200060010,False,CA Mauges Communauté,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Angers Stationnement,"<p>Lieux de stationnement en parcs à usage public à Angers.</p><p>Ce jeu de données respecte le schéma des lieux de stationnement de la Base Consolidé des Données de stationnement conformément au <a href=""https://schema.data.gouv.fr/etalab/schema-stationnement/latest.html#cadre-juridique"" target=""_blank"">cadre légal</a>.</p><p>Ce jeu de données est construit pour une première partie en respect donc du schéma des lieux de stationnement <a href=""https://csv-gg.etalab.studio/?schema=etalab%2Fschema-stationnement"" target=""_blank""><b>Description du schéma</b></a>.<br/>Pour une seconde partie, il y est inclut les champs du jeu de données déjà existant sur ce portail <a href=""https://data.angers.fr/explore/dataset/pv_equip_parking/information/"">Parking Angers</a> : Id Parking, Moyens d'accès, exploitant, gpl, accessibilité, horaires_ouverture, horaires_fermeture, fermetures_exceptionnelles, horaires_exceptionnelles, photo.</p><p>Ce jeu de données permet de faire une correspondance avec la <a href=""https://data.angers.fr/explore/dataset/parking-angers/information/"" target=""_blank"">disponibilité en temps-réel </a>dans ces parkings par le champ ID_PARKING.<br/></p><p><b>Le jeu de données <a href=""https://data.angers.fr/explore/dataset/pv_equip_parking/information/"" target=""_blank"">Parking Angers</a> sera supprimé prochainement et remplacé par ce jeu de données</b></p><hr/><p>Description de certains champs</p><p>MOYENS_ACCES : la/les rue/s par laquelle/lesquelles accéder au parking</p><p>GPL : Accès (OUI ou NON) aux véhicules GPL munis de soupape de sécurité</p><p>HORAIRES_OUVERTURE | HORAIRES_FERMETURE : Description des horaires auxquelles les portes et portails sont fermés. A ces horaires, il est toujours possible d'y accéder pour les abonnés et aux horaires de sortie.</p><p>FERMETURE_EXCEPTION : Description d'une fermeture exceptionnelle. Cela concerne le Parking Leclerc le samedi de 00:00 à 17:00 en raison du marché hebdomadaire.</p><p>HORAIRES_EXCEPTION : Description d'une exception à HORAIRES_OUVERTURE | HORAIRES_FERMETURE. Cela concerne le Parking Bressigny qui ferme le dimanche à 15h.</p>",Mobilité,"stationnement,Parking",Open Database License (ODbL),fr,2020-03-26T17:19:31+01:00,2020-05-12,2021-08-31T03:16:49+02:00,ALTER,,18,,,,,,,,angers_stationnement,,,http://opendatacommons.org/licenses/odbl/,fr,,False,False,fr_80_49007,True,Angers,,True,,,
Région des Pays de la Loire,Région des Pays de la Loire,Qualité des eaux en Pays de la Loire - Mayenne,"<p>
	Origine des données</p>
<div>
	Ces données sont issues de la base nationale Naïades et produites par des organismes (intervenants) pour répondre à un besoin (étude, règlementation, recherche...) puis stockées dans des banques de référence qui peuvent stocker des données de plusieurs producteurs et répondant à plusieurs besoins. Il convient donc de bien distinguer les notions de producteur d'une donnée et de banque de référence de cette donnée.
</div> <br/>
<div>
	Le producteur de la donnée et les intervenants ayant réalisé les mesures
</div><div>
	Le ""producteur"" de la donnée est la personne morale (intervenant) ayant commandité la production de cette donnée, on peut parler de maître d'ouvrage de la donnée. Ce producteur peut être distinct de la (des) intervenant(s) ayant réalisé à proprement parler le prélèvement et la mesure.
</div> <br/>
<div>
	L'intervenant ayant réalisé le prélèvement, s'est à dire qui s'est déplacé sur le terrain pour effectuer des prélèvement d'eau ou des relevés d'espèce est appelé le ""préleveur"".
</div> <br/>
<div>
	L'intervenant ayant réalisé la mesure est identifié comme
</div> <br/>
<div>
	""Laboratoire"" pour la physicochimie : en effet les mesures de concentrations peuvent-être effectuées post-prélèvement dans un laboratoire d'analyses.
</div><div>
	""Déterminateur"" pour l'hydrobiologie : les comptages de taxons sont dans certains cas effectués post-prélèvement à l'aide d'un microscope dans un laboratoire d'hydrobiologie.
</div><div>
	Selon les organisations, pour une mesure unique il peut y avoir un deux ou trois intervenants jouant les rôles de producteur, préleveur et déterminateur.
</div> <br/>
<div>
	Exemple :
</div><div>
	<strong>En physicochimie</strong>
</div><div>
	Une agence de l'eau pourra commander des analyses à un bureau d'étude qui réalisera le prélèvement et transmettra les échantillons à un laboratoire qui mesurera les concentrations attendues. Dans ce cas : producteur = agence de l'eau ; préleveur = bureau d'étude ; laboratoire = laboratoire
</div><div>
	Si cette agence de l'eau est équipée d'un laboratoire d'analyse, elle peut elle même réaliser le prélèvement et les mesures de concentrations. Dans ce cas :
</div><div>
	producteur = agence de l'eau ; préleveur = agence de l'eau ; laboratoire = agence de l'eau
</div><div>
	<br/>
	<strong>En hydrobiologie</strong>
</div><div>
	Une DREAL peut réaliser prélèvement et déterminations d'invertébrés en régie
</div><div>
	producteur = DREAL ; préleveur = DREAL ; déterminateur = DREAL
</div><div>
	Un bureau d'étude peut réaliser prélèvement et déterminations pour le compte d'une agence de l'eau
</div><div>
	producteur = agence de l'eau ; préleveur = bureau d'étude ; laboratoire = bureau d'étude
</div><div>
	<strong>La banque de référence</strong>
</div><div>
	Les données exposées par Naïades sont administrées dans bases de données appelées banques de référence. Ce sont les banques de référence qui garantissent : la qualité des données (exhaustivité, intégrité, contrôles) ; la sécurité des données (historisation, sauvegardes) ; L'identification d'une base de donnée comme banque de référence est arbitrée instances de gouvernance du système d'information sur l'eau.
</div> <br/>
<div>
	Les opérateurs de ces banques de référence peuvent être les producteurs des données stockées dans les banques de référence mais pas nécessairement. Par exemple la base poisson de l'AFB contient des données produites par les services de l'AFB mais aussi par les fédérations de pêche, ou une base de donnée agence de l'eau peut contenir des données produites en propre ou par des conseils départementaux.
</div>",Environnement,"Eau,Qualité,Loire-Atlantique",Licence Ouverte v2.0 (Etalab),fr,2020-08-20T15:17:03+02:00,2020-06-09,2020-08-20T19:12:23+02:00,Agence de l’eau Loire-Bretagne,,509790,,,,,,,,18450301900087_qualite-des-eaux-en-pays-de-la-loire-mayenne,Finalisé,Annuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_60_53,False,Mayenne,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Etat des emprunts garantis par la Région des Pays de la Loire,"<p>
	Liste des organismes pour lesquels la Région de la Loire a accordé un cautionnement ou une garantie d'emprunt.<br/>
Source: compte administratif 2011, 2012, 2013, 2014, 2015, 2016 et 2017.</p><hr/>
<u>Plus d'informations :</u><br/>
<ul>
	<li><a href=""http://www.paysdelaloire.fr/conseil-regional/le-budget/"" target=""_blank"">Site de la Région des Pays de la Loire – Le budget</a></li>	<li><a href=""https://www.collectivites-locales.gouv.fr/linstruction-vigueur"" target=""_blank"">Site des collectivités locales- L'instruction en vigueur</a></li></ul>",Citoyenneté / Institution,"finance,budget",Open Database License (ODbL),fr,2020-08-20T15:24:25+02:00,2020-08-20,2020-08-20T19:10:33+02:00,Région des Pays de la Loire,,452,2012-10-03,2013-01-08,,,Annuelle,Pays de la Loire,Valable de 2011 à 2016,234400034_003-009_etat-des-emprunts-garantis-par-rpdl,Mettre à jour,Annuelle,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Points de vente ALEOP en Pays de la Loire,<p>Liste des points de vente du réseau ALEOP en Pays de la Loire.</p>,Mobilité,"Car,ALEOP,TER",Open Database License (ODbL),fr,2020-11-19T14:15:58+01:00,2020-02-03,2021-04-06T11:31:31+02:00,Région des Pays de la Loire,,252,,,,,,,,234400034_points-de-vente-aleop-en-pays-de-la-loire,Finalisé,Annuelle,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,PCAET Estuaire et Sillon,"<p style='font-family: -apple-system, system-ui, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'>Ce jeu de données recense le diagnostic et la stratégie du Plan Climat Air Énergie Territorial (PCAET) de Estuaire et Sillon.</p><p style='font-family: -apple-system, system-ui, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'>Le PCAET a été réalisé par Akajoule, Atmoterra et Auxilia.</p>",Environnement,"PCAET,Diagnostic,Stratégie,Estuaire et Sillon",Licence Creative Commons Attribution,fr,2020-12-03T14:24:10+01:00,2021-01-05,2021-08-31T03:16:53+02:00,Akajoule,,895,,,,,,,,pcaet-estuaire-sillon,,,https://creativecommons.org/licenses/by-sa/4.0/,fr,,True,False,fr_60_44,False,Loire-Atlantique,,True,,,
Région des Pays de la Loire,Région des Pays de la Loire,PCAET Challans,"<p>Ce jeu de données recense le diagnostic du Plan Climat Air Énergie Territorial (PCAET) de Challans Gois Communauté.</p><p>Le PCAET a été réalisée par Akajoule, Atmoterra et Cittanova.</p>",Environnement,"PCAET,Diagnostic,Challans",Licence Creative Commons Attribution,fr,2020-12-03T14:25:39+01:00,2021-08-12,2021-08-31T03:16:45+02:00,Akajoule,,1262,,,,,,,,pcaet-challans-diagnostic,Finalisé,Quotidienne,https://creativecommons.org/licenses/by-sa/4.0/,fr,,True,True,fr_60_85,False,Vendée,,True,,,
Région des Pays de la Loire,Région des Pays de la Loire,PCAET Baugeois Vallée,"<p>Ce jeu de données recense le diagnostic et la stratégie du Plan Climat Air Énergie Territorial (PCAET) de Baugeois Vallée.</p><p>Le PCAET a été réalisée par Akajoule, Atmoterra et Auxilia.</p>",Environnement,"PCAET,Diagnostic,Stratégie,Baugeois",Licence Creative Commons Attribution,fr,2021-03-30T09:21:18+02:00,2021-07-20,2021-08-31T03:16:41+02:00,Akajoule,,857,,,,,,,,pcaet-baugeois-diagnostic,Finalisé,,https://creativecommons.org/licenses/by-sa/4.0/,fr,,True,False,fr_60_49,False,Maine-et-Loire,,True,,,
Région des Pays de la Loire,DREAL Pays de la Loire,( ICPE - SEVESO ) Installations classées pour la protection de l'environnement en Pays de la Loire,"<p>En France, certaines installations exploitées par des entreprises ou des collectivités notamment présentent des dangers ou des inconvénients pour la commodité des riverains, la santé, la sécurité, la salubrité publique, l’agriculture, la protection de la nature et de l’environnement, la conservation des sites et des monuments. C’est pourquoi, elles font l’objet d’un encadrement réglementaire spécifique et peuvent faire l’objet d’inspection par les services de l’Etat ou par des organismes privés pour les installations les moins sensibles soumises à contrôle périodique. Dans cet objectif, ces installations sont répertoriées sous l’appellation « installations classées pour la protection de l’environnement - ICPE ».</p><p>Selon leur niveau de nuisance et/ou de dangerosité, ces ICPE fonctionnent soit sous un régime d’Autorisation (A), d’Enregistrement (E), de Déclaration avec Contrôle (DC) ou de Déclaration (D)<br/>Les dossiers de demandes d’autorisation d’exploiter ou d’enregistrement, déposés en préfecture par les exploitants, sont instruits par les services de l’inspection :</p><ul> <li>de la DREAL : pour les futurs établissements industriels</li><li>des DDPP : pour les futurs établissements d’élevages ou agro-alimentaire</li></ul><p>Il existe environ 20 000 ICPE en région Pays-de-la-Loire :</p><ul> <li>5 000 suivies par la DREAL</li><li>15 000 suivies par les DDPP</li></ul><p>Observation :<br/>Les ICPE sous régime de la Déclaration sont suivies par les préfectures de département. Même si certaines d’entre elles apparaissent sur cette carte, ce recensement n’est pas exhaustif et nous vous encourageons à vous rapprocher des services des préfectures pour de plus amples renseignements</p><p>Différentes catégories d’ICPE sont téléchargeables sur SIGLOIRE :</p><ul> <li>Les ICPE « IED »</li><li>Les ICPE – Seveso</li><li>Les ICPE A, E et S</li><li>Les ICPE – Silos</li><li>Les ICPE – TAR</li><li>Les ICPE - Carrières</li></ul><p>Origine</p><p>Les données proviennent de l'application SIIIC (système d'information des installations classées).</p><p>La géolocalisation est effectuée par la DREAL Pays de la Loire sur la base des coordonnées Lambert indiquées dans l'extraction.</p><p>Ces coordonnées peuvent avoir plusieurs niveau de précision :</p><ul> <li>Centroïde commune : les coordonnées ont automatiquement été renseignées par un point situé au centre de la commune</li><li>Adresse postale : les coordonnées ont été déterminées par géocodage de l'adresse de l'établissement</li><li>Coordonnées précises : les coordonnées correspondent effectivement à la localisation de l'établissement (saisie sur fond orthophotographique)</li><li>Coordonnées initiales : les coordonnées ont été reprises de GIDIC et leur précision est inconnu.<br/>Le champs ""précision"" ou ""Qualité de la géolocalisation"" contient l'une ou l'autre de ces valeurs.</li></ul><p>Cette donnée contient également les élevages</p>",Environnement,"SEVESO,ICPE",Licence Ouverte v2.0 (Etalab),fr,2021-08-01T00:02:30+02:00,2021-07-31,2021-08-01T00:02:30+02:00,DREAL Pays de la Loire,,54,,,,,,,,234400034_icpe-seveso-installations-classees-pour-la-protection-de-lenvironnemen,Finalisé,Mensuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,DREAL Pays de la Loire,"( ZNIEFF ) Zones Naturelles d'Intérêt Écologique, Faunistique et Floristique de type II en Pays de la Loire","<p>Zones Naturelles d'Intérêt Écologique, Faunistique et Floristique de type II (Deuxième génération mise à jour dans le cadre de l'inventaire permanent) en Pays de la Loire.</p><p>Les secteurs pouvant être concernés portent sur l'ensemble du territoire national, terrestre, fluvial et marin (départements d'outre-mer compris). Ils doivent être particulièrement intéressants sur le plan écologique, notamment en raison de l'équilibre ou de la richesse des écosystèmes qu'ils constituent, de la présence d'espèces végétales ou animales rares et menacées.</p><p><strong>Origine</strong></p><p>Numérisation à l'écran sur fond SCAN25.</p><p>L'inventaire ZNIEFF est réalisé à l'échelle régionale par des spécialistes dont le travail est validé par le Conseil scientifique régional du patrimoine naturel (CSRPN) nommé par le préfet de région. Les données sont ensuite transmises au Muséum national d'histoire naturelle par la DIREN (chargée de la coordination technique, administrative et financière de l'inventaire au niveau régional) pour évaluation et intégration au fichier national informatisé.</p><p>Les régions peuvent être associées à la conduite de cet inventaire dans le cadre de leurs compétences. En outre, les collectivités territoriales peuvent contribuer à la connaissance du patrimoine naturel par la réalisation d'inventaires locaux.<br/>Le préfet de région, les préfets de départements et les autres collectivités territoriales concernées sont informés de ces élaboration.</p><p>L'inventaire est conduit sous la responsabilité scientifique du MNHN.</p><p>Lors de l'élaboration d'un plan, programme ou projet, le préfet communique à la commune ou à l'établissement public de coopération intercommunale compétent toutes informations contenues dans l'inventaire utiles à cette élaboration.</p>",Environnement,"ZNIEF,Faune,Flore,Biodiversité",Licence Ouverte v2.0 (Etalab),fr,2021-08-01T00:04:25+02:00,2021-07-31,2021-08-01T00:04:25+02:00,DREAL Pays de la Loire,,251,,,,,,,,234400034_znieff-zones-naturelles-dinteret-ecologique-faunistique-et-floristiqu0,Finalisé,Mensuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,DREAL Pays de la Loire,( SRE ) Installations solaires photovoltaïques au sol en Pays de la Loire,"<p>L'énergie solaire photovoltaïque est produite à partir du rayonnement solaire, grâce à des modules photovoltaïques qui convertissent ce rayonnement en électricité.</p><p>Les centrales solaires au sol font l'objet d'un permis de construire instruit par les services de l’État. Cette table contient les centrales solaires au sol dont le permis de construire a été accordé, modifié, refusé, annulé ou abandonné (ne sont pas représentés les PC déposés).</p><p>Origine</p><p>Les objets centrales solaires sont des polygones localisant les parcelles concernées par l'installation. Il sont créés par les agents des DDT(M) (directions départementales des territoires et de la mer), à partir du dossier de demande de permis de construire déposé par le pétitionnaire. Cette création s'opère généralement par report visuel sur le référentiel géographique à grande échelle adéquat des parcelles concernées par l'installation. Plusieurs données sont renseignées dans un second temps par un agent de la mission énergie et changement climatique de la DREAL (direction régionale de l'environnement, de l'aménagement et du logement), à partir du dossier de demande de certificat d'obligation d'achat de l'électricité produite, ou du dossier de candidature à un appel d'offres national, le cas échéant.</p>",Territoires,"Energie,Photovoltaïque",Licence Ouverte v2.0 (Etalab),fr,2021-08-01T00:11:13+02:00,2021-07-31,2021-08-01T00:11:13+02:00,DREAL Pays de la Loire,,20,,,,,,,,234400034_installations-solaires-photovoltaiques-au-sol-en-pays-de-la-loire,Finalisé,Mensuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,DREAL Pays de la Loire,Zonage sismique en Pays de la Loire,"<p>Depuis le 22 octobre 2010, la France dispose d’un nouveau zonage sismique divisant le territoire national en cinq zones de sismicité croissante en fonction de la probabilité d’occurrence des séismes (articles R563-1 à R563-8 du Code de l’Environnement modifiés par les décrets no 2010-1254 du 22 octobre 2010 et no 2010-1255 du 22 octobre 2010, ainsi que par l’Arrêté du 22 octobre 2010) :</p><ul> <li>une zone de sismicité 1 où il n’y a pas de prescription parasismique particulière pour les bâtiments à risque normal (l’aléa sismique associé à cette zone est qualifié de très faible),</li><li>quatre zones de sismicité 2 à 5, où les règles de construction parasismique sont applicables aux nouveaux bâtiments, et aux bâtiments anciens dans des conditions particulières.</li></ul><p>Les nouvelles règles de construction parasismiques ainsi que le nouveau zonage sismique (qui modifient les articles 563-1 à 8 du Code de l’Environnement) entreront en vigueur à compter du 1er mai 2011.</p><p>Pour plus d’informations : consulter le site ""plan séisme"" (<a href=""http://www.planseisme.fr/Zonage-sismique-de-la-France.html"">http://www.planseisme.fr/Zonage-sismique-de-la-France.html</a>)</p>",Territoires,Sols,Licence Ouverte (Etalab),fr,2021-08-01T00:12:02+02:00,2021-07-31,2021-08-01T00:12:02+02:00,DREAL Pays de la Loire,http://www.planseisme.fr/Zonage-sismique-de-la-France.html,1502,,,,,,,,234400034_zonage-sismique-en-pays-de-la-loire,Finalisé,Mensuelle,https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,DREAL Pays de la Loire,"( SRE ) Eolien terrestre, mats d'éoliennes en Pays de la Loire","<p>L'énergie éolienne est produite à partir de la force du vent, grâce à une éolienne, qui transforme l'énergie mécanique du vent en énergie électrique. L'éolienne ou aérogénérateur, est constituée d'un mât sur lequel est fixée une hélice que fait tourner le vent. On distingue l'éolien terrestre de l'éolien en mer - ou éolien offshore (bénéficiant de vents plus fréquents, plus forts et plus réguliers qu'à terre).</p><p>Cette table contient les éoliennes dont le permis de construire a été accordé, modifié, refusé, annulé ou laissé sans suite (seules les éoliennes dont le permis de construire est déposé, c'est-à-dire les projets en cours d'instruction, ne font pas l'objet d'une diffusion dans cette table).<br/>Depuis la loi portant engagement national sur l'environnement dite «Grenelle II», un seuil de distance minimum entre les futures installations d'éoliennes et les habitations a été introduit.<br/>En l'absence de précision dans le permis de construire, les règles de recul par rapport aux voies ou emprises publiques et limites séparatives s'appliquent en tout point de l'éolienne, en bout de pale en position horizontale.<br/>En outre, l'exploitation d'éoliennes est soumise au régime d'autorisation au titre des installations classées pour la protection de l'environnement (ICPE).</p><p>Origine</p><p>Les objets éoliennes sont des points localisant le centre de la base du mat de l'éolienne.<br/>Les informations relatives à l'éolienne sont récupérées à partir du dossier d'autorisation unique et stockés dans la base S3IC recensant les installations classées. La donnée est ensuite extraite de cette base.</p>",Territoires,,Licence Ouverte v2.0 (Etalab),fr,2021-08-01T00:14:02+02:00,2021-07-31,2021-08-01T00:14:02+02:00,DREAL Pays de la Loire,,1138,,,,,,,,234400034_eolien-terrestre-mats-deoliennes-en-pays-de-la-loire0,Finalisé,Mensuelle,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Déliberations de la Région des Pays de la Loire,"<p style='font-family: GothamRounded, -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; margin-bottom: 1em; font-size: 14px; border-radius: 0px !important;'>Liste des délibérations du Conseil Régional des Pays de la Loire par date et commission. Ce jeu de données contient les délibérations du Conseil Régional des Pays de la Loire. </p><hr style='box-sizing: content-box; border-top-color: rgb(153, 153, 153); font-family: GothamRounded, -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 14px; border-radius: 0px !important;'/><p style='font-family: GothamRounded, -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; margin-bottom: 1em; font-size: 14px; border-radius: 0px !important;'><u style=""border-radius: 0px !important;"">Pour plus d'informations :</u></p><ul style='font-family: GothamRounded, -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 14px; border-radius: 0px !important;'><li style=""border-radius: 0px !important;""><a href=""http://www.deliberations.paysdelaloire.fr/"" style=""text-decoration: underline; color: rgb(0, 0, 0); border-radius: 0px !important;"" target=""_blank"">Site des délibérations du Conseil Régional des Pays de la Loire</a></li><li style=""border-radius: 0px !important;""><a href=""http://www.paysdelaloire.fr/conseil-regional/lassemblee/"" style=""text-decoration: underline; color: rgb(0, 0, 0); border-radius: 0px !important;"" target=""_blank"">Site du Conseil Régional des Pays de la Loire</a></li></ul>",Citoyenneté / Institution,délibérations,Licence Ouverte v2.0 (Etalab),fr,2021-08-16T14:11:19+02:00,2021-08-16,2021-08-16T14:11:19+02:00,Région des Pays de la Loire,,1758,,,,,,,,234400034_001-001_rapports-deliberations-et-proces-verbaux-rpdl-2019,Finalisé,Irrégulière,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
Région des Pays de la Loire,Région des Pays de la Loire,Offre touristique: Lieux de patrimoine culturel en Pays de la Loire,"<p>
	Offre touristique :  Liste des lieux de patrimoine culturel en Pays de la Loire.
</p>
<hr/>
Ce jeu de données est fourni par le réseau e-SPRIT : e-système des professionnels du réseau d’information touristique des Pays de la Loire  
<a href="" http://www.e-sprit.fr/"" target=""_blank"">E-Sprit</a>.<br/>
<p>
	Le jeu de données peut être téléchargé aux formats JSON, CSV, XML et XLS. Il est aussi accessible pour les développeurs via l'API de la plateforme: 
	<a href=""https:/../../../../api/v1/console/datasets/1.0/search/"" target=""_blank"">mode opératoire.</a>
</p>
<p>
	Pour les développeurs avancés une syndication est accessible via les coordonnées suivantes :
</p>
<ul>
	<li><a href=""http://wcf.tourinsoft.com/Syndication/3.0/pdl/ce2229b2-8958-46b6-b4ae-b74a24aafb9f"" target=""_blank"">Processus d'appel des collections</a></li>
	<li><a href=""http://wcf.tourinsoft.com/Syndication/3.0/pdl/ce2229b2-8958-46b6-b4ae-b74a24aafb9f/$metadata"" target=""_blank"">Structure de la syndication (métadonnées)</a></li>
	<li><a href=""http://api-doc.tourinsoft.com/"" target=""_blank"">Documentation fonctionnelle et technique</a></li>
</ul>
<p>
	<u>A voir aussi :</u>
</p>
<ul>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-001_offre-touristique-aires-de-camping-car-rpdl/"" target=""_blank"">Offre touristique : Aires de camping-car en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-002_offre-touristique-fetes_et_manifestations-rpdl/"" target=""_blank"">Offre touristique : Fêtes et manifestations en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-003_offre-touristique-hebergements-collectifs-rpdl/"" target=""_blank"">Offre touristique : Hébergements collectifs touristiques en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-004_offre-touristique-hebergements-locatifs-rpdl/"" target=""_blank"">Offre touristique : Hébergements locatifs (meublés et chambre d'hôtes) touristiques en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-005_offre-touristique-hotelleries-de-plein-air-rpdl/"" target=""_blank"">Offre touristique : Hôtelleries de plein air (camping) en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-006_offre-touristique-hotels-rpdl/"" target=""_blank"">Offre touristique : Hôtels en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-007_offre-touristique-residences-de-tourisme-rpdl/"" target=""_blank"">Offre touristique : Résidences de tourisme en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-008_offre-touristique-restaurants-rpdl/"" target=""_blank"">Offre touristique : Restaurants en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-009_offre-touristique-villages-vacances-rpdl/"" target=""_blank"">Offre touristique : Villages Vacances en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-010_offre-touristique-degustations-rpdl/"" target=""_blank"">Offre touristique : Lieux de dégustations (tous produits) en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-011_offre-touristique-activites-rpdl/"" target=""_blank"">Offre touristique : Activités touristiques en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-012_offre-touristique-patrimoineculturel-rpdl/"" target=""_blank"">Offre touristique : Lieux de patrimoine culturel en Pays de la Loire</a></li>
	<li><a href=""https:/../../../../explore/dataset/234400034_070-013_offre-touristique-patrimoinenaturel-rpdl/"" target=""_blank"">Offre touristique : Lieux de patrimoine naturel en Pays de la Loire</a></li>
	<br/>
</ul>",Culture / Tourisme,tourisme,Open Database License (ODbL),fr,2021-08-18T10:50:10+02:00,2021-08-18,2021-08-31T10:50:02+02:00,e-SPRIT,http://www.enpaysdelaloire.com/,1816,2015-01-08,2015-01-08,,,Quotidienne,Région des Pays de la Loire,,234400034_070-012_offre-touristique-patrimoineculturel-rpdl,Finalisé,Quotidienne,http://opendatacommons.org/licenses/odbl/,fr,,True,True,fr_40_52,False,Pays de la Loire,,False,,,
